阿爸	aaba
背带	bwdd
背地	bwdi
被单	bwdj
北段	bwdr
背对	bwdv
北斗	bwdz
被罚	bwfa
北风	bwfg
北非	bwfw
悲歌	bwge
倍感	bwgj
不无关系	bwgx
备好	bwhc
备货	bwho
悲欢	bwhr
不外乎	bwhu
备查	bwi
备查	bwia
备尝	bwih
悲怆	bwil
悲愁	bwiz
百无禁忌	bwjj
卑贱	bwjm
倍觉	bwjt
倍加	bwjx
背靠	bwkc
贝壳	bwke
悲苦	bwku
被困	bwky
被扣	bwkz
碑林	bwlb
贝勒	bwle
百无聊赖	bwll
背篓	bwlz
悲悯	bwmb
北门	bwmf
悲鸣	bwmk
悖谬	bwmq
贝母	bwmu
背囊	bwn
背囊	bwnh
北平	bwpk
被骗	bwpm
背起	bwqi
悲情	bwqk
被抢	bwql
悲切	bwqp
博闻强识	bwqu
被褥	bwru
贝司	bwsi
别无所求	bwsq
倍速	bwsu
碑拓	bwta
被套	bwtc
备胎	bwtd
别无他法	bwtf
悲啼	bwti
悲叹	bwtj
碑亭	bwtk
倍添	bwtm
碑帖	bwtp
被杀	bwua
碑石	bwui
不务正业	bwvy
碑文	bwwf
被窝	bwwo
不为瓦全	bwwq
卑微	bwww
不为五斗米折腰	bwwy
背心	bwxb
悲喜	bwxi
背向	bwxl
备选	bwxr
别无选择	bwxz
北亚	bwya
背阴	bwyb
霸王硬上弓	bwyg
北洋	bwyh
百无一是	bwyu
百无一用	bwyy
白雪皑皑	bxaa
便携版	bxb
不许百姓点灯	bxbd
不修边幅	bxbf
不徐不疾	bxbj
本乡本土	bxbt
冰雪聪明	bxcm
不虚此行	bxcx
博学多才	bxdc
彪形大汉	bxdh
博学多闻	bxdw
碧血丹心	bxdx
败兴而归	bxeg
不相符	bxf
不习惯	bxg
不惜工本	bxgb
兵行诡道	bxgd
八仙过海	bxgh
八仙过海各显神通	bxgt
不像话	bxh
不相称	bxi
笔下超生	bxiu
悲喜交集	bxjj
表现力	bxl
必先利其器	bxlq
本性难移	bxny
必需品	bxp
避凶趋吉	bxqj
败絮其中	bxqv
不省人事	bxru
不徇私情	bxsq
八小时	bxu
不相上下	bxux
不祥之兆	bxvv
冰消瓦解	bxwj
不相为谋	bxwm
不相信	bxx
不屑一顾	bxyg
比下有余	bxyy
不肖子孙	bxzs
不一般	byb
不依不饶	bybr
不阴不阳	byby
不约而同	byet
不言而喻	byey
不一而足	byez
不由分说	byfu
别有风味	byfw
边缘化	byh
必有后福	byhf
不要紧	byj
不宜久留	byjl
拨云见日	byjr
不要脸	byl
不亦乐乎	bylh
饱以老拳	bylq
比翼连枝	bylv
布宜诺斯艾利斯	byns
不厌其烦	byqf
半夜三更	bysg
别有天地	bytd
不一致	byv
不义之财	byvc
布衣之交	byvj
必由之路	byvl
不予置评	byvp
不以为耻	bywi
不远万里	bywl
不以为然	bywr
不以为意	bywy
必要性	byx
必有一失	byyu
别有用心	byyx
不由自主	byzv
不早不晚	bzbw
不在此列	bzcl
不足挂齿	bzgi
不在话下	bzhx
不早了	bzl
不自量力	bzll
八字没一撇	bzmp
抱子弄孙	bzns
不足取	bzq
不在其位不谋其政	bzqv
不在其位	bzqw
不择手段	bzud
百足之虫	bzvi
不足为外人道	bzwd
不足为据	bzwj
败则为寇	bzwk
不足为凭	bzwp
不足以	bzy
不足与谋	bzym
擦背	cab
擦边	cabm
擦背	cabw
擦擦	cac
擦擦	caca
擦掉	cad
擦掉	cadn
擦粉	caff
擦干	cag
擦干	cagj
擦汗	cah
擦痕	cahf
擦汗	cahj
擦除	cai
擦除	caiu
擦肩	caj
擦净	cajk
擦肩	cajm
擦亮	cal
擦亮	call
擦脸	calm
擦抹	camo
擦破	cap
擦破	capo
擦去	caq
擦枪	caql
擦去	caqu
擦身	cauf
擦伤	cauh
擦着	cave
擦网	cawh
擦洗	cax
擦洗	caxi
擦鞋	caxp
擦药	cayc
擦油	cayz
擦澡	cazc
残兵败将	cbbj
寸步不离	cbbl
残暴不仁	cbbr
残编断简	cbdj
词不达意	cbdy
猝不及防	cbjf
错不了	cbl
残杯冷炙	cblv
惨不忍睹	cbrd
错别字	cbz
草包	ccb
草包	ccbc
措辞不当	ccbd
草本	ccbf
操办	ccbj
寸草不留	ccbl
草编	ccbm
寸草不生	ccbu
参差错落	cccl
草丛	cccs
操刀	ccdc
操蛋	ccdj
璀璨夺目	ccdm
草堆	ccdv
草稿	ccg
草稿	ccgc
草根	ccgf
草果	ccgo
操持	ccii
草创	ccil
草船	ccir
草芥	ccjp
操控	ccks
草寇	cckz
操劳	ccl
操劳	cclc
草料	ccln
草绿	cclv
草类	cclw
草民	ccmb
草帽	ccmc
草蜢	ccmg
糙米	ccmi
匆匆忙忙	ccmm
草木	ccmu
草拟	ccn
草拟	ccni
草棚	ccpg
草签	ccq
操起	ccqi
草签	ccqm
草酸	ccs
草色	ccse
草酸	ccsr
草图	cct
草堂	ccth
草图	cctu
草头	cctz
草绳	ccug
草书	ccuu
操着	ccve
草纸	ccvi
草屋	ccw
草屋	ccwu
草席	ccxi
草鞋	ccxp
草药	ccyc
草叶	ccye
从此以后	ccyh
草约	ccyt
草鱼	ccyu
草字	cczi
财宝	cdb
财宝	cdbc
彩笔	cdbi
菜板	cdbj
裁并	cdbk
财帛	cdbo
猜猜	cdcd
猜错	cdco
菜刀	cddc
彩带	cddd
菜地	cddi
猜度	cddu
才敢	cdg
菜根	cdgf
才怪	cdgk
采光	cdgl
菜馆	cdgr
菜瓜	cdgx
才好	cdhc
踩坏	cdhk
彩池	cdii
猜出	cdiu
彩绸	cdiz
才具	cdju
菜价	cdjx
才肯	cdkf
菜篮	cdlj
彩铃	cdlk
裁量	cdll
才略	cdlt
财路	cdlu
彩民	cdmb
财贸	cdmc
猜谜	cdmi
菜名	cdmk
采煤	cdmw
采暖	cdnr
菜农	cdns
才女	cdnv
菜品	cdpb
彩排	cdpd
彩喷	cdpf
菜谱	cdpu
财大气粗	cdqc
才情	cdqk
彩桥	cdqn
裁切	cdqp
彩球	cdqq
猜拳	cdqr
彩裙	cdqy
采桑	cdsh
才思	cdsi
彩塑	cdsu
踩踏	cdt
踩踏	cdta
菜汤	cdth
菜摊	cdtj
菜田	cdtm
财团	cdtr
彩头	cdtz
彩照	cdvc
采摘	cdvd
踩着	cdve
财长	cdvh
猜中	cdvs
财主	cdvu
此地无银三百两	cdwl
菜系	cdxi
才行	cdxk
财险	cdxm
采写	cdxp
才学	cdxt
彩印	cdyb
菜肴	cdyc
菜叶	cdye
彩云	cdyy
才子	cdzi
侧边	ceb
侧边	cebm
策动	ceds
测度	cedu
侧耳	cee
侧耳	ceer
册封	cef
册封	cefg
侧方	cefh
测高	cegc
测光	cegl
侧后	cehz
测出	ceiu
侧近	cejb
侧记	ceji
测距	ceju
册立	celi
策论	cely
侧门	cemf
侧目	cemu
侧旁	ceph
恻然	cerj
测速	cesu
侧身	ceuf
侧睡	ceuv
侧转	cevr
侧闻	cewf
侧卧	cewo
侧线	cexm
恻隐	ceyb
侧翼	ceyi
策应	ceyk
侧足	cezu
涔涔	cfcf
岑寂	cfji
餐风宿露	cfsl
才高八斗	cgbd
从古到今	cgdj
层叠	cgdp
曾对	cgdv
层高	cgg
层高	cggc
层级	cgji
层峦	cglr
残羹冷炙	cglv
层楼	cglz
曾任	cgr
曾任	cgrf
曾说	cguo
层数	cguu
从古至今	cgvj
曾以	cgyi
藏宝	chbc
残花败柳	chbl
苍苍	chch
苍翠	chcv
藏躲	chdo
舱盖	chgd
仓皇出逃	chit
才华出众	chiv
催化剂	chj
苍劲	chjb
苍劲	chjk
藏奸	chjm
藏娇	chjn
仓颉	chjp
舱口	chkz
苍老	chl
苍老	chlc
苍凉	chll
舱门	chmf
舱内	chnw
藏品	chp
藏品	chpb
苍穹	chq
苍穹	chqs
苍然	chrj
藏私	chsi
苍松	chss
仓皇失措	chuc
藏身	chuf
苍生	chug
舱室	chui
苍山	chuj
藏着	chve
藏拙	chvo
沧州	chvz
仓位	chww
藏掖	chye
沧海遗珠	chyv
存乎一心	chyx
藏在	chz
藏在	chzd
此话怎讲	chzj
词霸	ciba
磁暴	cibc
此唱彼和	cibh
此病	cibk
慈悲	cibw
刺刀	cidc
粗茶淡饭	cidf
辞掉	cidn
磁碟	cidp
瓷都	cidu
刺耳	cier
此番	cif
瓷粉	ciff
词锋	cifg
次方	cifh
此番	cifj
慈父	cifu
瓷缸	cigh
辞官	cigr
辞工	cigs
刺骨	cigu
赐给	cigw
辞海	cihd
慈航	cihh
瓷壶	cihu
刺穿	ciir
此景	cijk
赐教	cijn
从长计议	cijy
磁卡	cika
词库	ciku
辞了	cile
此例	cili
词量	cill
磁疗	ciln
此路	cilu
此名	cimk
慈母	cimu
此乃	cind
次男	cinj
次年	cinm
雌鸟	cinn
次女	cinv
瓷瓶	cipk
刺破	cipo
瓷器	ciqi
刺青	ciqk
刺入	ciru
雌蕊	cirv
辞色	cise
瓷胎	citd
刺疼	citg
祠堂	cith
磁体	citi
刺探	citj
词条	citn
磁铁	citp
刺痛	cits
刺透	citz
刺杀	ciua
此生	ciug
刺伤	ciuh
此种	civs
词缀	civv
此物	ciwu
刺猬	ciww
此心	cixb
慈禧	cixi
雌性	cixk
辞谢	cixp
刺绣	cixq
次选	cixr
疵瑕	cixx
词义	ciyi
刺眼	ciyj
辞源	ciyr
辞藻	cizc
此则	cize
残奥	cjao
惨败	cjb
惨败	cjbd
参半	cjbj
残兵	cjbk
餐布	cjbu
残存	cjc
曾经沧海	cjch
残次	cjci
灿灿	cjcj
残存	cjcy
餐刀	cjdc
残党	cjdh
残敌	cjdi
餐点	cjdm
残冬	cjds
残毒	cjdu
蚕豆	cjdz
擦肩而过	cjeg
参访	cjfh
残羹	cjgg
残骸	cjhd
参合	cjhe
惨祸	cjho
餐后	cjhz
餐车	cjie
参禅	cjij
残喘	cjir
餐巾	cjjb
惨景	cjjk
参将	cjjl
惨叫	cjjn
残旧	cjjq
残卷	cjjr
惨况	cjkl
惨烈	cjlp
残年	cjnm
参评	cjp
残品	cjpb
参拍	cjpd
参评	cjpk
残片	cjpm
残破	cjpo
残缺	cjq
残缺	cjqt
惨绝人寰	cjrh
残日	cjri
惨然	cjrj
从谏如流	cjrl
草菅人命	cjrm
惭色	cjse
蚕桑	cjsh
惨死	cjsi
残损	cjsy
餐台	cjtd
参天	cjtm
参透	cjtz
残杀	cjua
参审	cjuf
残生	cjug
残值	cjvi
惨状	cjvl
参悟	cjwu
惨象	cjxl
惨笑	cjxn
残屑	cjxp
参选	cjxr
残雪	cjxt
参训	cjxy
从今以后	cjyh
餐椅	cjyi
参演	cjyj
蚕蛹	cjys
辞旧迎新	cjyx
参杂	cjza
参奏	cjzz
摧枯拉朽	cklx
参考消息	ckxx
此路不通	clbt
催泪弹	cld
灿烂夺目	cldm
灿烂辉煌	clhh
藏龙卧虎	clwh
错落有致	clyv
聪明才智	cmcv
侧目而视	cmeu
聪明绝顶	cmjd
聪明伶俐	cmll
慈眉善目	cmum
才貌双全	cmuq
摧眉折腰	cmvy
猜枚行令	cmxl
财迷心窍	cmxq
策马扬鞭	cmyb
聪明一世	cmyu
草莽英雄	cmyx
从那以后	cnyh
错爱	coai
错案	coan
搓板	cobj
搓背	cobw
搓搓	coco
锉刀	codc
错愕	coee
错怪	cogk
撮合	coh
错号	cohc
撮合	cohe
搓成	coig
痤疮	coil
错处	coiu
搓脚	cojn
错开	cok
错开	cokd
错看	cokj
错落	colo
错乱	colr
错路	colu
错漏	colz
错码	com
错码	coma
搓弄	cons
错判	copj
错认	corf
搓揉	corz
错题	coti
错杀	coua
搓手	couz
错位	coww
搓洗	coxi
错写	coxp
错用	coys
错杂	coza
搓澡	cozc
错字	cozi
错综	cozs
此起彼伏	cqbf
残缺不全	cqbq
才气过人	cqgr
藏巧于拙	cqyv
窜到	crdc
篡党	crdh
攒动	crds
灿若繁星	crfx
篡国	crgo
窜红	crhs
窜出	cri
窜出	criu
窜进	crjb
从容就义	crjy
催人泪下	crlx
凑热闹	crn
篡权	crq
篡权	crqr
窜入	crru
窜逃	crt
窜逃	crtc
窜升	cru
攒射	crue
窜升	crug
篡位	crw
篡位	crww
葱白	csbd
苍松翠柏	cscb
匆促	cscu
从犯	csf
从犯	csfj
聪慧	csh
从何	cshe
葱黄	cshl
从缓	cshr
聪慧	cshv
葱花	cshx
葱姜	csjl
从简	csjm
从句	csju
从宽	csk
从宽	cskr
从良	csll
葱绿	cslv
聪敏	csmb
从速	css
葱蒜	cssr
从速	cssu
丛生	csug
丛山	csuj
聪颖	csyk
葱郁	csyu
从早	csz
丛杂	csza
从早	cszc
寸土不让	ctbr
寸土必争	ctbv
从头到尾	ctdw
从天而降	ctej
藏头露尾	ctlw
粗通文墨	ctwm
粗笨	cubf
粗鄙	cubi
措手不及	cubj
粗布	cubu
此时此地	cucd
此时此刻	cuck
草率从事	cucu
粗大	cuda
粗短	cudr
促动	cuds
草食动物	cudw
从上到下	cudx
蹙额	cuee
粗放	cuf
猝发	cufa
粗放	cufh
粗饭	cufj
才识过人	cugr
粗估	cugu
粗话	cuh
粗活	cuho
粗话	cuhx
粗厚	cuhz
粗茶	cuia
错上加错	cujc
醋精	cujk
蹴鞠	cuju
粗口	cuk
粗糠	cukh
粗看	cukj
粗狂	cukl
粗口	cukz
错失良机	culj
粗粮	cull
粗劣	culp
粗陋	culz
粗毛	cumc
粗米	cumi
蹙眉	cumw
粗胖	cuph
粗气	cuqi
厕身其间	cuqj
粗浅	cuqm
粗人	curf
猝然	curj
粗涩	cuse
猝死	cusi
醋酸	cusr
粗体	cut
粗体	cuti
粗通	cuts
粗声	cuug
粗率	cuuk
粗疏	cuuu
粗重	cuvs
粗线	cuxm
才疏学浅	cuxq
粗野	cuye
醋意	cuyi
粗言	cuyj
簇拥	cuys
催逼	cvbi
催办	cvbj
催催	cvcv
催动	cvds
催肥	cvfw
操之过急	cvgj
脆骨	cvgu
淬火	cvho
催产	cvij
催缴	cvjn
催款	cvkr
翠绿	cvl
翠绿	cvlv
催泪	cvlw
催命	cvmk
藏之名山传之其人	cvmr
翠鸟	cvnn
催情	cvqk
萃取	cvqu
催人	cvrf
催收	cvuz
催债	cvvd
翠竹	cvvu
脆响	cvxl
侧重于	cvy
从中渔利	cvyl
残渣余孽	cvyn
翠玉	cvyu
粗中有细	cvyx
从中作梗	cvzg
从无到有	cwdy
存亡绝续	cwjx
藏污纳垢	cwng
惨无人道	cwrd
从小到大	cxdd
粗心大意	cxdy
藏形匿影	cxny
存小异	cxy
从现在起	cxzq
寸步	cybu
寸草	cycc
存到	cydc
存贷	cydd
存底	cydi
存单	cydj
从一而终	cyev
村妇	cyfu
存根	cyg
存根	cygf
财源滚滚	cygg
存管	cygr
寸功	cygs
村姑	cygu
财运亨通	cyht
存查	cyia
存车	cyie
此言差矣	cyiy
寸金	cyjb
村口	cykz
村落	cylo
存留	cylq
存念	cynm
存盘	cyp
村野匹夫	cypf
存盘	cypj
存期	cyqi
存钱	cyqm
寸有所长	cysi
村俗	cysu
村舍	cyue
存身	cyuf
此一时彼一时	cyuu
存照	cyvc
村寨	cyvd
村长	cyvh
恻隐之心	cyvx
存为	cyw
存为	cyww
存心	cyxb
存息	cyxi
存续	cyxu
村野	cyye
存疑	cyyi
村子	cyzi
凑凑	czc
凑凑	czcz
从早到晚	czdw
凑够	czg
凑够	czgz
凑近	czj
凑近	czjb
才子佳人	czjr
错字连篇	czlp
凑拢	czls
藏踪蹑迹	cznj
凑齐	czqi
厕足其间	czqj
凑钱	czqm
凑数	czu
凑数	czuu
凑足	czzu
大碍	daai
大病	dabk
大伯	dabo
打词	daci
打错	daco
大葱	dacs
大典	dadm
打掉	dadn
大跌	dadp
大度	dadu
大额	dae
大额	daee
打翻	dafj
大佛	dafo
打非	dafw
大搞	dagc
打拐	dagk
打光	dagl
大官	dagr
打鼓	dagu
打给	dagw
大褂	dagx
打滚	dagy
打勾	dagz
大喊	dahj
打坏	dahk
大患	dahr
打昏	dahy
大吼	dahz
打岔	dai
打岔	daia
大吵	daic
搭车	daie
大肠	daih
大惊	dajk
打搅	dajn
大卡	daka
大考	dakc
大课	dake
打孔	daks
大亏	dakv
大口	dakz
达赖	dald
大浪	dalh
打理	dali
大龄	dalk
打落	dalo
大流	dalq
打乱	dalr
大绿	dalv
打雷	dalw
大骂	dama
打满	damj
打磨	damo
大媒	damw
打你	dani
大难	danj
大娘	danl
大怒	danu
大内	danw
打牌	dapd
大鹏	dapg
打平	dapk
打谱	dapu
搭腔	daql
大权	daqr
打人	darf
大嚷	darh
打散	dasj
打碎	dasv
打他	data
搭台	datd
大堂	dath
打探	datj
打铁	datp
大图	datu
大婶	dauf
大帅	dauk
大涨	davh
打桩	davl
打住	davu
大洲	davz
答问	dawf
打完	dawj
打我	dawo
大喜	daxi
大限	daxm
大写	daxp
大修	daxq
大牙	daya
大雁	dayj
大用	days
大藏	dazh
大嘴	dazv
断壁残垣	dbcy
对不对	dbd
大包大揽	dbdl
东北虎	dbh
得不偿失	dbiu
等不及	dbj
打不开	dbk
大不了	dbl
大步流星	dblx
道不明	dbm
淡泊明志	dbmv
都不能	dbn
倒背如流	dbrl
大不如前	dbrq
道不同不相为谋	dbtm
独步天下	dbtx
电冰箱	dbx
短兵相接	dbxj
东奔西跑	dbxp
东奔西走	dbxz
大饱眼福	dbyf
独步一时	dbyu
代表作	dbz
到岸	dcan
刀疤	dcba
道白	dcbd
刀柄	dcbk
道边	dcbm
导播	dcbo
道别	dcbp
倒不	dcbu
刀背	dcbw
到此	dcc
稻草	dccc
倒彩	dccd
到此	dcci
倒错	dcco
大慈大悲	dcdb
叨叨	dcdc
到顶	dcdk
导电	dcdm
大吵大闹	dcdn
多才多艺	dcdy
刀豆	dcdz
刀法	dcfa
刀锋	dcfg
刀斧	dcfu
盗匪	dcfw
祷告	dcg
祷告	dcgc
倒戈	dcge
到港	dcgh
刀光	dcgl
到过	dcgo
导管	dcgr
刀工	dcgs
稻谷	dcgu
倒挂	dcgx
刀棍	dcgy
倒好	dchc
道贺	dche
刀痕	dchf
盗汗	dchj
到户	dchu
刀叉	dcia
倒车	dcie
岛城	dcig
德才兼备	dcjb
刀剑	dcjm
道教	dcjn
刀客	dcke
倒扣	dckz
刀螂	dclh
捣烂	dclj
盗猎	dclp
倒流	dclq
导论	dcly
岛民	dcmb
道门	dcmf
倒忙	dcmh
稻米	dcmi
盗名	dcmk
刀面	dcmm
稻苗	dcmn
盗墓	dcmu
悼念	dcnm
岛内	dcnw
道旁	dcph
道破	dcpo
倒赔	dcpw
刀枪	dcql
刀鞘	dcqn
盗取	dcqu
导热	dcre
到死	dcsi
捣碎	dcsv
大错特错	dctc
倒腾	dctg
导体	dcti
到庭	dctk
稻田	dctm
倒贴	dctp
到头	dctz
刀身	dcuf
刀山	dcuj
倒数	dcuu
倒水	dcuv
倒找	dcvc
倒着	dcve
道长	dcvh
到站	dcvj
倒转	dcvr
稻种	dcvs
悼文	dcwf
悼亡	dcwh
到此为止	dcwv
道喜	dcxi
到校	dcxn
倒悬	dcxr
道学	dcxt
导引	dcyb
倒爷	dcye
稻秧	dcyh
道义	dcyi
多此一举	dcyj
倒影	dcyk
岛屿	dcyu
刀子	dczi
刀俎	dczu
当断不断	ddbd
呆笨	ddbf
多多包涵	ddbh
代笔	ddbi
带病	ddbk
多多保重	ddbv
躲躲藏藏	ddcc
地地道道	dddd
点点滴滴	dddd
待定	dddk
带点	dddm
怠惰	dddo
大敌当前	dddq
歹毒	dddu
得道多助	dddv
独断独行	dddx
戴尔	dder
代发	ddfa
大大方方	ddff
单刀赴会	ddfh
带饭	ddfj
带个	ddge
嘀嘀咕咕	ddgg
大动干戈	ddgg
待岗	ddgh
待过	ddgo
代管	ddgr
咄咄怪事	ddgu
呆瓜	ddgx
丹顶鹤	ddh
颠倒黑白	ddhb
打道回府	ddhf
带坏	ddhk
打得火热	ddhr
戴花	ddhx
待查	ddia
代称	ddig
待产	ddij
带出	ddiu
得道成仙	ddix
带劲	ddjb
待建	ddjm
代交	ddjn
代考	ddkc
代开	ddkd
代课	ddke
代扣	ddkz
代劳	ddlc
呆愣	ddlg
大大咧咧	ddll
带练	ddlm
带路	ddlu
戴帽	ddmc
代卖	ddmd
待命	ddmk
呆鸟	ddnn
待批	ddp
待聘	ddpb
代庖	ddpc
待批	ddpi
对得起	ddq
跌宕起伏	ddqf
颠倒乾坤	ddqk
带枪	ddql
带钱	ddqm
带球	ddqq
待人	ddrf
待摊	ddtj
呆傻	ddua
袋鼠	dduu
代收	dduz
东道主	ddv
呆账	ddvh
呆滞	ddvi
袋装	ddvl
单刀直入	ddvr
逮住	ddvu
跌跌撞撞	ddvv
地大物博	ddwb
点到为止	ddwv
东躲西藏	ddxc
代代相传	ddxi
代销	ddxn
带血	ddxt
断断续续	ddxx
待业	ddye
歹意	ddyi
独当一面	ddym
倒打一耙	ddyp
颠倒阴阳	ddyy
袋子	ddzi
呆坐	ddzo
傣族	ddzu
当耳边风	debf
得病	debk
德操	decc
得法	defa
大而化之	dehv
得宠	deis
得劲	dejb
得救	dejq
德军	dejy
吊儿郎当	deld
大而全	deq
得胜	deu
得胜	deug
得手	deuz
德文	dew
德文	dewf
得悉	dex
得悉	dexi
德性	dexk
得闲	dexm
德阳	deyh
大发慈悲	dfcb
大风大浪	dfdl
洞房花烛	dfhv
洞房花烛夜	dfhy
大放厥词	dfjc
大发雷霆	dflt
单方面	dfm
答非所问	dfsw
地方性	dfx
大放异彩	dfyc
东风压倒西风	dfyf
荡妇淫娃	dfyw
登岸	dgan
登报	dgb
登报	dgbc
等比	dgbi
等边	dgbm
灯标	dgbn
灯草	dgcc
瞪大	dgda
登顶	dgdk
等额	dgee
大锅饭	dgf
等分	dgff
登封	dgfg
顶呱呱	dgg
登高	dggc
大功告成	dggi
灯管	dggr
达官贵人	dggr
等号	dghc
灯会	dghv
灯花	dghx
胆固醇	dgi
等差	dgia
等车	dgie
登船	dgir
等奖	dgjl
等角	dgjn
等价	dgjx
登科	dgke
登临	dglb
等来	dgld
等了	dgle
等量	dgll
登楼	dglz
登门	dgm
登门	dgmf
灯谜	dgmi
得过且过	dgqg
地广人稀	dgrx
打官司	dgs
等死	dgsi
等他	dgt
灯塔	dgta
登天	dgtm
灯头	dgtz
灯罩	dgvc
等值	dgvi
灯烛	dgvu
帝国主义	dgvy
等我	dgw
等外	dgwd
等温	dgwf
等我	dgwo
大公无私	dgws
等下	dgx
灯芯	dgxb
等闲	dgxm
等效	dgxn
多管闲事	dgxu
等下	dgxx
等腰	dgyc
登高一呼	dgyh
道高一尺	dgyi
瞪眼	dgyj
灯影	dgyk
瞪圆	dgyr
登月	dgyt
灯油	dgyz
凳子	dgzi
灯座	dgzo
打躬作揖	dgzy
大惑不解	dhbj
挡道	dhdc
大喊大叫	dhdj
大红大绿	dhdl
大红大紫	dhdz
待会儿	dhe
荡妇	dhfu
党费	dhfw
当官	dhg
党纲	dhgh
当过	dhgo
当官	dhgr
当归	dhgv
当好	dhhc
灯火辉煌	dhhh
大好河山	dhhu
党徽	dhhv
大合唱	dhi
当朝	dhic
当差	dhid
挡车	dhie
刁滑奸诈	dhjv
挡开	dhkd
党课	dhke
当空	dhks
党魁	dhkv
当口	dhkz
当了	dhl
当了	dhle
当量	dhll
大祸临头	dhlt
挡路	dhlu
大海捞针	dhlv
荡平	dhpk
当票	dhpn
当铺	dhpu
当期	dhqi
当权	dhqr
对号入座	dhrz
导火索	dhs
当他	dhta
当堂	dhth
当庭	dhtk
当推	dhtv
当头	dhtz
党参	dhuf
当上	dhuh
当众	dhv
当着	dhve
当真	dhvf
荡舟	dhvz
党外	dhwd
当我	dhwo
大呼小叫	dhxj
当夜	dhye
荡漾	dhyh
党羽	dhyu
低矮	diai
堤岸	dian
低凹	diao
敌兵	dibk
底边	dibm
低等	didg
大吹大擂	didl
地洞	dids
低度	didu
大彻大悟	didw
低分	diff
地缝	difg
地府	difu
低飞	difw
底稿	digc
抵港	digh
地广	digl
地宫	digs
地柜	digv
递给	digw
地瓜	digx
地滚	digy
地沟	digz
倒春寒	dih
低耗	dihc
敌害	dihd
地核	dihe
帝皇	dihl
底火	diho
敌后	dihz
低潮	diic
抵偿	diih
嫡传	diir
低垂	diiv
递降	dijl
递减	dijm
低开	dikd
低空	diks
东床快婿	dikx
抵扣	dikz
洞察力	dil
地牢	dilc
低了	dile
低龄	dilk
涤纶	dily
底楼	dilz
弟妹	dimw
堤内	dinw
低频	dipb
底牌	dipd
地坪	dipk
底片	dipm
地铺	dipu
地勤	diqb
洞察其奸	diqj
敌情	diqk
地壳	diqn
地热	dire
底色	dise
递送	diss
低速	disu
得偿所愿	disy
低糖	dith
迪厅	ditk
递推	ditv
低烧	diuc
东窗事发	diuf
底数	diuu
敌手	diuz
抵债	divd
低着	dive
抵账	divh
地砖	divr
骶椎	divv
低洼	diwa
帝王	diwh
敌我	diwo
冬虫夏草	dixc
雕虫小技	dixj
弟兄	dixs
滴血	dixt
底样	diyh
递延	diyj
大吃一惊	diyj
敌营	diyk
打成一片	diyp
地缘	diyr
底座	dizo
抵罪	dizv
单笔	djbi
单瓣	djbj
单兵	djbk
单薄	djbo
单侧	djce
单层	djcg
胆大	djda
担待	djdd
对酒当歌	djdg
淡定	djdk
大吉大利	djdl
单碟	djdp
大江东去	djdq
待价而沽	djeg
单发	djfa
大家风范	djff
丹凤	djfg
单方	djfh
但凡	djfj
丹佛	djfo
氮肥	djfw
刀锯斧钺	djfy
单杠	djgh
胆敢	djgj
大驾光临	djgl
单过	djgo
胆管	djgr
弹弓	djgs
单轨	djgv
大家闺秀	djgx
单号	djhc
单核	djhe
单行	djhh
胆寒	djhj
蛋黄	djhl
淡红	djhs
独具慧眼	djhy
单程	djig
单传	djir
淡出	djiu
殚精竭虑	djjl
单就	djjq
蛋卷	djjr
旦角	djjt
打家劫舍	djju
蛋壳	djke
弹坑	djkg
弹孔	djks
单口	djkz
当机立断	djld
单恋	djlm
淡绿	djlv
蛋类	djlw
单面	djm
单名	djmk
单面	djmm
淡漠	djmo
但没	djmw
大江南北	djnb
但能	djng
胆囊	djnh
单排	djpd
单凭	djpk
弹片	djpm
胆魄	djpo
但求	djqq
单曲	djqu
低级趣味	djqw
单日	djri
淡然	djrj
堆积如山	djru
蛋挞	djta
地久天长	djti
丹田	djtm
单挑	djtn
单腿	djtv
弹头	djtz
倒计时	dju
丹砂	djua
担惊受怕	djup
单数	djuu
单手	djuz
点睛之笔	djvb
单指	djvi
淡妆	djvl
当局者迷	djvm
弹珠	djvu
淡忘	djwh
弹丸	djwj
大局为重	djwv
大惊小怪	djxg
旦夕	djxi
单姓	djxk
胆小	djxn
单选	djxr
大街小巷	djxx
淡雅	djya
独具一格	djyg
单眼	djyj
度君子之腹	djzf
定案	dkan
大可不必	dkbb
顶班	dkbj
定编	dkbm
顶层	dkc
顶层	dkcg
订餐	dkcj
顶戴	dkdd
顶灯	dkdg
叮当	dkdh
定定	dkdk
定调	dkdn
顶多	dkdo
叮咚	dkds
定都	dkdu
订房	dkfh
鼎沸	dkfw
定稿	dkgc
顶盖	dkgd
定格	dkge
顶功	dkgs
定规	dkgv
定会	dkh
多快好省	dkhu
定会	dkhv
定睛	dkjk
定将	dkjl
顶角	dkjn
定界	dkjp
定可	dkke
抵抗力	dkl
大开绿灯	dkld
顶楼	dklz
定名	dkm
定名	dkmk
定能	dkn
定能	dkng
钉耙	dkpa
顶棚	dkpg
盯屏	dkpk
顶破	dkpo
定亲	dkqb
定情	dkqk
定钱	dkqm
定然	dkrj
盯死	dks
盯死	dksi
打开天窗说亮话	dkth
顶天	dktm
顶头	dktz
盯梢	dkuc
鼎盛	dkug
盯上	dkuh
订书	dkuu
