嗷嗷待哺	aadb
低温	diwf
第五	diwu
地位	diww
底薪	dixb
底细	dixi
地形	dixk
底线	dixm
抵消	dixn
地下	dixx
抵押	diya
低音	diyb
第一	diyi
缔约	diyt
低于	diyu
底蕴	diyy
缔造	dizc
递增	dizg
弟子	dizi
担保	djbc
蛋白	djbd
单词	djci
担当	djdh
淡淡	djdj
单调	djdn
丹东	djds
单独	djdu
担负	djfu
蛋糕	djgc
耽搁	djge
大家好	djh
淡化	djhx
单纯	dji
单车	djie
诞辰	djif
单纯	djiy
单击	djj
单击	djji
单间	djjm
单据	djju
单价	djjx
胆量	djl
弹尽粮绝	djlj
胆量	djll
单列	djlp
胆略	djlt
丹麦	djmd
单亲	djqb
但其	djqi
丹青	djqk
胆怯	djqp
但却	djqt
担任	djrf
单色	djse
单身	djuf
诞生	djug
但是	djui
大惊失色	djus
淡水	djuv
单位	djw
耽误	djwu
单位	djww
担心	djxb
单向	djxl
弹药	djyc
但也	djye
单一	djyi
但愿	djyr
单元	djyr
担忧	djyz
胆子	djz
单字	djzi
订报	dkbc
顶部	dkbu
订单	dkdj
定点	dkdm
顶端	dkdr
定额	dkee
顶峰	dkf
顶峰	dkfg
订购	dkg
订购	dkgz
订货	dkho
订婚	dkhy
定金	dkjb
顶级	dkji
顶尖	dkjm
定居	dkju
定价	dkjx
订立	dkli
定量	dkll
定律	dklv
定论	dkly
豆蔻年华	dknh
叮咛	dknk
订票	dkp
订票	dkpn
定期	dkq
定期	dkqi
丢盔弃甲	dkqj
大快人心	dkrx
顶替	dkti
定时	dkui
盯着	dkve
定制	dkvi
叮嘱	dkvu
定位	dkww
定下	dkx
定型	dkxk
定向	dkxl
定下	dkxx
定义	dkyi
订阅	dkyt
定做	dkz
订造	dkzc
钉子	dkzi
定做	dkzo
等量齐观	dlqg
鼎力相助	dlxv
道貌岸然	dmar
电报	dmbc
电表	dmbn
点播	dmbo
电磁	dmci
电大	dmda
颠倒	dmdc
电灯	dmdg
点滴	dmdi
奠定	dmdk
点点	dmdm
电动	dmds
淀粉	dmff
典范	dmfj
垫付	dmfu
点歌	dmge
电工	dmgs
典故	dmgu
电话	dmh
点火	dmho
电汇	dmhv
电话	dmhx
电池	dmi
电厂	dmih
电池	dmii
点击	dmji
点将	dmjl
点距	dmju
电力	dmli
电缆	dmlj
电流	dmlq
电路	dmlu
电脑	dmn
电脑	dmnc
电能	dmng
店内	dmnw
点评	dmp
点评	dmpk
店铺	dmpu
颠沛	dmpw
电器	dmqi
点球	dmqq
电热	dmre
点燃	dmrj
电台	dmtd
殿堂	dmth
电梯	dmti
点头	dmtz
电视	dmui
电扇	dmuj
点数	dmuu
电站	dmvj
点缀	dmvv
电网	dmwh
电玩	dmwj
电信	dmxb
典型	dmxk
电线	dmxm
电讯	dmxy
电影	dmy
典雅	dmya
电影	dmyk
电源	dmyr
电邮	dmyz
电子	dmzi
电阻	dmzu
调拨	dnb
碉堡	dnbc
大逆不道	dnbd
调拨	dnbo
调动	dnds
调度	dndu
低能儿	dne
调换	dnh
调换	dnhr
调查	dni
调查	dnia
掉价	dnjx
雕刻	dnke
掉了	dnl
掉了	dnle
调离	dnli
凋零	dnlk
刁难	dnn
刁难	dnnj
调配	dnpw
调遣	dnqm
调任	dnr
调任	dnrf
调入	dnru
雕塑	dnsu
对牛弹琴	dntq
雕像	dnxl
掉线	dnxm
吊销	dnxn
凋谢	dnxp
东南亚	dny
调研	dnyj
调用	dnys
钓鱼	dnyu
多半	dob
躲避	dobi
多半	dobj
多变	dobm
多次	doc
多彩	docd
多层	docg
躲藏	doch
多次	doci
多大	doda
夺得	dode
多点	dodm
多多	dodo
多方	dofh
多个	doge
夺冠	dogr
多处	doi
多长	doih
多重	dois
多处	doiu
多极	doji
多久	dojq
多家	dojx
多了	dol
多了	dole
堕落	dolo
多么	dome
多名	domk
多年	don
多年	donm
夺取	doq
多情	doqk
多人	dor
多人	dorf
哆嗦	doso
多头	dotz
多少	douc
多时	doui
多数	douu
多种	dovs
多万	dowj
多为	doww
多项	doxl
多谢	doxp
多元	doy
多样	doyh
多元	doyr
多月	doyt
多余	doyu
多云	doyy
躲在	dozd
颠扑不破	dpbp
跌幅	dpfu
颠沛流离	dpll
大屏幕	dpm
跌破	dppo
喋血	dpxt
丢掉	dqd
丢掉	dqdn
荡气回肠	dqhi
单枪匹马	dqpm
丢失	dqu
丢失	dqui
大器晚成	dqwi
当仁不让	drbr
短促	drc
断层	drcg
短促	drcu
短短	drd
端的	drdi
断定	drdk
短短	drdr
断货	drho
断肠	drih
断绝	drjt
端口	drkz
断了	drle
锻炼	drlm
段落	drlo
断裂	drlp
短路	drlu
呆若木鸡	drmj
端倪	drn
端倪	drni
多如牛毛	drnm
短篇	drpm
短期	drq
短期	drqi
短缺	drqt
断然	drr
断然	drrj
度日如年	drrn
断送	drss
端正	drvg
断网	drwh
端午	drwu
短信	drx
短信	drxb
端详	drxl
短线	drxm
动人心弦	drxx
短语	dry
断言	dryj
短语	dryu
短暂	drz
短暂	drzj
东北	dsb
东部	dsbu
东北	dsbw
东侧	dsce
动词	dsci
懂得	dsde
动荡	dsdh
东方	dsf
东风	dsfg
东方	dsfh
动感	dsg
动感	dsgj
东莞	dsgr
动工	dsgs
冬瓜	dsgx
东海	dshd
恫吓	dshe
动画	dshx
洞察	dsi
洞察	dsia
动静	dsj
冬季	dsji
动静	dsjk
冻结	dsjp
动力	dsli
栋梁	dsll
东路	dslu
动脉	dsmd
东盟	dsmg
动漫	dsmj
冬眠	dsmm
东南	dsn
东南	dsnj
东欧	dsou
动人	dsrf
冬日	dsri
动态	dstd
动弹	dstj
动听	dstk
冬天	dstm
动身	dsuf
董事	dsui
东山	dsuj
动手	dsuz
第三者	dsv
动辄	dsve
动物	dswu
动心	dsxb
东西	dsxi
动向	dsxl
动员	dsy
东亚	dsya
动摇	dsyc
动员	dsyr
动用	dsys
动作	dsz
动作	dszo
得天独厚	dtdh
呆头呆脑	dtdn
大庭广众	dtgv
顶天立地	dtld
登堂入室	dtru
道听途说	dttu
地头蛇	dtu
赌博	dub
独白	dubd
督办	dubj
滴水不漏	dubl
赌博	dubo
独裁	ducd
督促	ducu
独到	dudc
都督	dudu
杜甫	dufu
度过	dugo
毒害	duhd
刀山火海	duhh
都会	duhv
赌场	dui
堵车	duie
赌场	duih
独创	duil
妒忌	duji
杜鹃	dujr
杜绝	dujt
独具	duju
独家	dujx
渡口	dukz
毒辣	dula
读了	dule
独立	duli
电闪雷鸣	dulm
嘟囔	dunh
毒品	dupb
肚皮	dupi
读取	duqu
当事人	dur
堵塞	dus
堵塞	dusd
堵塞	duse
大势所趋	dusq
独特	dute
都市	duui
读书	duuu
读者	duve
渎职	duvi
独占	duvj
多事之秋	duvq
赌注	duvu
读物	duwu
毒性	duxk
读写	duxp
东施效颦	duxp
读音	duyb
独有	duyz
独自	duz
肚子	duzi
东山再起	duzq
独占鳌头	dvat
斗志昂扬	dvay
对白	dvbd
对比	dvbi
对此	dvc
对策	dvce
对此	dvci
对待	dvd
对待	dvdd
对等	dvdg
对方	dvfh
对付	dvfu
兑换	dvhr
对话	dvhx
对称	dvi
对称	dvif
堆积	dvji
对接	dvjp
对决	dvjt
对家	dvjx
对抗	dvk
对开	dvkd
对抗	dvkh
对口	dvkz
对了	dvl
对了	dvle
对立	dvli
对联	dvlm
对流	dvlq
对路	dvlu
对面	dvm
对面	dvmm
对你	dvni
对内	dvnw
断章取义	dvqy
大智若愚	dvry
对他	dvta
对头	dvtz
对数	dvuu
对手	dvuz
对着	dvv
对照	dvvc
对着	dvve
对阵	dvvf
对峙	dvvi
对准	dvvy
对外	dvwd
对我	dvwo
队伍	dvwu
对象	dvx
队形	dvxk
对象	dvxl
兑现	dvxm
对虾	dvxx
对症下药	dvxy
对应	dvyk
队员	dvyr
对于	dvyu
队友	dvyz
动物园	dwy
短小精悍	dxjh
胆小如鼠	dxru
大学生	dxu
等闲视之	dxuv
等闲之辈	dxvb
得心应手	dxyu
大言不惭	dybc
第一次	dyc
敦促	dycu
蹲点	dydm
敦煌	dyhl
大义凛然	dylr
第一名	dym
代言人	dyr
顿时	dyui
得意忘形	dywx
电影院	dyy
得意洋洋	dyyy
都不	dzbu
豆腐	dzfu
逗号	dzhc
都会	dzhv
都可	dzk
都可	dzke
豆蔻	dzkz
逗留	dzlq
都没	dzm
都没	dzmw
都能	dzn
都能	dzng
斗殴	dzo
斗殴	dzou
抖擞	dzsz
都是	dzu
都是	dzui
都说	dzuo
兜售	dzuz
斗争	dzvg
斗志	dzvi
都要	dzyc
都有	dzyz
恩恩爱爱	eeaa
额度	eed
额度	eedu
恶果	eego
恶化	eeh
噩耗	eehc
恶化	eehx
恶劣	eel
恶劣	eelp
恶魔	eemo
婀娜	eeno
恶俗	eesu
额头	eetz
扼杀	eeua
讹诈	eeva
遏制	eevi
额外	eewd
恶心	eexb
恶习	eexi
恶性	eexk
扼要	eeyc
恶意	eeyi
厄运	eeyy
渐渐	ejj
精力	ejl
刻意	eky
俄罗斯	els
慢慢	emm
阿弥陀佛	emtf
峨眉山	emu
恩爱	ena
恩爱	enai
恩赐	enci
恩情	enq
恩情	enqk
恩怨	eny
恩怨	enyr
恰恰	eqq
而不	erb
二百	erbd
耳边	erbm
而不	erbu
二次	erc
二次	erci
二等	erdg
而定	erdk
耳朵	erdo
而非	erf
而非	erfw
而过	ergo
而后	erh
二胡	erhu
而后	erhz
而成	eri
而成	erig
而今	erjb
耳机	erji
儿科	erk
儿科	erke
而来	erl
而来	erld
二楼	erlz
儿女	ern
儿女	ernv
而且	erq
二期	erqi
而且	erqp
而去	erqu
二三	ersj
儿童	ert
儿童	erts
而是	erui
二手	eruz
二者	erv
二者	erve
二战	ervj
儿戏	erx
儿戏	erxi
而行	erxk
而已	eryi
而言	eryj
二月	eryt
而又	eryz
而在	erzd
儿子	erzi
耳提面命	etmm
试试	euu
二十世纪	euuj
二十一	euy
支持	evi
恩重如山	evru
耳闻目睹	ewmd
尔虞我诈	eywv
发布	fab
法宝	fabc
发病	fabk
发表	fabn
发布	fabu
发财	fac
发财	facd
发达	fada
罚单	fadj
法定	fadk
发电	fadm
发动	fads
发抖	fadz
发放	faf
发疯	fafg
发放	fafh
法规	fag
发光	fagl
法国	fago
法官	fagr
法规	fagv
发给	fagw
发火	fah
发货	faho
发挥	fahv
发出	fai
发出	faiu
发愁	faiz
发觉	faj
罚金	fajb
发酵	fajn
发觉	fajt
发家	fajx
罚款	fak
罚款	fakr
法律	fal
发了	fale
发力	fali
法令	falk
发亮	fall
法律	falv
法轮	faly
砝码	fama
阀门	famf
发明	famk
发票	fapn
发起	faq
发起	faqi
发热	fare
法人	farf
发送	fass
法庭	fat
法庭	fatk
发帖	fatp
发烧	fauc
发射	faue
发生	faug
发誓	faui
发售	fauz
法治	favi
发展	favj
发文	fawf
法网	fawh
发现	fax
发信	faxb
发行	faxk
发现	faxm
发泄	faxp
法学	faxt
发音	fay
发芽	faya
发音	fayb
发扬	fayh
发言	fayj
法院	fayr
发育	fayu
发作	faz
法则	faze
发自	fazi
发作	fazo
奋不顾身	fbgu
分辨率	fbl
防不胜防	fbuf
反败为胜	fbwu
房地产	fdi
发动机	fdj
风度翩翩	fdpp
分道扬镳	fdyb
分辨	ffbm
分别	ffbp
分布	ffbu
分贝	ffbw
分寸	ffcy
丰富多彩	ffdc
分担	ffdj
奋斗	ffdz
份额	ffee
纷纷	fff
分发	fffa
纷纷	ffff
芬芳	fffh
吩咐	fffu
纷飞	fffw
分隔	ffg
分割	ffge
分管	ffgr
分工	ffgs
愤恨	ffhf
分行	ffhh
粉红	ffhs
分会	ffhv
分化	ffhx
分成	ffi
分成	ffig
奋进	ffjb
分级	ffji
分解	ffjp
分局	ffju
分开	ffkd
分类	ffl
分离	ffli
芬兰	fflj
分量	ffll
分裂	fflp
分流	fflq
分类	fflw
分泌	ffmi
分明	ffmk
分娩	ffmm
分秒	ffmn
粉末	ffmo
坟墓	ffmu
愤怒	ffn
愤怒	ffnu
分配	ffp
分批	ffpi
分配	ffpw
分歧	ffqi
分区	ffqu
分散	ffsj
粉碎	ffsv
分手	ffu
焚烧	ffuc
分数	ffuu
分手	ffuz
分钟	ffv
纷争	ffvg
分支	ffvi
奋战	ffvj
分钟	ffvs
分为	ffww
分析	ffxi
分享	ffxl
分销	ffxn
分页	ffye
分院	ffyr
奋勇	ffys
纷纭	ffyy
沸沸扬扬	ffyy
分子	ffz
分子	ffzi
分组	ffzu
风暴	fgbc
封闭	fgbi
风波	fgbo
风采	fgcd
讽刺	fgci
封存	fgcy
风度	fgdu
风范	fgfj
丰富	fgfu
风格	fgg
风格	fgge
风光	fggl
凤凰	fghl
峰会	fghv
风华	fghx
丰厚	fghz
风潮	fgic
风尘	fgif
奉承	fgig
风吹	fgiv
封存	fgiy
风景	fgjk
封建	fgjm
疯狂	fgkl
风力	fgl
疯了	fgle
风铃	fglk
风流	fglq
丰隆	fgls
风雷	fglw
浮光掠影	fgly
风貌	fgmc
风靡	fgmi
丰满	fgmj
奉命	fgmk
封面	fgmm
风气	fgq
风气	fgqi
风情	fgqk
奉劝	fgqr
风趣	fgqu
风骚	fgsc
封锁	fgso
奉送	fgss
风俗	fgsu
丰田	fgtm
封条	fgtn
风头	fgtz
封杀	fgua
风尚	fguh
风湿	fgui
风扇	fguj
风霜	fgul
丰硕	fguo
风水	fguv
丰收	fguz
风中	fgv
风筝	fgvg
封装	fgvl
风中	fgvs
风味	fgw
风味	fgww
奉献	fgx
缝隙	fgxi
奉行	fgxk
风向	fgxl
风险	fgxm
丰胸	fgxs
风雪	fgxt
风雨	fgyu
风韵	fgyy
妨碍	fhai
方案	fhan
方便	fhb
防病	fhbk
方便	fhbm
防备	fhbw
放大	fhda
放到	fhdc
放荡	fhdh
放电	fhdm
房东	fhds
方法	fhfa
防范	fhfj
仿佛	fhfu
放过	fhg
放过	fhgo
妨害	fhhd
防火	fhho
防洪	fhhs
防护	fhhu
访华	fhhx
方程	fhig
房产	fhij
放出	fhiu
房间	fhjm
放假	fhjx
放开	fhk
放开	fhkd
访客	fhke
方块	fhkk
放宽	fhkr
防空	fhks
方略	fhlt
放慢	fhmj
方面	fhmm
访美	fhmw
防火墙	fhq
放弃	fhqi
放入	fhru
放肆	fhsi
繁花似锦	fhsj
放松	fhss
飞黄腾达	fhtd
访谈	fhtj
防守	fhu
放射	fhue
方式	fhui
发号施令	fhul
防水	fhuv
放手	fhuz
方针	fhvf
方正	fhvg
防止	fhvi
风华正茂	fhvm
访问	fhw
访问	fhwf
房屋	fhwu
方位	fhww
放心	fhx
放心	fhxb
放行	fhxk
方向	fhxl
防线	fhxm
放学	fhxt
放下	fhxx
防疫	fhyi
放映	fhyk
方圆	fhyr
防御	fhyu
放在	fhz
放在	fhzd
房子	fhzi
放纵	fhzs
房租	fhzu
反唇相讥	fixj
翻案	fjan
翻版	fjbj
反驳	fjbo
风卷残云	fjcy
反倒	fjdc
饭店	fjdm
繁多	fjdo
反动	fjds
贩毒	fjdu
反对	fjdv
反而	fje
反而	fjer
反复	fjf
犯法	fjfa
翻番	fjfj
反复	fjfu
犯规	fjg
翻盖	fjgd
反感	fjgj
饭馆	fjgr
犯规	fjgv
翻滚	fjgy
返还	fjhr
返回	fjhv
繁华	fjhx
反差	fjia
反常	fjih
范畴	fjiz
反击	fjji
翻开	fjkd
反抗	fjkh
反恐	fjks
反馈	fjkv
反了	fjle
范例	fjli
泛滥	fjlj
贩卖	fjmd
烦闷	fjmf
繁忙	fjmh
反面	fjmm
烦恼	fjn
烦恼	fjnc
反叛	fjpj
番茄	fjqp
负荆请罪	fjqz
烦人	fjr
繁荣	fjrs
反思	fjsi
繁琐	fjso
反诉	fjsu
翻腾	fjtg
繁体	fjti
反弹	fjtj
翻天	fjtm
反射	fjue
翻身	fjuf
凡事	fjui
反正	fjv
反正	fjvg
繁殖	fjvi
繁重	fjvs
饭碗	fjwj
范围	fjww
翻新	fjxb
反省	fjxk
反向	fjxl
返校	fjxn
反应	fjy
翻译	fjyi
繁衍	fjyj
反映	fjyk
贩运	fjyy
繁杂	fjza
烦躁	fjzc
犯罪	fjzv
菲律宾	flb
飞利浦	flp
富丽堂皇	flth
风流倜傥	fltt
扶老携幼	flxy
锋芒毕露	fmbl
分秒必争	fmbv
凤毛麟角	fmlj
风靡一时	fmyu
佛教	fojn
佛陀	foto
佛山	fou
佛山	fouj
风平浪静	fplj
废寝忘食	fqwu
风起云涌	fqyy
风调雨顺	ftyu
腐败	fubd
副本	fubf
附表	fubn
腹部	fubu
父辈	fubw
服从	fucs
辅导	fudc
附带	fudd
负担	fudj
浮动	fuds
幅度	fudu
复发	fufa
夫妇	fufu
覆盖	fugd
富贵	fugv
符号	fuhc
符合	fuhe
富含	fuhj
风声鹤唳	fuhl
复活	fuho
孵化	fuhx
扶持	fuii
付出	fuiu
复仇	fuiz
附近	fujb
伏击	fuji
福建	fujm
附加	fujx
妇科	fuke
乏善可陈	fuki
副刊	fukj
付款	fukr
浮夸	fukx
福利	fuli
腐烂	fulj
涪陵	fulk
妇联	fulm
辅料	fuln
俘虏	fulu
富民	fumb
负面	fumm
抚摸	fumo
覆灭	fump
父母	fumu
妇女	funv
扶贫	fupb
父亲	fuqb
夫妻	fuqi
付清	fuqk
富强	fuql
夫人	furf
芙蓉	furs
肤色	fuse
粉身碎骨	fusg
复苏	fusu
福田	futm
附图	futu
辐射	fuue
负伤	fuuh
服饰	fuui
附属	fuuu
抚顺	fuuy
负债	fuvd
复制	fuvi
服装	fuvl
辅助	fuvu
福州	fuvz
服务	fuw
富翁	fuwg
服务	fuwu
负心	fuxb
复习	fuxi
复兴	fuxk
浮现	fuxm
拂晓	fuxn
腹泻	fuxp
腐朽	fuxq
抚恤	fuxu
复印	fuyb
服药	fuyc
抚养	fuyh
服役	fuyi
敷衍	fuyj
翻山越岭	fuyl
服用	fuys
赋予	fuyu
富裕	fuyu
富有	fuyz
复杂	fuza
浮躁	fuzc
负载	fuzd
负责	fuze
父子	fuzi
副总	fuzs
纷至沓来	fvtl
肺癌	fwai
飞奔	fwbf
诽谤	fwbh
肺病	fwbk
悱恻	fwce
翡翠	fwcv
肥大	fwda
非法	fwfa
非凡	fwfj
肺腑	fwfu
飞过	fwgo
废话	fwhx
肥厚	fwhz
非常	fwih
飞船	fwir
废除	fwiu
费劲	fwjb
飞机	fwji
废旧	fwjq
飞快	fwkk
费力	fwli
肥料	fwln
飞龙	fwls
费率	fwlv
肥胖	fwp
肥胖	fwph
废弃	fwqi
肥缺	fwqt
飞速	fwsu
沸腾	fwt
沸腾	fwtg
飞天	fwtm
废水	fwuv
非洲	fwvz
废物	fww
绯闻	fwwf
飞往	fwwh
肥沃	fwwo
废物	fwwu
费心	fwxb
飞行	fwxk
飞翔	fwxl
废墟	fwxu
非要	fwyc
飞扬	fwyh
非议	fwyi
肺炎	fwyj
费用	fwys
飞跃	fwyt
飞鱼	fwyu
肥皂	fwz
肥皂	fwzc
浮想联翩	fxlp
方兴未艾	fxwa
浮云蔽日	fybr
复印件	fyj
风雨交加	fyjj
风雨飘摇	fypy
发言人	fyr
匪夷所思	fyss
风雨同舟	fytv
风雨无阻	fywz
否定	fzd
否定	fzdk
风姿绰约	fziy
否决	fzj
否决	fzjt
负责人	fzr
否认	fzrf
否则	fzz
否则	fzze
港澳台	gat
功败垂成	gbii
刚愎自用	gbzy
高昂	gcah
高傲	gcao
告白	gcbd
告别	gcbp
高层	gccg
告辞	gcci
高度	gcd
高大	gcda
搞到	gcdc
高等	gcdg
高档	gcdh
高低	gcdi
搞定	gcdk
糕点	gcdm
高调	gcdn
高端	gcdr
高度	gcdu
高额	gcee
高分	gcff
高峰	gcfg
稿费	gcfw
高高	gcg
高高	gcgc
高官	gcgr
高贵	gcgv
搞好	gchc
高喊	gchj
搞活	gcho
高呼	gchu
高潮	gci
高潮	gcic
高唱	gcih
高产	gcij
高级	gcji
稿件	gcjm
告诫	gcjp
高价	gcjx
高考	gck
高考	gckc
高空	gcks
搞垮	gckx
高龄	gclk
高粱	gcll
高楼	gclz
告密	gcmi
高明	gcmk
高能	gcng
高频	gcpb
高攀	gcpj
告诉	gcsu
高手	gcu
顾此失彼	gcub
高深	gcuf
高尚	gcuh
告示	gcui
高山	gcuj
高手	gcuz
高招	gcvc
高涨	gcvh
告知	gcvi
告状	gcvl
高中	gcvs
高温	gcwf
高位	gcww
搞笑	gcx
高薪	gcxb
高兴	gcxk
高效	gcxn
高雄	gcxs
高雅	gcya
高原	gcyr
高于	gcyu
稿子	gcz
稿子	gczi
改版	gdbj
改变	gdbm
改动	gdds
改革	gdg
改革	gdge
改过	gdgo
改观	gdgr
改换	gdh
改换	gdhr
改成	gdi
改成	gdig
改进	gdjb
改建	gdjm
概况	gdkl
概括	gdko
概览	gdlj
改良	gdll
概率	gdlv
概论	gdly
改名	gdmk
概念	gdnm
改期	gdqi
改善	gdu
改善	gduj
概述	gduu
改正	gdv
改正	gdvg
盖章	gdvh
改制	gdvi
改装	gdvl
改为	gdw
改为	gdww
改写	gdx
改写	gdxp
肝胆相照	gdxv
概要	gdyc
供大于求	gdyq
改用	gdys
改造	gdz
改造	gdzc
改组	gdzu
个案	gean
隔壁	gebi
胳膊	gebo
个别	gebp
歌词	geci
疙瘩	geda
各地	gedi
格调	gedn
隔断	gedr
格斗	gedz
各方	gefh
高尔夫	gefu
哥哥	gege
各国	gego
个股	gegu
隔阂	geh
隔阂	gehe
歌唱	geih
各处	geiu
各级	geji
各界	gejp
隔绝	gejt
格局	geju
各家	gejx
隔离	geli
各类	gelw
阁楼	gelz
哥们	gemf
歌迷	gemi
革命	gemk
歌曲	geq
搁浅	geqm
歌曲	gequ
各人	gerf
歌颂	gess
个体	geti
歌坛	getj
歌厅	getk
歌声	geug
格式	geui
个数	geuu
歌手	geuz
各种	gevs
各位	gew
格外	gewd
歌舞	gewu
各位	geww
各项	gex
革新	gexb
个性	gexk
各项	gexl
各显	gexm
阁下	gexx
各样	geyh
格言	geyj
各有	geyz
各自	gez
各自	gezi
根本	gfb
根本	gfbf
规范化	gfh
根除	gfi
根除	gfiu
根据	gfj
跟进	gfjb
根基	gfji
根据	gfju
跟随	gfs
跟随	gfsv
鬼斧神工	gfug
跟着	gfve
根治	gfvi
根源	gfy
根源	gfyr
跟踪	gfzs
孤芳自赏	gfzu
更不	ggbu
更多	ggd
更大	ggda
归根到底	ggdd
更多	ggdo
更高	gggc
更改	gggd
耿耿	gggg
更好	ggh
更好	gghc
高官厚禄	gghl
更换	gghr
更加	ggj
更具	ggju
更加	ggjx
更快	ggkk
光怪陆离	ggll
滚瓜烂熟	gglu
更名	ggmk
更能	ggng
更强	ggq
更强	ggql
更让	ggrh
鬼鬼祟祟	ggss
更深	gguf
更正	ggvg
耿直	ggvi
更重	ggvs
更为	ggw
更为	ggww
更新	ggx
更新	ggxb
更要	ggyc
哽咽	ggye
耿耿于怀	ggyh
耕耘	ggyy
更有	ggyz
港澳	ghao
刚才	ghc
刚才	ghcd
共和国	ghg
刚刚	ghgh
杠杆	ghgj
刚果	ghgo
刚好	ghh
刚好	ghhc
刚健	ghjm
港口	ghkz
纲领	ghlk
钢琴	ghq
钢琴	ghqb
刚强	ghql
港台	ght
港台	ghtd
钢铁	ghtp
岗位	ghw
港湾	ghwj
岗位	ghww
纲要	ghy
纲要	ghyc
港元	ghyr
共产党	gid
改朝换代	gihd
工程师	giu
肝病	gjbk
干部	gjbu
干杯	gjbw
干脆	gjcv
感到	gjdc
诡计多端	gjdd
肝胆	gjdj
感动	gjds
赶赴	gjfu
尴尬	gjga
孤家寡人	gjgr
干旱	gjhj
干活	gjho
感触	gji
赶超	gjic
感触	gjiu
感觉	gjj
赶紧	gjjb
感激	gjji
干净	gjjk
赣江	gjjl
感觉	gjjt
赶快	gjk
感慨	gjkd
赶快	gjkk
橄榄	gjlj
感冒	gjmc
感情	gjq
感情	gjqk
干扰	gjr
干扰	gjrc
感人	gjrf
感染	gjrj
各尽所能	gjsn
甘肃	gjsu
感叹	gjtj
感激涕零	gjtl
狗急跳墙	gjtq
干涉	gjue
赶上	gjuh
干事	gjui
感受	gjuz
感召	gjvc
赶往	gjwh
感悟	gjwu
甘心	gjxb
感性	gjxk
感想	gjxl
干线	gjxm
干校	gjxn
感谢	gjxp
肝炎	gjyj
感应	gjyk
甘愿	gjyr
敢于	gjyu
干燥	gjzc
肝脏	gjzh
孤军作战	gjzv
乖乖	gkg
乖乖	gkgk
乖戾	gkli
拐骗	gkpm
怪事	gku
怪事	gkui
拐杖	gkv
拐杖	gkvh
怪物	gkwu
怪异	gky
怪异	gkyi
广开言路	gkyl
广播	glbo
光彩	glc
光彩	glcd
广大	glda
光电	gldm
光碟	gldp
广东	glds
广度	gldu
广泛	glf
广泛	glfj
广告	glg
广告	glgc
光顾	glgu
孤陋寡闻	glgw
光滑	glh
光环	glhr
光辉	glhv
光滑	glhx
广场	gli
广场	glih
逛街	glj
光景	gljk
广角	gljn
逛街	gljp
广阔	glko
光临	gllb
光缆	gllj
光亮	glll
光芒	glmh
光明	glmk
光盘	glpj
光驱	glqu
光荣	glr
光荣	glrs
广州	glv
光照	glvc
广州	glvz
广为	glww
广西	glxi
光线	glxm
光学	glxt
管理员	gly
光阴	glyb
广义	glyi
光泽	glze
国民党	gmd
光明磊落	gmll
顾名思义	gmsy
冠冕堂皇	gmth
刮目相看	gmxk
故弄玄虚	gnxx
国宝	gobc
国别	gobp
过错	goc
过错	goco
过渡	god
国道	godc
过得	gode
过低	godi
过多	godo
果断	godr
过度	godu
过分	goff
国防	gofh
过关	gog
过高	gogc
国歌	goge
蝈蝈	gogo
过关	gogr
过后	goh
国货	goho
国画	gohx
过后	gohz
过程	goig
国产	goij
国际	goji
国境	gojk
过奖	gojl
国脚	gojn
过节	gojp
国家	gojx
过客	goke
国库	goku
过来	gold
过了	gole
国力	goli
过量	goll
锅炉	golu
过滤	golv
国民	gomb
国门	gomf
过年	gon
过年	gonm
国内	gonw
果品	gopb
过期	goqi
国庆	goqk
过去	goqu
果然	gor
过热	gore
国人	gorf
果然	gorj
国泰	gotd
国土	gotu
果实	gou
过剩	goug
果实	goui
果树	gouu
国债	gov
国债	govd
果汁	govi
过重	govs
国外	gowd
过问	gowf
国王	gowh
过于	goy
过瘾	goyb
国营	goyk
果园	goyr
过于	goyu
国运	goyy
国有	goyz
过早	gozc
高朋满座	gpmz
国庆节	gqj
关爱	grai
关闭	grbi
官兵	grbk
棺材	grcd
观测	grce
馆藏	grch
管道	grdc
观点	grdm
官方	grfh
观光	grg
灌溉	grgd
观光	grgl
关怀	grhk
观察	gri
观察	gria
贯彻	grie
官场	grih
贯穿	grir
关键	grj
关机	grji
关键	grjm
关节	grjp
管家	grjx
冠军	grjy
观看	grk
观看	grkj
关口	grkz
管理	grl
管理	grli
灌篮	grlj
关联	grlm
官僚	grln
关门	grmf
观摩	grmo
观念	grn
观念	grnm
关切	grq
官腔	grql
关切	grqp
官司	grsi
贯通	grts
罐头	grtz
观赏	gruh
灌输	gruu
灌水	gruv
关照	grvc
管制	grvi
观众	grvs
关注	grvu
观望	grwh
关心	grxb
关系	grxi
惯性	grxk
管线	grxm
管辖	grxx
关押	grya
观音	gryb
官员	gryr
关于	gryu
过日子	grz
公安	gsan
公办	gsbj
公布	gsbu
共存	gscy
攻打	gsda
公道	gsdc
公德	gsde
工地	gsdi
供电	gsdm
攻读	gsdu
公分	gsff
功夫	gsfu
工夫	gsfu
公费	gsfw
公告	gsgc
公关	gsgr
公共	gsgs
巩固	gsgu
工会	gsh
功耗	gshc
公害	gshd
工行	gshh
供货	gsho
工会	gshv
公车	gsie
工程	gsig
工厂	gsih
共产	gsij
共创	gsil
