阿	$ddcmd(阿,阿[aa])	aaek#序5000
冬	$ddcmd(冬,冬[dsw])	dswd#序4505
懂	$ddcmd(懂,懂[dsx])	dsxa#序4504
赌	$ddcmd(赌,赌[dub])	dubo#序4503
渡	$ddcmd(渡,渡[dud])	dudy#序4502
都	$ddcmd(都,都[du])	duet#序4501
毒	$ddcmd(毒,毒[duf])	dufd#序4500
度	$ddcmd(度,度[dog])	dugy#序4499
黷	$ddcmd(黷,黷[duh])	duhb#序4498
镀	$ddcmd(镀,镀[duj])	dujy#序4497
杜	$ddcmd(杜,杜[dum])	dumt#序4496
妒	$ddcmd(妒,妒[dun])	dunu#序4495
督	$ddcmd(督,督[duo])	duoa#序4494
牘	$ddcmd(牘,牘[dup])	dupb#序4493
独	$ddcmd(独,独[duq])	duqi#序4492
堵	$ddcmd(堵,堵[dut])	duto#序4491
篤	$ddcmd(篤,篤[duv])	duvm#序4490
读	$ddcmd(读,读[duy])	duyd#序4489
兑	$ddcmd(兑,兑[dvb])	dvbe#序4488
対	$ddcmd(対,対[dvd])	dvdc#序4487
队	$ddcmd(队,队[dve])	dver#序4486
堆	$ddcmd(堆,堆[dvt])	dvtf#序4485
碓	$ddcmd(碓,碓[dvu])	dvuf#序4484
对	$ddcmd(对,对[dv])	dvyc#序4483
得	$ddcmd(得,得[der])	dwrc#序4482
嗲	$ddcmd(嗲,嗲[dx])	dxkd#序4481
顿	$ddcmd(顿,顿[dy])	dyaa#序4480
頓	$ddcmd(頓,頓[dya])	dyaa#序4479
躉	$ddcmd(躉,躉[dyc])	dycz#序4478
沌	$ddcmd(沌,沌[dyd])	dydv#序4477
揼	$ddcmd(揼,揼[djfd])	dyfd#序4476
燉	$ddcmd(燉,燉[dyh])	dyhw#序4475
钝	$ddcmd(钝,钝[dyj])	dyjv#序4474
吨	$ddcmd(吨,吨[dyk])	dykv#序4473
楯	$ddcmd(楯,楯[dym])	dymo#序4472
盾	$ddcmd(盾,盾[dyp])	dypo#序4471
墩	$ddcmd(墩,墩[dyt])	dytw#序4470
敦	$ddcmd(敦,敦[dyw])	dyww#序4469
惇	$ddcmd(惇,惇[dyx])	dyxz#序4468
蹲	$ddcmd(蹲,蹲[dyz])	dyzc#序4467
豆	$ddcmd(豆,豆[dza])	dzaq#序4466
痘	$ddcmd(痘,痘[dzb])	dzbq#序4465
斗	$ddcmd(斗,斗[dzd])	dzdu#序4464
陡	$ddcmd(陡,陡[dze])	dzer#序4463
都	$ddcmd(都,都[du])	dzet#序4462
抖	$ddcmd(抖,抖[dzf])	dzfu#序4461
哣	$ddcmd(哣,哣[dzk])	dzka#序4460
枓	$ddcmd(枓,枓[dzm])	dzmu#序4459
脰	$ddcmd(脰,脰[dzo])	dzoa#序4458
读	$ddcmd(读,读[duy])	dzyd#序4457
逗	$ddcmd(逗,逗[dzz])	dzza#序4456
鱷	$ddcmd(鱷,鱷[eea])	eeak#序4455
额	$ddcmd(额,额[eeb])	eeba#序4454
峨	$ddcmd(峨,峨[eee])	eeed#序4453
阿	$ddcmd(阿,阿[aa])	eeek#序4452
扼	$ddcmd(扼,扼[eef])	eefv#序4451
厄	$ddcmd(厄,厄[eei])	eeiv#序4450
鍔	$ddcmd(鍔,鍔[eej])	eejg#序4449
哦	$ddcmd(哦,哦[o])	eekd#序4448
呃	$ddcmd(呃,呃[eek])	eekv#序4447
鹅	$ddcmd(鹅,鹅[een])	eenp#序4446
俄	$ddcmd(俄,俄[eer])	eerd#序4445
堊	$ddcmd(堊,堊[eet])	eeta#序4444
饿	$ddcmd(饿,饿[eeu])	eeud#序4443
恶	$ddcmd(恶,恶[eex])	eexa#序4442
讹	$ddcmd(讹,讹[eey])	eeyv#序4441
遏	$ddcmd(遏,遏[eez])	eezo#序4440
奀	$ddcmd(奀,奀[ena])	enad#序4439
恩	$ddcmd(恩,恩[en])	enxk#序4438
而	$ddcmd(而,而[er])	eraa#序4437
二	$ddcmd(二,二[e])	eraa#序4436
耳	$ddcmd(耳,耳[era])	eraa#序4435
尔	$ddcmd(尔,尔[erd])	erdx#序4434
儿	$ddcmd(儿,儿[erp])	erpv#序4433
贰	$ddcmd(贰,贰[erq])	erqb#序4432
饵	$ddcmd(饵,饵[eru])	erue#序4431
邇	$ddcmd(邇,邇[erz])	erza#序4430
法	$ddcmd(法,法[fad])	fads#序4429
阀	$ddcmd(阀,阀[fam])	famg#序4428
乏	$ddcmd(乏,乏[fap])	fapn#序4427
伐	$ddcmd(伐,伐[far])	farg#序4426
罚	$ddcmd(罚,罚[fas])	fasd#序4425
发	$ddcmd(发,发[fa])	favd#序4424
筏	$ddcmd(筏,筏[fav])	favg#序4423
珐	$ddcmd(珐,珐[faw])	faws#序4422
分	$ddcmd(分,分[ff])	ffbd#序4421
芬	$ddcmd(芬,芬[ffc])	ffcd#序4420
奋	$ddcmd(奋,奋[ffd])	ffdt#序4419
焚	$ddcmd(焚,焚[ffh])	ffhm#序4418
吩	$ddcmd(吩,吩[ffk])	ffkd#序4417
粉	$ddcmd(粉,粉[ffm])	ffmd#序4416
瞓	$ddcmd(瞓,瞓[ffo])	ffoa#序4415
氛	$ddcmd(氛,氛[ffq])	ffqd#序4414
份	$ddcmd(份,份[ffr])	ffrd#序4413
纷	$ddcmd(纷,纷[ffs])	ffsd#序4412
坟	$ddcmd(坟,坟[fft])	fftw#序4411
愤	$ddcmd(愤,愤[ffx])	ffxb#序4410
酚	$ddcmd(酚,酚[ffy])	ffyd#序4409
丰	$ddcmd(丰,丰[fga])	fgaa#序4408
疯	$ddcmd(疯,疯[fgb])	fgbf#序4407
冯	$ddcmd(冯,冯[fgd])	fgdm#序4406
峰	$ddcmd(峰,峰[fge])	fgef#序4405
奉	$ddcmd(奉,奉[fgf])	fgfa#序4404
烽	$ddcmd(烽,烽[fgh])	fghf#序4403
蜂	$ddcmd(蜂,蜂[fgi])	fgif#序4402
风	$ddcmd(风,风[fg])	fgjx#序4401
凤	$ddcmd(凤,凤[fgj])	fgjy#序4400
枫	$ddcmd(枫,枫[fgm])	fgmf#序4399
俸	$ddcmd(俸,俸[fgr])	fgra#序4398
缝	$ddcmd(缝,缝[fgs])	fgsz#序4397
封	$ddcmd(封,封[fgt])	fgtc#序4396
讽	$ddcmd(讽,讽[fgy])	fgyf#序4395
逢	$ddcmd(逢,逢[fgz])	fgzw#序4394
芳	$ddcmd(芳,芳[fhc])	fhcf#序4393
防	$ddcmd(防,防[fhe])	fhef#序4392
房	$ddcmd(房,房[fhh])	fhhf#序4391
妨	$ddcmd(妨,妨[fhn])	fhnf#序4390
肪	$ddcmd(肪,肪[fho])	fhof#序4389
仿	$ddcmd(仿,仿[fhr])	fhrf#序4388
纺	$ddcmd(纺,纺[fhs])	fhsf#序4387
坊	$ddcmd(坊,坊[fht])	fhtf#序4386
放	$ddcmd(放,放[fhw])	fhwf#序4385
方	$ddcmd(方,方[fh])	fhwp#序4384
访	$ddcmd(访,访[fhy])	fhyf#序4383
贩	$ddcmd(贩,贩[fjb])	fjby#序4382
范	$ddcmd(范,范[fjc])	fjcv#序4381
泛	$ddcmd(泛,泛[fjd])	fjdn#序4380
烦	$ddcmd(烦,烦[fjh])	fjha#序4379
凡	$ddcmd(凡,凡[fjj])	fjjd#序4378
反	$ddcmd(反,反[fj])	fjpy#序4377
翻	$ddcmd(翻,翻[fjp])	fjpy#序4376
犯	$ddcmd(犯,犯[fjq])	fjqv#序4375
繁	$ddcmd(繁,繁[fjs])	fjsr#序4374
饭	$ddcmd(饭,饭[fju])	fjuy#序4373
範	$ddcmd(範,範[fjv])	fjvv#序4372
返	$ddcmd(返,返[fjz])	fjzp#序4371
佛	$ddcmd(佛,佛[fo])	fora#序4370
仏	$ddcmd(仏,仏[for])	fors#序4369
甫	$ddcmd(甫,甫[fua])	fuad#序4368
夫	$ddcmd(夫,夫[fu])	fuan#序4367
父	$ddcmd(父,父[fub])	fubx#序4366
芙	$ddcmd(芙,芙[fuc])	fucn#序4365
副	$ddcmd(副,副[fud])	fuda#序4364
附	$ddcmd(附,附[fue])	fuec#序4363
扶	$ddcmd(扶,扶[fuf])	fufn#序4362
府	$ddcmd(府,府[fug])	fugc#序4361
膚	$ddcmd(膚,膚[fuh])	fuho#序4360
辅	$ddcmd(辅,辅[fui])	fuid#序4359
幅	$ddcmd(幅,幅[fuj])	fujt#序4358
咐	$ddcmd(咐,咐[fuk])	fukc#序4357
駙	$ddcmd(駙,駙[fum])	fumc#序4356
妇	$ddcmd(妇,妇[fun])	fune#序4355
服	$ddcmd(服,服[fuo])	fuoy#序4354
福	$ddcmd(福,福[fup])	fupt#序4353
氟	$ddcmd(氟,氟[fuq])	fuqa#序4352
复	$ddcmd(复,复[fur])	furw#序4351
缚	$ddcmd(缚,缚[fus])	fusc#序4350
符	$ddcmd(符,符[fuv])	fuvc#序4349
敷	$ddcmd(敷,敷[fuw])	fuwa#序4348
覆	$ddcmd(覆,覆[furw])	fuxw#序4347
讣	$ddcmd(讣,讣[fuy])	fuyd#序4346
赴	$ddcmd(赴,赴[fuz])	fuzd#序4345
非	$ddcmd(非,非[f])	fwaa#序4344
鲱	$ddcmd(鲱,鲱[fwa])	fwaa#序4343
费	$ddcmd(费,费[fwb])	fwbv#序4342
菲	$ddcmd(菲,菲[fwc])	fwca#序4341
沸	$ddcmd(沸,沸[fwd])	fwda#序4340
废	$ddcmd(废,废[fwg])	fwgd#序4339
扉	$ddcmd(扉,扉[fwh])	fwha#序4338
匪	$ddcmd(匪,匪[fwk])	fwka#序4337
妃	$ddcmd(妃,妃[fwn])	fwnv#序4336
肥	$ddcmd(肥,肥[fwo])	fwov#序4335
緋	$ddcmd(緋,緋[fws])	fwsa#序4334
屝	$ddcmd(屝,屝[fwu])	fwua#序4333
飞	$ddcmd(飞,飞[fw])	fwvd#序4332
飛	$ddcmd(飛,飛[fwv])	fwvd#序4331
斐	$ddcmd(斐,斐[fww])	fwwa#序4330
诽	$ddcmd(诽,诽[fwy])	fwya#序4329
否	$ddcmd(否,否[fz])	fzak#序4328
缶	$ddcmd(缶,缶[fzf])	fzff#序4327
缶	$ddcmd(缶,缶[fzf])	fzrk#序4326
夹	$ddcmd(夹,夹[ga])	gaan#序4325
轧	$ddcmd(轧,轧[gai])	gaiv#序4324
旮	$ddcmd(旮,旮[gaj])	gajo#序4323
咖	$ddcmd(咖,咖[gak])	gakk#序4322
胳	$ddcmd(胳,胳[gao])	gaok#序4321
伽	$ddcmd(伽,伽[gar])	gark#序4320
皋	$ddcmd(皋,皋[gcb])	gcbu#序4319
藁	$ddcmd(藁,藁[gcc])	gccm#序4318
搞	$ddcmd(搞,搞[gcf])	gcfk#序4317
稿	$ddcmd(稿,稿[gch])	gchk#序4316
镐	$ddcmd(镐,镐[gcj])	gcjk#序4315
糕	$ddcmd(糕,糕[gcm])	gcmh#序4314
告	$ddcmd(告,告[gcn])	gcnk#序4313
縞	$ddcmd(縞,縞[gcs])	gcsk#序4312
篙	$ddcmd(篙,篙[gcv])	gcvk#序4311
高	$ddcmd(高,高[gc])	gcwk#序4310
膏	$ddcmd(膏,膏[gcw])	gcwo#序4309
誥	$ddcmd(誥,誥[gcy])	gcyk#序4308
賅	$ddcmd(賅,賅[gdb])	gdbr#序4307
蓋	$ddcmd(蓋,蓋[gdc])	gdcm#序4306
溉	$ddcmd(溉,溉[gdd])	gddv#序4305
钙	$ddcmd(钙,钙[gdj])	gdjg#序4304
盖	$ddcmd(盖,盖[gdm])	gdmy#序4303
改	$ddcmd(改,改[gdw])	gdwv#序4302
该	$ddcmd(该,该[gd])	gdyr#序4301
該	$ddcmd(該,該[gdy])	gdyr#序4300
戈	$ddcmd(戈,戈[gea])	gead#序4299
疙	$ddcmd(疙,疙[geb])	gebg#序4298
革	$ddcmd(革,革[gec])	geca#序4297
哥	$ddcmd(哥,哥[ged])	gedk#序4296
隔	$ddcmd(隔,隔[gee])	geea#序4295
搁	$ddcmd(搁,搁[gef])	gefk#序4294
蛤	$ddcmd(蛤,蛤[gei])	geik#序4293
铬	$ddcmd(铬,铬[gej])	gejk#序4292
咯	$ddcmd(咯,咯[gek])	gekk#序4291
格	$ddcmd(格,格[gem])	gemk#序4290
鸽	$ddcmd(鸽,鸽[gen])	genr#序4289
胳	$ddcmd(胳,胳[gao])	geok#序4288
个	$ddcmd(个,个[g])	gera#序4287
頜	$ddcmd(頜,頜[ger])	gera#序4286
合	$ddcmd(合,合[ge])	gerk#序4285
紇	$ddcmd(紇,紇[ges])	gesg#序4284
箇	$ddcmd(箇,箇[gev])	gevk#序4283
各	$ddcmd(各,各[gew])	gewk#序4282
亘	$ddcmd(亘,亘[gfa])	gfaa#序4281
根	$ddcmd(根,根[gfm])	gfmn#序4280
跟	$ddcmd(跟,跟[gf])	gfzn#序4279
更	$ddcmd(更,更[gg])	ggan#序4278
耿	$ddcmd(耿,耿[gge])	ggeh#序4277
庚	$ddcmd(庚,庚[ggg])	gggn#序4276
耕	$ddcmd(耕,耕[ggl])	ggla#序4275
梗	$ddcmd(梗,梗[ggm])	ggmn#序4274
埂	$ddcmd(埂,埂[ggt])	ggtn#序4273
颈	$ddcmd(颈,颈[ggv])	ggva#序4272
羹	$ddcmd(羹,羹[ggy])	ggyd#序4271
刚	$ddcmd(刚,刚[gh])	ghdk#序4270
港	$ddcmd(港,港[ghd])	ghdv#序4269
岗	$ddcmd(岗,岗[ghe])	ghex#序4268
扛	$ddcmd(扛,扛[ghf])	ghfg#序4267
钢	$ddcmd(钢,钢[ghj])	ghjx#序4266
冈	$ddcmd(冈,冈[ghk])	ghkx#序4265
杠	$ddcmd(杠,杠[ghm])	ghmg#序4264
肛	$ddcmd(肛,肛[gho])	ghog#序4263
纲	$ddcmd(纲,纲[ghs])	ghsx#序4262
干	$ddcmd(干,干[gja])	gjau#序4261
甘	$ddcmd(甘,甘[gjc])	gjca#序4260
秆	$ddcmd(秆,秆[gjh])	gjhu#序4259
咁	$ddcmd(咁,咁[gjk])	gjka#序4258
赣	$ddcmd(赣,赣[gjl])	gjlb#序4257
杆	$ddcmd(杆,杆[gjm])	gjmu#序4256
肝	$ddcmd(肝,肝[gjo])	gjou#序4255
紺	$ddcmd(紺,紺[gjs])	gjsc#序4254
乾	$ddcmd(乾,乾[gjau])	gjug#序4253
竿	$ddcmd(竿,竿[gjv])	gjvu#序4252
敢	$ddcmd(敢,敢[gjw])	gjwv#序4251
感	$ddcmd(感,感[gj])	gjxg#序4250
赶	$ddcmd(赶,赶[gjz])	gjzu#序4249
拐	$ddcmd(拐,拐[gkf])	gkfl#序4248
乖	$ddcmd(乖,乖[gkp])	gkpv#序4247
怪	$ddcmd(怪,怪[gk])	gkxt#序4246
广	$ddcmd(广,广[gld])	gldi#序4245
広	$ddcmd(広,広[glg])	glgs#序4244
鉱	$ddcmd(鉱,鉱[glj])	gljs#序4243
獷	$ddcmd(獷,獷[glq])	glqb#序4242
光	$ddcmd(光,光[gl])	glxe#序4241
逛	$ddcmd(逛,逛[glz])	glzq#序4240
果	$ddcmd(果,果[goa])	goan#序4239
菓	$ddcmd(菓,菓[goc])	gocm#序4238
涡	$ddcmd(涡,涡[god])	godr#序4237
郭	$ddcmd(郭,郭[goe])	goew#序4236
摑	$ddcmd(摑,摑[gof])	gofa#序4235
蟈	$ddcmd(蟈,蟈[goi])	goia#序4234
锅	$ddcmd(锅,锅[goj])	gojd#序4233
国	$ddcmd(国,国[gok])	gokw#序4232
槨	$ddcmd(槨,槨[gom])	gome#序4231
猓	$ddcmd(猓,猓[goq])	goqm#序4230
堝	$ddcmd(堝,堝[got])	gotk#序4229
裹	$ddcmd(裹,裹[gow])	gowy#序4228
过	$ddcmd(过,过[go])	gozc#序4227
過	$ddcmd(過,過[goz])	gozk#序4226
鰥	$ddcmd(鰥,鰥[gra])	grad#序4225
官	$ddcmd(官,官[grb])	grbk#序4224
莞	$ddcmd(莞,莞[grc])	grce#序4223
灌	$ddcmd(灌,灌[grd])	grdf#序4222
罐	$ddcmd(罐,罐[grf])	grff#序4221
咲	$ddcmd(咲,咲[grk])	grkd#序4220
棺	$ddcmd(棺,棺[grm])	grmk#序4219
鸛	$ddcmd(鸛,鸛[grn])	grnc#序4218
关	$ddcmd(关,关[gr])	grqd#序4217
缶	$ddcmd(缶,缶[fzf])	grrk#序4216
纶	$ddcmd(纶,纶[grs])	grsv#序4215
馆	$ddcmd(馆,馆[gru])	gruk#序4214
管	$ddcmd(管,管[grv])	grvk#序4213
惯	$ddcmd(惯,惯[grx])	grxb#序4212
观	$ddcmd(观,观[gry])	gryj#序4211
工	$ddcmd(工,工[gsa])	gsaa#序4210
宫	$ddcmd(宫,宫[gsb])	gsbk#序4209
公	$ddcmd(公,公[gs])	gsbs#序4208
共	$ddcmd(共,共[gsc])	gscb#序4207
拱	$ddcmd(拱,拱[gsf])	gsfb#序4206
功	$ddcmd(功,功[gsg])	gsgl#序4205
龚	$ddcmd(龚,龚[gsl])	gslb#序4204
供	$ddcmd(供,供[gsr])	gsrb#序4203
躬	$ddcmd(躬,躬[gsu])	gsug#序4202
弓	$ddcmd(弓,弓[gsv])	gsvg#序4201
攻	$ddcmd(攻,攻[gsw])	gswg#序4200
谷	$ddcmd(谷,谷[gub])	gubk#序4199
菇	$ddcmd(菇,菇[guc])	guck#序4198
沽	$ddcmd(沽,沽[gud])	gudk#序4197
雇	$ddcmd(雇,雇[guh])	guhf#序4196
顾	$ddcmd(顾,顾[gui])	guia#序4195
鈷	$ddcmd(鈷,鈷[guj])	gujk#序4194
骨	$ddcmd(骨,骨[guk])	guko#序4193
蛊	$ddcmd(蛊,蛊[gum])	gumi#序4192
姑	$ddcmd(姑,姑[gun])	gunk#序4191
股	$ddcmd(股,股[guo])	guoy#序4190
估	$ddcmd(估,估[gur])	gurk#序4189
古	$ddcmd(古,古[gu])	guuk#序4188
鼓	$ddcmd(鼓,鼓[guu])	guuy#序4187
箍	$ddcmd(箍,箍[guv])	guvj#序4186
故	$ddcmd(故,故[guw])	guwu#序4185
詁	$ddcmd(詁,詁[guy])	guyk#序4184
孤	$ddcmd(孤,孤[guz])	guzg#序4183
规	$ddcmd(规,规[gva])	gvaj#序4182
贵	$ddcmd(贵,贵[gvb])	gvba#序4181
龟	$ddcmd(龟,龟[gvd])	gvdv#序4180
轨	$ddcmd(轨,轨[gvi])	gvij#序4179
匱	$ddcmd(匱,匱[gvk])	gvkb#序4178
柜	$ddcmd(柜,柜[gvm])	gvma#序4177
鬼	$ddcmd(鬼,鬼[gv])	gvps#序4176
傀	$ddcmd(傀,傀[gvr])	gvrg#序4175
圭	$ddcmd(圭,圭[gvt])	gvtt#序4174
硅	$ddcmd(硅,硅[gvu])	gvut#序4173
癸	$ddcmd(癸,癸[gvv])	gvvd#序4172
瑰	$ddcmd(瑰,瑰[gvw])	gvwg#序4171
诡	$ddcmd(诡,诡[gvy])	gvyv#序4170
跪	$ddcmd(跪,跪[gvz])	gvzv#序4169
给	$ddcmd(给,给[gw])	gwsk#序4168
給	$ddcmd(給,給[gws])	gwsk#序4167
寡	$ddcmd(寡,寡[gxb])	gxbd#序4166
刮	$ddcmd(刮,刮[gxd])	gxdp#序4165
掛	$ddcmd(掛,掛[gxf])	gxfd#序4164
挂	$ddcmd(挂,挂[gx])	gxft#序4163
啩	$ddcmd(啩,啩[gxk])	gxkd#序4162
瓜	$ddcmd(瓜,瓜[gxp])	gxpn#序4161
鯀	$ddcmd(鯀,鯀[gya])	gyas#序4160
滚	$ddcmd(滚,滚[gy])	gydy#序4159
辊	$ddcmd(辊,辊[gyi])	gyiv#序4158
棍	$ddcmd(棍,棍[gym])	gymv#序4157
袞	$ddcmd(袞,袞[gyw])	gywy#序4156
购	$ddcmd(购,购[gzb])	gzbs#序4155
苟	$ddcmd(苟,苟[gzc])	gzck#序4154
沟	$ddcmd(沟,沟[gzd])	gzds#序4153
搆	$ddcmd(搆,搆[gzf])	gzfa#序4152
够	$ddcmd(够,够[gz])	gzgd#序4151
句	$ddcmd(句,句[gzg])	gzgk#序4150
钩	$ddcmd(钩,钩[gzj])	gzjs#序4149
构	$ddcmd(构,构[gzm])	gzms#序4148
姤	$ddcmd(姤,姤[dunk])	gznk#序4147
狗	$ddcmd(狗,狗[gzq])	gzqk#序4146
垢	$ddcmd(垢,垢[gzt])	gztk#序4145
詬	$ddcmd(詬,詬[gzy])	gzyk#序4144
蛤	$ddcmd(蛤,蛤[gei])	haik#序4143
哈	$ddcmd(哈,哈[ha])	hakk#序4142
噏	$ddcmd(噏,噏[hak])	haky#序4141
皓	$ddcmd(皓,皓[hcb])	hcbk#序4140
浩	$ddcmd(浩,浩[hcd])	hcdk#序4139
郝	$ddcmd(郝,郝[hce])	hcet#序4138
蠔	$ddcmd(蠔,蠔[hci])	hcin#序4137
镐	$ddcmd(镐,镐[gcj])	hcjk#序4136
号	$ddcmd(号,号[hck])	hckg#序4135
耗	$ddcmd(耗,耗[hcl])	hclm#序4134
好	$ddcmd(好,好[hc])	hcnz#序4133
昊	$ddcmd(昊,昊[hco])	hcod#序4132
壕	$ddcmd(壕,壕[hct])	hctn#序4131
貉	$ddcmd(貉,貉[hcv])	hcvk#序4130
毫	$ddcmd(毫,毫[hcw])	hcwm#序4129
害	$ddcmd(害,害[hdb])	hdbk#序4128
海	$ddcmd(海,海[hdd])	hddd#序4127
骸	$ddcmd(骸,骸[hdg])	hdgr#序4126
骇	$ddcmd(骇,骇[hdm])	hdmr#序4125
氦	$ddcmd(氦,氦[hdq])	hdqr#序4124
亥	$ddcmd(亥,亥[hdw])	hdwr#序4123
还	$ddcmd(还,还[hd])	hdza#序4122
孩	$ddcmd(孩,孩[hdz])	hdzr#序4121
贺	$ddcmd(贺,贺[heb])	hebl#序4120
荷	$ddcmd(荷,荷[hec])	heck#序4119
河	$ddcmd(河,河[hed])	hedk#序4118
和	$ddcmd(和,和[h])	hehk#序4117
喝	$ddcmd(喝,喝[hek])	hekv#序4116
核	$ddcmd(核,核[hem])	hemr#序4115
鹤	$ddcmd(鹤,鹤[hen])	hend#序4114
暍	$ddcmd(暍,暍[heo])	heov#序4113
褐	$ddcmd(褐,褐[hep])	hepv#序4112
何	$ddcmd(何,何[he])	herk#序4111
合	$ddcmd(合,合[ge])	herk#序4110
紇	$ddcmd(紇,紇[ges])	hesg#序4109
赫	$ddcmd(赫,赫[het])	hetd#序4108
貉	$ddcmd(貉,貉[hcv])	hevk#序4107
劾	$ddcmd(劾,劾[hew])	hewl#序4106
訶	$ddcmd(訶,訶[hey])	heyk#序4105
痕	$ddcmd(痕,痕[hfb])	hfbn#序4104
狠	$ddcmd(狠,狠[hfq])	hfqn#序4103
很	$ddcmd(很,很[hf])	hfrn#序4102
恨	$ddcmd(恨,恨[hfx])	hfxn#序4101
哼	$ddcmd(哼,哼[hg])	hgka#序4100
横	$ddcmd(横,横[hgm])	hgmb#序4099
衡	$ddcmd(衡,衡[hgr])	hgrd#序4098
亨	$ddcmd(亨,亨[hgw])	hgwa#序4097
恒	$ddcmd(恒,恒[hgx])	hgxa#序4096
巷	$ddcmd(巷,巷[hhc])	hhcv#序4095
夯	$ddcmd(夯,夯[hhd])	hhdl#序4094
吭	$ddcmd(吭,吭[hhk])	hhkj#序4093
杭	$ddcmd(杭,杭[hhm])	hhmj#序4092
行	$ddcmd(行,行[hh])	hhrd#序4091
航	$ddcmd(航,航[hhv])	hhvj#序4090
寒	$ddcmd(寒,寒[hjb])	hjbd#序4089
汗	$ddcmd(汗,汗[hjd])	hjdu#序4088
汉	$ddcmd(汉,汉[hj])	hjdy#序4087
邯	$ddcmd(邯,邯[hje])	hjec#序4086
撼	$ddcmd(撼,撼[hjf])	hjfx#序4085
焊	$ddcmd(焊,焊[hjh])	hjhu#序4084
喊	$ddcmd(喊,喊[hjk])	hjkk#序4083
旱	$ddcmd(旱,旱[hjo])	hjou#序4082
含	$ddcmd(含,含[hjr])	hjrk#序4081
韩	$ddcmd(韩,韩[hju])	hjua#序4080
函	$ddcmd(函,函[hjv])	hjvk#序4079
悍	$ddcmd(悍,悍[hjx])	hjxu#序4078
酣	$ddcmd(酣,酣[hjy])	hjyc#序4077
淮	$ddcmd(淮,淮[hkd])	hkdf#序4076
㷫	$ddcmd(㷫,㷫[hkh])	hkhh#序4075
槐	$ddcmd(槐,槐[hkm])	hkmg#序4074
徊	$ddcmd(徊,徊[hkr])	hkrk#序4073
坏	$ddcmd(坏,坏[hkt])	hktd#序4072
怀	$ddcmd(怀,怀[hk])	hkxd#序4071
懐	$ddcmd(懐,懐[hkx])	hkxy#序4070
皇	$ddcmd(皇,皇[hlb])	hlbw#序4069
黄	$ddcmd(黄,黄[hl])	hlcb#序4068
荒	$ddcmd(荒,荒[hlc])	hlcv#序4067
滉	$ddcmd(滉,滉[hld])	hldg#序4066
煌	$ddcmd(煌,煌[hlh])	hlhw#序4065
蝗	$ddcmd(蝗,蝗[hli])	hliw#序4064
凰	$ddcmd(凰,凰[hlj])	hljw#序4063
晃	$ddcmd(晃,晃[hlo])	hlog#序4062
磺	$ddcmd(磺,磺[hlu])	hlub#序4061
簧	$ddcmd(簧,簧[hlv])	hlvb#序4060
慌	$ddcmd(慌,慌[hlx])	hlxv#序4059
谎	$ddcmd(谎,谎[hly])	hlyv#序4058
货	$ddcmd(货,货[hob])	hobr#序4057
获	$ddcmd(获,获[hoc])	hocq#序4056
活	$ddcmd(活,活[hod])	hodk#序4055
火	$ddcmd(火,火[ho])	hodr#序4054
擭	$ddcmd(擭,擭[hof])	hofy#序4053
或	$ddcmd(或,或[hog])	hoga#序4052
和	$ddcmd(和,和[h])	hohk#序4051
穫	$ddcmd(穫,穫[hoh])	hohy#序4050
镬	$ddcmd(镬,镬[hoj])	hojy#序4049
嚄	$ddcmd(嚄,嚄[hok])	hoky#序4048
祸	$ddcmd(祸,祸[hop])	hopd#序4047
獲	$ddcmd(獲,獲[hoq])	hoqy#序4046
伙	$ddcmd(伙,伙[hor])	horh#序4045
惑	$ddcmd(惑,惑[hox])	hoxg#序4044
霍	$ddcmd(霍,霍[hoy])	hoyf#序4043
宦	$ddcmd(宦,宦[hrb])	hrba#序4042
涣	$ddcmd(涣,涣[hrd])	hrdn#序4041
换	$ddcmd(换,换[hrf])	hrfn#序4040
焕	$ddcmd(焕,焕[hrh])	hrhn#序4039
鍰	$ddcmd(鍰,鍰[hrj])	hrjy#序4038
唤	$ddcmd(唤,唤[hrk])	hrkn#序4037
桓	$ddcmd(桓,桓[hrm])	hrma#序4036
鹮	$ddcmd(鹮,鹮[hrn])	hrns#序4035
歓	$ddcmd(歓,歓[hrr])	hrrq#序4034
缓	$ddcmd(缓,缓[hrs])	hrsy#序4033
幻	$ddcmd(幻,幻[hrv])	hrvg#序4032
环	$ddcmd(环,环[hrw])	hrwd#序4031
患	$ddcmd(患,患[hrx])	hrxa#序4030
欢	$ddcmd(欢,欢[hry])	hryq#序4029
还	$ddcmd(还,还[hd])	hrza#序4028
還	$ddcmd(還,還[hdzy])	hrzy#序4027
宏	$ddcmd(宏,宏[hsb])	hsbs#序4026
洪	$ddcmd(洪,洪[hsd])	hsdb#序4025
弘	$ddcmd(弘,弘[hsg])	hsgs#序4024
烘	$ddcmd(烘,烘[hsh])	hshb#序4023
轰	$ddcmd(轰,轰[hsi])	hsiy#序4022
哄	$ddcmd(哄,哄[hsk])	hskb#序4021
竑	$ddcmd(竑,竑[hsl])	hsls#序4020
閎	$ddcmd(閎,閎[hsm])	hsms#序4019
红	$ddcmd(红,红[hs])	hssg#序4018
紅	$ddcmd(紅,紅[hss])	hssg#序4017
訌	$ddcmd(訌,訌[hsy])	hsyg#序4016
互	$ddcmd(互,互[hua])	huaa#序4015
葫	$ddcmd(葫,葫[huc])	huco#序4014
