阿爸	ooba
不看僧面看佛面	bksm
丙酸	bksr
不可思议	bksy
病痛	bkt
病榻	bkta
病态	bktd
冰糖	bkth
病体	bkti
兵团	bktr
病痛	bkts
病退	bktv
不可同日而语	bkty
冰上	bkxh
病逝	bkox
冰山	bkxj
冰霜	bkxl
别开生面	bkum
兵书	bkos
冰水	bkxv
不堪设想	bkux
并重	bkj
冰镇	bkjf
病症	bkjg
病状	bkjl
不可捉摸	bkvm
冰砖	bkjr
兵种	bkjs
屏住	bkot
并无	bkwu
并未	bkww
不开心	bkx
冰心	bkxb
并行	bkxk
冰箱	bkxl
冰鞋	bkxp
病休	bkxq
冰雪	bkxt
不可想象	bkxx
不可以	bky
病因	bkyb
并要	bkyc
不可言传	bkyi
不堪一击	bkyj
兵营	bkyk
病源	bkyr
并用	bkys
并于	bkyu
不可言状	bkyv
不可言喻	bkyy
并有	bkyz
并在	bkz
不可造次	bkzc
并在	bkzd
饼子	bkzi
禀奏	bkzz
波澜不惊	blbj
不伦不类	blbl
不理睬	blc
不吝赐教	blcj
白兰地	bld
波罗的海	bldh
薄利多销	bldx
不劳而获	bleh
不露锋芒	blfm
拨乱反正	blfv
巴拉圭	blg
博览会	blh
碧螺春	bli
百炼成钢	blig
鬓乱钗横	blih
半路出家	blij
兵临城下	blix
不了解	blj
兵来将挡	bljd
濒临绝境	bljj
不落窠臼	blkj
筚路蓝缕	blll
不了了之	bllv
爆冷门	blm
舶来品	blp
步履蹒跚	blpu
保龄球	blq
壁立千仞	blqr
博览群书	blqu
表里如一	blry
布鲁塞尔	blse
巴勒斯坦	blst
壁垒森严	blsy
柏拉图	blt
百里挑一	blty
比利时	blu
不露声色	blus
不吝指教	blvj
波澜壮阔	blvk
芭蕾舞	blw
逼良为娼	blwi
步履维艰	blwj
包罗万象	blwx
暴露无遗	blwy
别来无恙	blwy
半老徐娘	blxn
不利于	bly
不留余地	blyd
不明不白	bmbb
编报	bmbc
辩白	bmbd
辩驳	bmbo
辨别	bmbp
遍布	bmbu
辩才	bmcd
鞭策	bmce
辩词	bmci
便餐	bmcj
变大	bmda
编导	bmdc
变得	bmde
便当	bmdh
贬低	bmdi
扁担	bmdj
编订	bmdk
变电	bmdm
变调	bmdn
变动	bmds
编队	bmdv
本末倒置	bmdv
扁豆	bmdz
不谋而合	bmeh
蝙蝠	bmf
变法	bmfa
边锋	bmfg
边防	bmfh
便饭	bmfj
蝙蝠	bmfu
变革	bmge
变更	bmgg
边关	bmgr
变故	bmgu
便给	bmgw
变卦	bmgx
编号	bmhc
鞭痕	bmhf
变坏	bmhk
变换	bmhr
辩护	bmhu
变化	bmhx
变差	bmqa
编程	bmqg
变成	bmqg
边长	bmqh
贬斥	bmoq
编创	bmql
编出	bmoi
边陲	bmqv
编辑	bmj
编辑	bmji
边境	bmjk
边疆	bmjl
边检	bmjm
边角	bmjn
便捷	bmjp
编就	bmjq
编剧	bmju
变价	bmjx
便可	bmke
边框	bmkl
变老	bmlc
变了	bmle
变冷	bmlg
便利	bmli
遍览	bmlj
变量	bmll
八面玲珑	bmll
变脸	bmlm
编列	bmlp
辩论	bmly
编码	bmm
编码	bmma
便民	bmmb
边贸	bmmc
变卖	bmmd
边门	bmmf
便秘	bmmi
辨明	bmmk
本命年	bmn
班门弄斧	bmnf
便溺	bmni
编年	bmnm
变暖	bmnr
编内	bmnw
变频	bmpb
鞭炮	bmpc
编排	bmpd
变盘	bmpj
扁平	bmpk
编配	bmpw
变迁	bmq
变强	bmql
变迁	bmqm
扁鹊	bmqt
编曲	bmqu
不谋其政	bmqv
边卡	bmqx
辨认	bmrf
编入	bmru
边塞	bmsd
变色	bmse
闭门思过	bmsg
变速	bmsu
贬损	bmsy
变态	bmt
鞭挞	bmta
扁桃	bmtc
变态	bmtd
变体	bmti
变天	bmtm
便条	bmtn
变通	bmts
变身	bmxf
边上	bmxh
遍山	bmxj
变数	bmos
不毛之地	bmvd
编者	bmje
变阵	bmjf
辩证	bmjg
编制	bmov
便装	bmjl
编撰	bmjr
变种	bmjs
编著	bmot
百忙之中	bmvv
拔苗助长	bmvv
北美洲	bmjz
编外	bmwd
八面威风	bmwf
编舞	bmwu
表面文章	bmwv
变为	bmww
白马王子	bmwz
变心	bmxb
宝马香车	bmxi
变形	bmxk
变相	bmxl
变现	bmxm
变小	bmxn
编写	bmxp
编修	bmxq
便血	bmxt
遍寻	bmxy
兵马俑	bmy
变压	bmya
编印	bmyb
遍野	bmye
变样	bmyh
编译	bmyi
边沿	bmyj
边缘	bmyr
便用	bmys
便于	bmyu
便有	bmyz
编造	bmzc
便在	bmzd
辫子	bmzi
闭门造车	bmzi
变作	bmzo
编纂	bmzr
编组	bmzu
不鸣则已	bmzy
变奏	bmzz
标靶	bnba
表白	bnbd
标本	bnbf
标榜	bnbh
标兵	bnbk
裱褙	bnbw
表层	bnc
表册	bnce
表层	bncg
表达	bnd
表达	bnda
表带	bndd
标的	bndi
表单	bndj
标定	bndk
标点	bndm
不耐烦	bnf
表格	bng
表格	bnge
标杆	bngj
表功	bngs
彪悍	bnhj
裱糊	bnhu
裱画	bnhx
标出	bnq
飙车	bnqe
百鸟朝凤	bnif
标尺	bnoq
标出	bnoi
不念旧恶	bnje
标记	bnji
标间	bnjm
表姐	bnjp
表舅	bnjq
表决	bnjt
镖局	bnju
标价	bnjx
表壳	bnk
表壳	bnke
表露	bnl
表里	bnli
表链	bnlm
表露	bnlu
巴拿马	bnma
表明	bnmk
表面	bnmm
标致	bnmv
表妹	bnmw
表内	bnnw
百年难遇	bnny
表皮	bnpi
表亲	bnqb
骠骑	bnqi
表情	bnqk
标枪	bnql
标签	bnqm
表嫂	bns
表嫂	bnsc
饱暖思淫欲	bnsy
标题	bnt
表态	bntd
标题	bnti
标贴	bntp
表头	bntz
标识	bnx
搬弄是非	bnuf
飙升	bnxg
标上	bnxh
表示	bnox
表率	bnxk
百年树人	bnur
表述	bnos
标准	bnj
表针	bnjf
表彰	bnjh
标志	bnov
标注	bnot
标准	bnjy
表外	bnw
表外	bnwd
表现	bnx
笨鸟先飞	bnxf
表形	bnxk
表象	bnxl
表现	bnxm
表兄	bnxs
不难想象	bnxx
表演	bny
表页	bnye
表扬	bnyh
表演	bnyj
标语	bnyu
标有	bnyz
婊子	bnz
不能自拔	bnzb
婊子	bnzi
不能自已	bnzy
博爱	boo
博爱	bood
博鳌	booc
播报	bobc
薄板	bobj
薄冰	bobk
伯伯	bobo
菠菜	bocd
拨打	boda
波导	bodc
博得	bode
剥掉	bodn
剥夺	bodo
波段	bodr
波动	bods
搏斗	bodz
波恩	boof
播发	bofa
波峰	bofg
播放	bofh
拨付	bofu
拨给	bog
脖颈	bogg
剥光	bogl
拨给	bogw
拨号	boh
拨号	bohc
渤海	bohd
薄荷	bohe
驳回	bohv
波黑	bohw
帛画	bohx
播出	boq
波长	boqh
驳斥	booq
薄产	boqj
驳船	boqr
播出	booi
波及	boji
播讲	bojl
跛脚	bojn
薄酒	bojq
伯爵	bojt
拨开	bokd
博客	boke
拨款	bokr
柏林	bolb
伯乐	bole
波浪	bolh
玻璃	boli
波澜	bolj
菠萝	bolo
薄命	bomk
薄面	bomm
伯母	bomu
拨弄	bons
剥皮	bop
剥皮	bopi
博取	boq
勃起	boqi
薄情	boqk
博取	boqu
般若	bore
薄弱	boro
拨入	boru
播送	bos
播撒	bosa
波斯	bosi
播送	boss
波涛	bot
波涛	botc
拨通	bots
搏杀	boxa
博士	boox
波折	boje
薄纸	boov
播种	bojs
波纹	bowf
博物	bowu
泊位	boww
剥削	box
剥削	boxt
剥下	boxx
博弈	boy
播音	boyb
博弈	boyi
播映	boyk
钵盂	boyu
驳杂	boza
脖子	bozi
跛足	bozu
别把	bpba
别被	bpbw
不偏不倚	bpby
别催	bpc
别催	bpcv
别的	bpde
别当	bpdh
别动	bpds
别管	bpg
别国	bpgo
别管	bpgr
不平衡	bph
别号	bphc
别慌	bphl
别后	bphz
别吵	bpq
别吵	bpqc
别称	bpqg
别处	bpoi
别急	bpj
别急	bpji
蹩脚	bpjn
别具	bpju
别家	bpjx
别开	bpkd
别克	bpke
别看	bpkj
别哭	bpku
别离	bpl
别来	bpld
别了	bple
别离	bpli
杯盘狼藉	bplj
别恋	bplm
别论	bply
别忙	bpm
憋闷	bpmf
别忙	bpmh
别名	bpmk
别扭	bpn
别闹	bpnc
别扭	bpnq
别弄	bpns
别怕	bpp
别怕	bppa
别跑	bppc
别碰	bppg
别去	bpq
憋气	bpqi
别情	bpqk
别去	bpqu
别人	bpr
别人	bprf
别让	bprh
憋死	bps
憋死	bpsi
瘪三	bpsj
别提	bpt
别提	bpti
白皮书	bpu
别傻	bpxa
别上	bpxh
别是	bpox
别说	bpxo
别墅	bpos
别手	bpxz
别致	bpj
憋着	bpje
别针	bpjf
别致	bpov
别传	bpjr
憋住	bpot
别忘	bpw
别问	bpwf
别忘	bpwh
别无	bpwu
别为	bpww
别想	bpxl
别笑	bpxn
不便宜	bpy
别样	bpyh
别用	bpys
别再	bpzd
别字	bpzi
憋足	bpzu
别走	bpzz
不欺暗室	bqau
不清不楚	bqbi
不屈不挠	bqbn
不期而遇	bqey
不清楚	bqi
冰淇淋	bql
兵强马壮	bqmv
屏气凝神	bqnu
避其锐气	bqrq
版权所有	bqsy
包青天	bqt
不切实际	bquj
不求甚解	bquj
搬起石头	bqut
不情之请	bqvq
不起眼	bqy
冰清玉洁	bqyj
不仁不义	brby
勃然大怒	brdn
病入膏肓	brgh
白热化	brh
步人后尘	brhi
不入虎穴	brhx
不入虎穴焉得虎子	brhz
哺乳类	brl
哺乳期	brq
不认识	bru
步入正轨	brvg
不容置疑	brvy
不忍心	brx
兵戎相见	brxj
不容易	bry
不忍卒读	brzd
白日做梦	brzm
半死不活	bsbh
百思不解	bsbj
不三不四	bsbs
不思悔改	bshg
不思进取	bsjq
变色龙	bsl
巴塞罗那	bsln
不算数	bsu
不速之客	bsvk
波斯湾	bsw
不死心	bsx
半推半就	btbj
不吐不快	btbk
不痛不痒	btby
拜天地	btd
白头到老	btdl
半途而废	btef
不同凡响	btfx
白天黑夜	bthy
遍体鳞伤	btlu
半透明	btm
悲天悯人	btmr
暴跳如雷	btrl
抱头痛哭	bttk
暴殄天物	bttw
半桶水	btu
抱头鼠窜	btuc
冰天雪地	btxd
白头偕老	btxl
波涛汹涌	btxy
不同意	bty
悲痛欲绝	btyj
不安	buoj
不是吧	bub
不报	bubc
不败	bubd
不笨	bubf
不必	bubi
补办	bubj
笨手笨脚	bubj
步兵	bubk
不变	bubm
不薄	bubo
半身不遂	bubs
半生不熟	bubu
不备	bubw
不声不响	bubx
比上不足比下有余	buby
比上不足	bubz
不错	buc
不测	buce
不曾	bucg
补仓	buch
不辞	buci
不错	buco
不但	bud
不大	buda
不到	budc
板上钉钉	budd
不得	bude
不等	budg
不当	budh
不敌	budi
不但	budj
补丁	budk
布点	budm
步调	budn
不多	budo
不断	budr
不懂	buds
部队	budv
不都	budz
不二	buo
不二	buor
步伐	bufa
部分	buff
不妨	bufh
不凡	bufj
不符	bufu
不菲	bufw
饱受非议	bufy
不管	bug
不高	bugc
不该	bugd
不跟	bugf
不敢	bugj
不怪	bugk
不光	bugl
不过	bugo
不管	bugr
不公	bugs
不顾	bugu
不贵	bugv
不给	bugw
卜卦	bugx
不够	bugz
不会	buh
不好	buhc
不识好歹	buhd
不和	buhe
不很	buhf
班师回朝	buhi
不含	buhj
不坏	buhk
不慌	buhl
捕获	buho
不还	buhr
不会	buhv
不识好人心	buhx
补充	buq
不差	buqa
不成	buqg
补偿	buqh
不揣	buqk
补充	buqs
不出	buoi
杯水车薪	buix
不愁	buqz
备受煎熬	buja
不仅	bujb
不及	buji
布景	bujk
部件	bujm
不解	bujp
不久	bujq
不倦	bujr
不觉	bujt
布局	buju
不假	bujx
补考	bukc
不开	bukd
不可	buke
不肯	bukf
不吭	bukg
宝山空回	bukh
不堪	bukj
不快	bukk
百事可乐	bukl
布控	buks
不哭	buku
不愧	bukv
不扣	bukz
不吝	bulb
捕捞	bulc
不赖	buld
不冷	bulg
不理	buli
不灵	bulk
不良	bull
不料	buln
部落	bulo
捕猎	bulp
不留	bulq
备受凌辱	bulr
逼上梁山	bulu
步履	bulv
不累	bulw
不论	buly
不漏	bulz
不是吗	bum
补码	buma
不买	bumd
部门	bumf
不忙	bumh
不满	bumj
不明	bumk
不免	bumm
不妙	bumn
不灭	bump
不能	bun
补脑	bunc
不能	bung
不难	bunj
不怕	bupa
补品	bupb
布匹	bupi
不平	bupk
补票	bupn
不配	bupw
不全	buq
不胜其烦	buqf
不起	buqi
白手起家	buqj
步枪	buql
不巧	buqn
不求	buqq
不全	buqr
不缺	buqt
不去	buqu
冰释前嫌	buqx
不如	bur
不热	bure
不忍	burf
不让	burh
不日	buri
不然	burj
不容	burs
不如	buru
不胜荣幸	burx
不算	bus
不死	busi
不算	busr
不送	buss
不疼	butg
不提	buti
不识抬举	butj
不停	butk
布条	butn
不妥	buto
补贴	butp
不同	buts
不图	butu
不透	butz
捕杀	buxa
不少	buxc
不慎	buxf
不胜	buxg
不是	buox
不擅	buxj
不衰	buxk
不爽	buxl
不说	buxo
部署	buos
补税	buxv
不识时务	buuw
不顺	buxy
部首	buxz
不真	bujf
部长	bujh
布置	buov
捕捉	bujo
饱食终日	buvr
不重	bujs
补助	buot
不时之需	buvx
不准	bujy
步骤	bujz
不失为	buw
不外	buwd
不问	buwf
不忘	buwh
榜上无名	buwm
不无	buwu
部位	buww
必输无疑	buwy
不信	buxb
不惜	buxi
不行	buxk
不想	buxl
不限	buxm
不小	buxn
不屑	buxp
不朽	buxq
不许	buxu
不下	buxx
不逊	buxy
不雅	buya
不说也罢	buyb
不要	buyc
补养	buyh
不宜	buyi
不严	buyj
不应	buyk
榜上有名	buym
不愿	buyr
不用	buys
不悦	buyt
不予	buyu
背水一战	buyv
败事有余	buyy
不由	buyz
不在	buzd
不择	buze
步子	buzi
不做	buzo
不足	buzu
不遵	buzy
百战不殆	bvbd
百折不回	bvbh
不知不觉	bvbj
不着边际	bvbj
不折不扣	bvbk
保质保量	bvbl
百折不挠	bvbn
百战百胜	bvbu
半遮半掩	bvby
不知道	bvd
不值得	bjde
不知好歹	bvhd
白纸黑字	bvhz
保证金	bvj
不知就里	bvjl
避重就轻	bvjq
不知进退	bvjt
不置可否	bvkf
半殖民地	bvmd
不值钱	bvq
不知其二	bvqe
不知轻重	bvqv
宾至如归	bvrg
不知所措	bvsc
不知所终	bvsv
不知所云	bvsy
不知天高地厚	bvth
不只是	bvu
不知深浅	bvuq
必争之地	bvvd
不正之风	bvvf
伯仲之间	bvvj
不治之症	bvvv
不知羞耻	bvxi
不至于	bvy
不值一提	bvyt
不长一智	bvyv
秉烛夜游	bvyy
敝帚自珍	bvzv
悲哀	bwo
悲哀	bwod
备案	bwoj
卑鄙	bwb
背包	bwbc
不温不火	bwbh
卑鄙	bwbi
百闻不如一见	bwbj
北边	bwbm
北部	bwbu
不闻不问	bwbw
北侧	bwce
悲惨	bwcj
北大	bwd
北大	bwda
被盗	bwdc
背带	bwdd
背地	bwdi
被单	bwdj
北段	bwdr
被动	bwds
背对	bwdv
北斗	bwdz
贝尔	bwor
被罚	bwfa
备份	bwff
北风	bwfg
北方	bwfh
背负	bwfu
北非	bwfw
被告	bwgc
悲歌	bwge
倍感	bwgj
背光	bwgl
北国	bwgo
悲观	bwgr
不无关系	bwgx
备好	bwhc
北海	bwhd
备货	bwho
悲欢	bwhr
不外乎	bwhu
背后	bwhz
备查	bwq
备查	bwqa
备尝	bwqh
悲怆	bwql
别无长物	bwiw
悲愁	bwqz
北极	bwji
百无禁忌	bwjj
背景	bwjk
北京	bwjk
卑贱	bwjm
倍觉	bwjt
悲剧	bwju
倍加	bwjx
背靠	bwkc
贝壳	bwke
悲苦	bwku
被困	bwky
被扣	bwkz
碑林	bwlb
贝勒	bwle
背离	bwli
百无聊赖	bwll
卑劣	bwlp
北路	bwlu
贝类	bwlw
悖论	bwly
背篓	bwlz
悲悯	bwmb
北门	bwmf
悲鸣	bwmk
背面	bwmm
悖谬	bwmq
贝母	bwmu
北美	bwmw
背囊	bwn
背囊	bwnh
北欧	bwoz
背叛	bwpj
北平	bwpk
被骗	bwpm
被迫	bwpo
背起	bwqi
博闻强记	bwqj
悲情	bwqk
被抢	bwql
悲切	bwqp
博闻强识	bwqu
被褥	bwru
背诵	bws
贝司	bwsi
别无所求	bwsq
背诵	bwss
倍速	bwsu
悲痛	bwt
碑拓	bwta
被套	bwtc
备胎	bwtd
别无他法	bwtf
悲啼	bwti
悲叹	bwtj
碑亭	bwtk
倍添	bwtm
碑帖	bwtp
悲痛	bwts
被杀	bwxa
悲伤	bwxh
碑石	bwox
备受	bwxz
备注	bwj
背着	bwje
备战	bwjj
悲壮	bwjl
备注	bwot
不务正业	bwvy
碑文	bwwf
备忘	bwwh
被窝	bwwo
不为瓦全	bwwq
卑微	bwww
不为五斗米折腰	bwwy
背心	bwxb
悲喜	bwxi
背向	bwxl
备选	bwxr
别无选择	bwxz
备用	bwy
北亚	bwya
背阴	bwyb
霸王硬上弓	bwyg
北洋	bwyh
背影	bwyk
备用	bwys
北约	bwyt
百无一是	bwyu
百无一用	bwyy
备有	bwyz
倍增	bwzg
被子	bwzi
白雪皑皑	bxaa
便携版	bxb
不许百姓点灯	bxbd
不修边幅	bxbf
不徐不疾	bxbj
本乡本土	bxbt
半信半疑	bxby
冰雪聪明	bxcm
不虚此行	bxcx
博学多才	bxdc
彪形大汉	bxdh
博学多闻	bxdw
碧血丹心	bxdx
败兴而归	bxeg
不相符	bxf
不习惯	bxg
不惜工本	bxgb
兵行诡道	bxgd
八仙过海	bxgh
八仙过海各显神通	bxgt
不像话	bxh
不相称	bxi
笔下超生	bxiu
抱薪救火	bxjh
悲喜交集	bxjj
表现力	bxl
必先利其器	bxlq
标新立异	bxly
本性难移	bxny
必需品	bxp
保修期	bxq
避凶趋吉	bxqj
败絮其中	bxqv
背信弃义	bxqy
不省人事	bxru
不徇私情	bxsq
八小时	bxu
不相上下	bxux
不祥之兆	bxvv
冰消瓦解	bxwj
不相为谋	bxwm
不学无术	bxwu
不相信	bxx
不需要	bxy
不屑一顾	bxyg
比下有余	bxyy
不肖子孙	bxzs
不一般	byb
不依不饶	bybr
百依百顺	bybu
不阴不阳	byby
不一定	byd
别有洞天	bydt
不翼而飞	byef
不约而同	byet
不言而喻	byey
不一而足	byez
不由分说	byfu
别有风味	byfw
不应该	byg
边缘化	byh
必有后福	byhf
不要紧	byj
不宜久留	byjl
拨云见日	byjr
不要脸	byl
不亦乐乎	bylh
饱以老拳	bylq
比翼连枝	bylv
布宜诺斯艾利斯	byns
不厌其烦	byqf
半夜三更	bysg
别有天地	bytd
比翼双飞	byuf
不一致	byv
不义之财	byvc
布衣之交	byvj
必由之路	byvl
不予置评	byvp
不以为耻	bywi
不远万里	bywl
不以为然	bywr
不以为意	bywy
必要性	byx
闭月羞花	byxh
不一样	byy
不遗余力	byyl
必有一失	byyu
别有用心	byyx
不由自主	byzv
不早不晚	bzbw
不在此列	bzcl
不足挂齿	bzgi
不在乎	bzh
不在话下	bzhx
不早了	bzl
不自量力	bzll
笔走龙蛇	bzlu
八字没一撇	bzmp
抱子弄孙	bzns
不足取	bzq
不在其位不谋其政	bzqv
不在其位	bzqw
不择手段	bzud
百足之虫	bzvi
不足为外人道	bzwd
不足为据	bzwj
败则为寇	bzwk
不足为凭	bzwp
不足为奇	bzwq
不足以	bzy
不足与谋	bzym
擦背	cab
擦边	cabm
擦背	cabw
擦擦	cac
擦擦	caca
擦掉	cad
擦掉	cadn
擦粉	caff
擦干	cag
擦干	cagj
擦汗	cah
擦痕	cahf
擦汗	cahj
擦除	caq
擦除	caoi
擦肩	caj
擦净	cajk
擦肩	cajm
擦亮	cal
擦亮	call
擦脸	calm
擦抹	camo
擦破	cap
擦破	capo
擦去	caq
擦枪	caql
擦去	caqu
擦身	caxf
擦伤	caxh
擦拭	caox
擦着	caje
擦网	cawh
擦洗	cax
擦洗	caxi
擦鞋	caxp
擦药	cayc
擦油	cayz
擦澡	cazc
残兵败将	cbbj
寸步不离	cbbl
残暴不仁	cbbr
残编断简	cbdj
词不达意	cbdy
猝不及防	cbjf
错不了	cbl
残杯冷炙	cblv
寸步难行	cbnx
惨不忍睹	cbrd
错别字	cbz
草案	ccoj
草包	ccb
草包	ccbc
措辞不当	ccbd
草本	ccbf
操办	ccbj
寸草不留	ccbl
草编	ccbm
参差不齐	ccbq
寸草不生	ccbu
曹操	cccc
参差错落	cccl
草丛	cccs
操刀	ccdc
草地	ccdi
操蛋	ccdj
璀璨夺目	ccdm
草堆	ccdv
草稿	ccg
草稿	ccgc
草根	ccgf
草果	ccgo
操场	ccqh
操持	ccoq
草创	ccql
草船	ccqr
草芥	ccjp
操控	ccks
草寇	cckz
操劳	ccl
操劳	cclc
操练	cclm
草料	ccln
草草了事	cclu
草绿	cclv
草类	cclw
草民	ccmb
草帽	ccmc
草蜢	ccmg
草莽	ccmh
糙米	ccmi
匆匆忙忙	ccmm
草木	ccmu
草莓	ccmw
草拟	ccn
草拟	ccni
操盘	ccp
草棚	ccpg
操盘	ccpj
草坪	ccpk
草签	ccq
操起	ccqi
草签	ccqm
草酸	ccs
草色	ccse
草酸	ccsr
草图	cct
草堂	ccth
草图	cctu
草头	cctz
草率	ccx
草绳	ccxg
草率	ccxk
草书	ccos
操守	ccxz
操着	ccje
草纸	ccov
草屋	ccw
草屋	ccwu
操心	ccx
操心	ccxb
草席	ccxi
草鞋	ccxp
草原	ccy
草药	ccyc
草叶	ccye
从此以后	ccyh
草原	ccyr
草约	ccyt
草鱼	ccyu
操作	ccz
嘈杂	ccza
草字	cczi
操作	cczo
操纵	cczs
财宝	cdb
财宝	cdbc
彩笔	cdbi
菜板	cdbj
裁并	cdbk
采编	cdbm
财帛	cdbo
猜猜	cdcd
猜测	cdce
猜错	cdco
彩电	cdd
菜刀	cddc
彩带	cddd
菜地	cddi
菜单	cddj
裁定	cddk
彩电	cddm
猜度	cddu
财富	cdf
采访	cdfh
财富	cdfu
才敢	cdg
菜根	cdgf
才干	cdgj
才怪	cdgk
采光	cdgl
菜馆	cdgr
菜瓜	cdgx
采购	cdgz
才华	cdh
才好	cdhc
踩坏	cdhk
彩虹	cdhs
才会	cdhv
才华	cdhx
财产	cdq
彩池	cdoq
财产	cdqj
猜出	cdoi
彩绸	cdqz
财经	cdj
采集	cdji
财经	cdjk
裁减	cdjm
裁决	cdjt
才具	cdju
菜价	cdjx
裁军	cdjy
才肯	cdkf
财会	cdkk
采矿	cdkl
材料	cdl
财力	cdli
菜篮	cdlj
彩铃	cdlk
裁量	cdll
材料	cdln
才略	cdlt
财路	cdlu
彩民	cdmb
财贸	cdmc
猜谜	cdmi
菜名	cdmk
采煤	cdmw
才能	cdn
采纳	cdna
才能	cdng
财年	cdnm
菜鸟	cdnn
采暖	cdnr
菜农	cdns
才女	cdnv
菜品	cdpb
彩排	cdpd
彩喷	cdpf
裁判	cdpj
彩屏	cdpk
彩票	cdpn
菜谱	cdpu
财大气粗	cdqc
才气	cdqi
才情	cdqk
彩桥	cdqn
裁切	cdqp
彩球	cdqq
猜拳	cdqr
采取	cdqu
彩裙	cdqy
彩色	cds
彩色	cdse
采桑	cdsh
才思	cdsi
彩塑	cdsu
踩踏	cdt
踩踏	cdta
菜汤	cdth
菜摊	cdtj
菜田	cdtm
财团	cdtr
彩图	cdtu
彩头	cdtz
财神	cdxf
财税	cdxv
财政	cdj
彩照	cdjc
采摘	cdjd
踩着	cdje
财政	cdjg
财长	cdjh
材质	cdov
彩妆	cdjl
猜中	cdjs
财主	cdot
财务	cdw
此地无银三百两	cdwl
财务	cdwu
彩信	cdx
彩信	cdxb
菜系	cdxi
才行	cdxk
猜想	cdxl
财险	cdxm
采写	cdxp
才学	cdxt
彩霞	cdxx
采用	cdy
彩印	cdyb
菜肴	cdyc
菜叶	cdye
采样	cdyh
猜疑	cdyi
裁员	cdyr
采用	cdys
彩云	cdyy
才有	cdyz
才子	cdzi
侧边	ceb
侧边	cebm
测定	cedk
策动	ceds
测度	cedu
侧耳	ceo
侧耳	ceor
册封	cef
册封	cefg
侧方	cefh
策反	cefj
测高	cegc
测光	cegl
策划	ceh
测绘	cehv
策划	cehx
侧后	cehz
测出	ceoi
侧近	cejb
侧记	ceji
测距	ceju
测控	ceks
测量	cel
册立	celi
测量	cell
策略	celt
策论	cely
侧面	cem
侧门	cemf
侧面	cemm
侧目	cemu
侧旁	ceph
测评	cepk
恻然	cerj
厕所	ces
厕所	ceso
测算	cesr
测速	cesu
测试	cex
侧身	cexf
测试	ceox
侧睡	cexv
侧转	cejr
侧重	cejs
侧闻	cewf
侧卧	cewo
侧线	cexm
测验	cey
恻隐	ceyb
侧翼	ceyi
测验	ceyj
策应	ceyk
册子	cez
册子	cezi
侧足	cezu
涔涔	cfcf
参差	cfci
岑寂	cfji
餐风宿露	cfsl
才高八斗	cgbd
层次	cgc
层层	cgcg
层次	cgci
从古到今	cgdj
层叠	cgdp
曾对	cgdv
层高	cgg
层高	cggc
曾经	cgj
层级	cgji
曾经	cgjk
层峦	cglr
残羹冷炙	cglv
层楼	cglz
层面	cgm
层面	cgmm
曾任	cgr
曾任	cgrf
曾是	cgox
曾说	cgxo
层数	cgos
从古至今	cgvj
曾以	cgyi
曾有	cgyz
曾在	cgzd
苍白	chb
藏宝	chbc
苍白	chbd
残花败柳	chbl
苍苍	chch
仓促	chcu
苍翠	chcv
藏躲	chdo
舱盖	chgd
沧海	chh
沧海	chhd
仓皇	chhl
才华横溢	chhy
仓皇出逃	chit
仓储	choi
才华出众	chiv
催化剂	chj
苍劲	chjb
苍劲	chjk
藏奸	chjm
藏娇	chjn
仓颉	chjp
仓库	chk
仓库	chku
舱口	chkz
苍老	chl
苍老	chlc
苍凉	chll
苍茫	chm
舱门	chmf
苍茫	chmh
藏匿	chn
藏匿	chni
舱内	chnw
藏品	chp
藏品	chpb
苍穹	chq
苍穹	chqs
苍然	chrj
沧桑	chs
沧桑	chsh
藏私	chsi
苍松	chss
沧海桑田	chst
苍天	cht
苍天	chtm
藏书	chx
仓皇失措	chuc
藏身	chxf
苍生	chxg
舱室	chox
苍山	chxj
藏书	chos
藏着	chje
藏拙	chjo
沧州	chjz
仓位	chww
苍蝇	chy
藏掖	chye
苍蝇	chyk
沧海一粟	chys
沧海遗珠	chyv
存乎一心	chyx
藏在	chz
藏在	chzd
此话怎讲	chzj
慈爱	ciod
此案	cioj
词霸	ciba
磁暴	cibc
此唱彼和	cibh
此病	cibk
辞别	cibp
