的	dik
倘	soeng
倘	tong
膀	bong
膀	pong
堵	dou
嚷	joeng
尹	wan
薦	zin
囊	nong
竭	kit
矢	ci
酬	cau
瞪	cing
瞪	dang
焉	jin
淮	waai
塑	sok
塑	sou
乾	gon
乾	kin
畜	cuk
剎	saat
頑	waan
磁	ci
蔽	bai
穎	wing
卑	bei
驕	giu
茲	zi
泣	jap
脊	zek
淫	jam
聘	ping
蜜	mat
懲	cing
堤	tai
駱	lok
茂	mau
肌	gei
錫	sek
僧	zang
恥	ci
徽	fai
煤	mui
姻	jan
蔣	zoeng
顛	din
暈	wan
陌	mak
軀	keoi
鼎	ding
邏	lo
賺	zaan
蜂	fung
膝	sat
釘	deng
衍	hin
衍	jin
寓	jyu
豎	syu
蓉	jung
蠻	maan
溢	jat
沾	zim
盲	maang
僱	gu
哼	hang
哼	hng
摔	seot
濱	ban
鉤	ngau
駁	bok
遜	seon
燭	zuk
歉	hip
襯	can
晰	sik
妮	nei
夷	ji
嫩	nyun
憲	hin
燦	caan
糖	tong
瑰	gwai
腫	zung
灘	taan
峻	zeon
哄	hung
咐	fu
籃	laam
囑	zuk
嘲	zaau
瑟	sat
獅	si
栽	zoi
軒	hin
詐	zaa
聳	sung
狹	haap
姨	ji
茅	maau
蘋	ping
雁	ngaan
趟	tong
譚	taam
浙	zit
巷	hong
磚	zyun
啼	tai
弓	gung
棺	gun
餅	beng
佐	zo
斑	baan
掏	tou
掀	hin
魅	mei
臘	laap
臘	lip
浴	juk
僵	goeng
娶	ceoi
紐	nau
妝	zong
俯	fu
浦	pou
偵	zing
庸	jung
販	faan
捐	gyun
挪	no
胎	toi
丫	aa
歹	daai
帆	faan
畝	mau
飢	gei
漆	cat
鹿	luk
碩	sek
秒	miu
渠	keoi
滯	zai
榜	bong
榜	pang
拂	fat
嘿	hei
倦	gyun
咳	kat
悽	cai
釣	diu
艙	cong
株	zyu
擱	gok
賤	zin
哉	zoi
喉	hau
稽	kai
喻	jyu
坊	fong
券	gyun
券	hyun
藤	tang
澄	cing
媳	sik
柄	beng
柄	bing
秩	dit
憾	ham
矮	ai
矮	ngai
殼	hok
窄	zaak
脾	bei
脾	pei
銜	haam
銜	ham
暮	mou
框	kwaang
熙	hei
肝	gon
鈞	gwan
貸	taai
乖	gwaai
躬	gung
壺	wu
珊	saan
淋	lam
匙	ci
匙	si
荊	ging
隙	gwik
隙	kwik
旬	ceon
樁	zong
搏	bok
宛	jyun
瞞	mun
狄	dik
魄	paak
琪	kei
枕	zam
吼	haau
吼	hau
刮	gwaat
晌	hoeng
叛	bun
崖	ngaai
卸	se
梳	so
歧	kei
嘻	hei
娛	jyu
拱	gung
伺	zi
旭	juk
猴	hau
杏	hang
賬	zoeng
崩	bang
寵	cung
怔	zing
嘯	siu
脹	zoeng
睹	dou
妄	mong
祿	luk
怖	bou
辣	laat
擅	sin
辜	gu
邵	siu
汁	zap
齋	zaai
嬰	jing
蔭	jam
膠	gaau
蘊	wan
淘	tou
芙	fu
罕	hon
肆	sei
肆	si
浸	zam
鮑	baau
坑	haang
莉	lei
岡	gong
腕	wun
佑	jau
墳	fan
棍	gwan
棚	paang
迭	dit
莎	saa
莎	so
捆	kwan
兮	hai
喧	hyun
塌	taap
惶	wong
脖	but
墜	zeoi
堯	jiu
斂	lim
綢	cau
棟	dung
頃	king
耍	saa
廂	soeng
殖	zik
嵌	ham
寞	mok
騷	sou
雀	zoek
哨	saau
濫	laam
蘆	lou
姬	gei
孕	jan
劈	pek
劈	pik
懇	han
斬	zaam
靖	zing
愣	ling
鹹	haam
廈	haa
簇	cuk
刃	jan
卒	zeot
笨	ban
眸	mau
匪	fei
捏	nip
逗	dau
涯	ngaai
枉	wong
裸	lo
邱	jau
炭	taan
笛	dek
弊	bai
噪	cou
耿	gang
喲	jo
敞	cong
裴	pui
彥	jin
屢	leoi
弘	wang
兔	tou
匠	zoeng
麟	leon
恍	fong
墊	din
墊	dip
墊	zin
耽	daam
玫	mui
魁	fui
薪	san
粘	nim
粘	zim
輿	jyu
誦	zung
潰	kui
巫	mou
冶	je
簿	bou
蹈	dou
綱	gong
綱	mong
爍	soek
躁	cou
咖	gaa
咖	kaa
杖	zoeng
慄	leot
喃	naam
塘	tong
糕	gou
啡	fe
蹲	cyun
蹲	deon
鴨	aap
鴨	ngaap
旱	hon
頌	zung
禪	sim
禪	sin
俺	jim
擎	king
脂	zi
犬	hyun
桐	tung
頰	gaap
頰	haap
叮	ding
剖	fau
剖	pau
謊	fong
胃	wai
阮	jyun
祈	kei
勳	fan
侄	zat
稚	zi
楓	fung
煞	saat
聶	nip
禽	kam
諷	fung
譁	waa
攏	lung
縛	bok
挫	co
眷	gyun
丸	jyun
棧	zaan
俏	ciu
宙	zau
斌	ban
襟	kam
寇	kau
畔	bun
陡	dau
肢	zi
坎	ham
恕	syu
唉	aai
倡	coeng
蝕	sik
蝕	sit
傍	bong
傍	pong
罐	gun
稻	dou
薇	mei
砸	zaak
砸	zaap
諧	haai
郝	kok
暑	syu
羨	sin
豹	paau
潭	taam
桓	wun
蒸	zing
閻	jim
竄	cyun
瑩	jing
樊	faan
瑣	so
碌	luk
奠	din
泳	wing
擲	zaak
甩	lat
澳	ou
撕	si
轄	hat
虞	jyu
妓	gei
鈔	caau
嗚	wu
肺	fai
繳	giu
暇	haa
疫	jik
鴉	aa
滄	cong
篷	pung
倪	ngai
昧	mei
昧	mui
滲	sam
妒	dou
坤	kwan
謠	jiu
禿	tuk
僻	pik
瞎	hat
苑	jyun
淹	jim
朽	jau
朽	nau
曠	kwong
哇	waa
瓣	baan
瓣	faan
瑤	jiu
禱	tou
粹	seoi
黛	doi
溶	jung
縷	lau
縷	leoi
鄒	zau
烤	haau
俞	jyu
晝	zau
翅	ci
蕾	leoi
屁	pei
冥	ming
鈕	nau
茵	jan
帖	tip
乍	zaa
撈	laau
撈	lou
煥	wun
逾	jyu
頒	baan
瓷	ci
凜	lam
幢	cong
幢	tong
幢	zong
咒	zau
綴	zeoi
晤	ng
郡	gwan
勻	wan
鑄	zyu
苟	gau
扁	bin
扁	pin
壘	leoi
兜	dau
撰	zaan
廓	kwok
敷	fu
爪	zaau
譬	pei
懈	haai
窟	fat
吩	fan
沃	juk
菱	ling
窺	kwai
逛	kwaang
斧	fu
逮	dai
瀟	siu
馨	hing
娟	gyun
梨	lei
沛	pui
焚	fan
怡	ji
陋	lau
啥	saa
龜	gwai
龜	gwan
蠢	ceon
棠	tong
刪	saan
絨	jung
漿	zoeng
叩	kau
沸	fai
緬	min
厄	aak
厄	ak
甸	din
攬	laam
妃	fei
詠	wing
駝	to
猿	jyun
葡	pou
絞	gaau
巢	caau
瞻	zim
踩	caai
侖	leon
陝	sim
嗓	song
陀	to
咕	gu
咕	ku
裳	soeng
鄙	pei
圾	saap
膜	mok
膜	mou
灼	coek
灼	zoek
婿	sai
巍	ngai
龔	gung
怯	hip
瞥	pit
穢	wai
囚	cau
霄	siu
紳	san
袱	fuk
舜	seon
膩	nei
拚	ping
拚	pun
蠟	laap
屑	sit
盞	zaan
撇	pit
軸	zau
軸	zuk
鵝	ngo
侮	mou
磊	leoi
嵐	laam
曬	saai
駭	haai
摧	ceoi
煮	zyu
櫻	jing
綺	ji
艇	teng
吶	naap
翩	pin
禹	jyu
挾	haap
挾	hip
蘿	lo
澀	gip
澀	saap
澀	sap
傘	saan
牟	mau
牟	muk
滔	tou
沫	mut
兌	deoi
匿	nei
匿	nik
紡	fong
萄	tou
廖	liu
艦	laam
揉	jau
喇	laa
蹄	tai
攪	gaau
炒	caau
膏	gou
芽	ngaa
寢	cam
吏	lei
燙	tong
彰	zoeng
冀	kei
洽	hap
侶	leoi
鞍	on
夭	jiu
廝	si
藉	ze
藉	zik
詭	gwai
雍	jung
鑲	soeng
撿	gim
蔬	so
訣	kyut
磕	hap
蒲	pou
凳	dang
俘	fu
襄	soeng
驢	leoi
驢	lou
傭	jung
勘	ham
冉	jim
兢	ging
尿	niu
搗	dou
嘶	sai
嘶	si
亨	hang
曙	cyu
哎	aai
詫	caa
暉	fai
岔	caa
釀	joeng
嫉	zat
僑	kiu
剔	tik
湛	zaam
宵	siu
蟻	ngai
熬	ngaau
熬	ngou
燥	cou
擒	kam
毯	taan
噸	deon
膊	bok
摟	lau
斐	fei
胳	gaak
槽	cou
碟	dip
榻	taap
眨	zaam
賄	kui
奢	ce
垃	laap
訟	zung
閨	gwai
砂	saa
灶	cou
灶	zou
棲	cai
壤	joeng
狡	gaau
仕	si
姥	lou
螺	lo
撓	naau
絮	seo
絮	seoi
纜	laam
豁	kut
叭	baa
叭	paa
拙	zyut
淳	seon
凸	dat
廁	ci
緞	dyun
鉛	jyun
寥	liu
摯	zi
倩	sin
愕	ngok
奎	fui
奎	kwai
瀾	laan
墮	do
澆	giu
艘	sau
斟	zam
棗	zou
覓	mik
蜀	suk
虐	joek
嬸	sam
諮	zi
揀	gaan
貶	bin
屯	tyun
戳	coek
秉	bing
鞠	guk
悼	dou
樞	syu
鶯	ang
蔓	maan
娥	ngo
毋	mou
儉	gim
萌	mang
莽	mong
沁	sam
梧	ng
沐	muk
朔	sok
膛	tong
醬	zoeng
薰	fan
狸	lei
慚	caam
丙	bing
濁	zuk
琢	doek
揪	cau
揪	zau
凹	nap
叨	dou
叨	tou
嚼	ziu
嚼	zoek
霖	lam
扳	baan
扳	paan
刁	diu
凰	wong
闡	cin
闡	zin
伶	ling
棘	gik
憎	zang
諱	wai
祁	kei
聾	lung
蔚	wai
雯	man
遏	aat
鞏	gung
尬	gaai
芸	wan
砌	cai
尷	gaam
鏢	biu
扛	kong
澡	cou
澡	zou
驀	mak
綽	coek
廬	lou
竅	hiu
琦	kei
癱	taan
牡	maau
梭	so
滕	tang
幟	ci
囂	hiu
癢	joeng
菩	pou
彤	tung
孜	zi
弧	wu
蟬	sim
黯	am
矯	giu
瞄	miu
謬	mau
抒	syu
徊	wui
饋	gwai
嘔	au
梢	saau
丐	koi
絹	gyun
喀	haak
喀	kaa
稼	gaa
揣	cyun
卵	leon
駿	zeon
錘	ceoi
衙	ngaa
坪	ping
鍛	dyun
緝	cap
菌	kwan
淪	leon
裔	jeoi
斃	bai
炯	gwing
瀏	lau
肘	zau
芯	sam
晏	aan
晏	ngaan
緯	wai
醋	cou
鑼	lo
梗	gang
謎	mai
黴	mei
黴	mui
邑	jap
糞	fan
迄	ngat
慷	hong
貯	cyu
槐	waai
壩	baa
殆	toi
孰	suk
庶	syu
蚊	man
拷	haau
鴿	gaap
鴿	gap
琛	sam
缸	gong
渺	miu
竿	gon
咧	le
咧	lit
詹	zim
瀑	buk
徘	pui
洶	hung
撼	ham
漓	lei
噓	heoi
噓	hoe
翹	kiu
楞	ling
呻	san
柵	caak
柵	saan
蠶	caam
兀	ngat
瑜	jyu
腥	seng
烘	hong
烘	hung
膨	paang
裘	kau
窘	kwan
蔥	cung
彪	biu
馭	jyu
綻	zaan
奕	jik
侃	hon
妾	cip
嘎	gaa
酌	zoek
閥	fat
孽	jip
篤	duk
庚	gang
襪	mat
炕	hong
炕	kong
嗯	ng
鏟	caan
瀉	se
陛	bai
柬	gaan
皓	hou
朦	mung
韶	siu
攢	cyun
攢	zaan
竇	dau
赦	se
檻	haam
槓	gong
槓	lung
熾	ci
轍	cit
奚	hai
繆	mau
稟	ban
憋	bit
箏	zaang
贓	zong
肇	siu
溯	sou
萎	wai
煎	zin
窯	jiu
汲	kap
匣	haap
咎	gau
茨	ci
藩	faan
叱	cik
忿	fan
頹	teoi
眶	hong
眶	kwaang
跋	bat
誡	gaai
僚	liu
譏	gei
鑿	zok
粥	zuk
朧	lung
趴	paa
葫	wu
熄	sik
蝴	wu
檐	jim
檐	sim
蔑	mit
辮	bin
嶄	zaam
炳	bing
帷	wai
絆	bun
逞	cing
飼	zi
拭	sik
敖	ngou
璇	syun
匡	hong
婷	ting
啤	be
啤	bi
啤	pe
悍	hon
蝦	haa
蠅	jing
圭	gwai
繹	jik
閘	zaap
虔	kin
蛛	zyu
杉	caam
蛙	waa
濺	zin
倏	suk
瞅	cau
靡	mei
螞	maa
懊	ou
樵	ciu
墅	seoi
咯	gok
咯	lok
擰	ling
擰	ning
篩	sai
芭	baa
眯	mai
眯	mei
眯	mi
炬	geoi
皁	zou
募	mou
橡	zoeng
戎	jung
嗣	zi
筷	faai
釐	lei
璧	bik
忖	cyun
婪	laam
唬	fu
嗽	sau
嗅	cau
稜	ling
楷	kaai
迸	bing
軋	zaat
睦	muk
涕	tai
蟹	haai
卦	gwaa
拯	cing
癮	jan
矚	zuk
瘡	cong
惕	tik
扒	baat
扒	paa
汰	taai
冗	jung
蒜	syun
椒	ziu
婁	lau
庵	am
峨	ngo
札	zaat
祠	ci
錠	ding
淌	tong
繃	bang
繃	maang
髓	seoi
怠	toi
霓	ngai
擂	leoi
漾	joeng
雛	co
禾	wo
骸	haai
苛	ho
靴	hoe
煒	wai
哺	bou
澗	gaan
渝	jyu
蕊	jeoi
亟	gik
鱗	leon
匈	hung
眺	tiu
輻	fuk
贖	suk
錐	zeoi
餚	ngaau
鋸	geoi
鋸	goe
疇	cau
恬	tim
誣	mou
窒	zat
蕪	mou
粟	suk
棕	zung
蹦	bang
沼	ziu
硯	jin
嘟	dou
虜	lou
睫	zit
糙	cou
茄	gaa
茄	ke
乒	bing
乒	ping
茹	jyu
扼	aak
溺	nik
驛	jik
櫥	cyu
隋	ceoi
頤	ji
乓	bam
乓	pong
桔	gat
桔	git
葦	wai
庇	bei
褐	hot
氓	man
澈	cit
瓏	lung
渦	gwo
渦	wo
鬢	ban
眩	jyun
瘤	lau
拴	saan
撩	liu
孺	jyu
隧	seoi
懾	sip
拈	nim
膳	sin
佟	tung
狽	bui
譴	hin
噢	o
噢	ou
沮	zeoi
曳	jai
磋	co
褥	juk
漬	zi
漬	zik
贅	zeoi
咚	dung
敝	bai
崎	kei
憫	man
霎	saap
錚	zaang
錚	zang
逍	siu
誅	zyu
轅	jyun
茜	sin
駒	keoi
閩	man
紊	man
冕	min
苔	toi
峙	ci
峙	si
闕	kyut
涅	nip
詣	ngai
悵	coeng
籬	lei
哆	do
霆	ting
盔	kwai
踱	dok
昊	hou
吭	hang
吭	hong
寅	jan
垢	gau
丞	sing
媛	wun
薔	coeng
弛	ci
琉	lau
攙	caam
靶	baa
捂	wu
遁	deon
晦	fui
嗜	si
嘍	lau
噬	sai
臻	zeon
咄	cyut
咄	deot
嚨	lung
阱	zing
唾	to
隴	lung
榆	jyu
恃	ci
吱	zi
汀	ting
躊	cau
脯	fu
脯	pou
賂	lou
筍	seon
雌	ci
酣	ham
遐	haa
芷	zi
恤	seot
鈍	deon
酥	sou
滌	dik
藻	zou
巳	zi
瞳	tung
萃	seoi
楠	naam
蹬	dang
摻	caam
瞿	keoi
酉	jau
祀	zi
躇	cyu
聆	ling
腑	fu
卉	wai
憊	baai
憊	bei
奄	jim
締	dai
肋	laak
肋	lak
彷	fong
彷	pong
簧	wong
髦	mou
嫣	jin
賃	jam
羈	gei
侈	ci
醇	seon
琵	pei
琅	long
羹	gang
迢	tiu
疚	gau
厥	kyut
馴	seon
搓	caai
搓	co
迦	gaa
褪	tan
娼	coeng
熒	jing
鐸	dok
秤	cing
秤	ping
惚	fat
勺	soek
勺	zoek
烹	bang
烹	paang
岑	sam
掣	zai
琶	paa
疤	baa
啪	baak
啪	paak
嫻	haan
翎	ling
箋	zin
寰	waan
俐	lei
圃	pou
殃	joeng
嘖	zaak
穗	seoi
睿	jeoi
窖	gaau
宦	waan
輒	zip
妞	nau
顱	lou
絳	gong
隅	jyu
儼	jim
峭	ciu
檀	taan
啃	hang
蕉	ziu
闌	laan
曦	hei
舵	to
毆	au
瑚	wu
梵	faan
嗤	ci
摹	mou
墾	han
椎	zeoi
悖	bui
韌	jan
韌	ngan
腮	soi
妍	jin
鎔	jung
栩	heoi
犀	sai
垮	kwaa
埠	fau
橙	caang
炙	zek
葵	kwai
睬	coi
砰	ping
殲	cim
婢	pei
柿	ci
吆	jiu
滬	wu
亥	hoi
岱	doi
捺	naat
鄂	ngok
濾	leoi
屜	tai
榴	lau
簫	siu
壟	lung
閔	man
凋	diu
粵	jyut
咋	zaa
詔	ziu
舶	bok
迂	jyu
渭	wai
釵	caa
釵	caai
邸	dai
哮	haau
繭	gaan
炫	jyun
瑾	gan
哽	ang
哽	gang
氈	zin
啄	doek
啄	doeng
藹	oi
匕	bei
祟	seoi
襖	ou
瑛	jing
拇	mou
攘	joeng
瀝	lek
瀝	lik
覷	ceoi
靳	gan
饅	maan
鴛	jyun
偕	gaai
綸	leon
沌	deon
筐	hong
嫋	niu
嫋	tiu
笙	sang
嬉	hei
悴	seoi
拽	jai
鵑	gyun
亢	gong
亢	kong
窪	waa
惘	mong
霹	pik
猖	coeng
戟	gik
僥	hiu
猾	waat
撮	cyut
幀	zing
悸	gwai
皋	gou
楣	mei
剿	caau
剿	ziu
忡	cung
輾	zin
芹	kan
墟	heoi
翟	zaak
芮	jeoi
渣	zaa
喔	o
趾	zi
掐	haap
綾	ling
磷	leon
竺	zuk
幌	fong
烙	lok
酋	jau
蠍	hit
蠍	kit
訕	saan
捻	nan
捻	nin
鴦	joeng
猩	sing
繚	liu
壑	kok
嗡	jung
嗡	ngap
瓢	piu
熔	jung
鉗	kim
寐	mei
鵲	coek
鵲	zoek
阜	fau
苞	baau
嗦	so
嗦	sok
癌	ngaam
愷	hoi
浚	zeon
簸	bo
曝	bou
曝	buk
甄	jan
嘈	cou
翌	jik
惰	do
捶	ceoi
黔	kim
綏	seoi
釁	jan
憔	ciu
吝	leon
珀	paak
殯	ban
褂	kwaa
螢	jing
墩	dan
墩	deon
褚	cyu
炊	ceoi
戮	luk
韜	tou
莞	gun
莞	wun
蜘	zi
醞	wan
嚕	lou
婭	aa
姍	saan
稠	cau
殉	seon
拗	aau
拎	ling
矗	cuk
瘩	daap
憚	daan
猝	cyut
偎	wui
瀆	duk
溉	koi
甥	sang
鷗	au
冢	cung
迥	gwing
縈	jing
絢	hyun
獰	ning
惺	sing
璋	zoeng
鏽	sau
倔	gwat
蓓	pui
磅	bong
磅	pong
孚	fu
垣	wun
屎	si
璞	pok
伽	gaa
惋	jyun
惋	wun
氧	joeng
犁	lai
淤	jyu
瀕	pan
揖	jap
淇	kei
匾	bin
蕙	wai
雹	bok
搔	sou
咦	ji
嫖	piu
扉	fei
扉	fit
惦	dim
隘	aai
橘	gwat
栓	saan
忱	sam
嘰	gei
誨	fui
潦	liu
潦	lou
岐	kei
沂	ji
篡	saan
麒	kei
貽	ji
鋤	co
疙	gat
疙	ngat
憨	ham
蕃	faan
漱	sau
黝	jau
謁	jit
拌	bun
蹊	hai
蹊	kai
袒	taan
矜	ging
沓	daap
嗆	coeng
蹌	coeng
屹	ngat
訥	nat
訥	neot
瀛	jing
磯	gei
沅	jyun
箍	ku
驥	kei
鏘	coeng
釗	ciu
噩	ngok
嵩	sung
瘟	wan
恙	joeng
珂	o
荔	lai
棣	dai
泌	bat
泌	bei
踴	jung
瘓	wun
踉	loeng
翡	fei
麓	luk
穹	kung
咪	mai
咪	mi
咪	miu
笠	lap
筵	jin
莖	ging
懦	no
捎	saau
騾	leoi
騾	lo
褒	bou
諫	gaan
嘮	lou
澱	din
礁	ziu
璽	saai
渲	syun
嚎	hou
詛	zo
鉢	but
暨	gei
暨	kei
喳	zaa
崛	gwat
憧	cung
痊	cyun
諄	zeon
佇	cyu
槳	zoeng
蓀	syun
弩	nou
骯	ong
弼	bat
筠	gwan
圳	zan
瀚	hon
毓	juk
煽	sin
卯	maau
掄	leon
薯	syu
梓	zi
騁	ping
懺	caam
汕	saan
畸	kei
卞	bin
瘸	ke
藕	ngau
蹙	cuk
萱	hyun
戍	syu
澎	paang
筱	siu
汛	seon
嗔	can
胥	seoi
佯	joeng
跤	gaau
掖	jik
毗	pei
菁	zing
椿	ceon
篆	syun
馱	do
馱	to
錨	maau
錨	naau
汾	fan
潺	saan
雋	syun
雋	zeon
嘀	dik
睞	loi
鯨	king
鸞	lyun
烽	fung
諦	dai
攫	fok
揍	zau
唆	so
剃	tai
淆	ngaau
颯	saap
蛾	ngo
膺	jing
臀	tyun
跺	do
闔	hap
帛	baak
滇	tin
盎	on
盎	ong
腎	san
踞	geoi
怦	ping
夙	suk
褻	sit
諜	dip
頷	ham
餌	nei
瑕	haa
嶼	jyu
嶼	zeoi
恣	zi
浣	wun
巔	din
纓	jing
佼	gaau
叟	sau
繮	goeng
邃	seoi
楨	zing
餒	neoi
沽	gu
蹭	sang
臾	jyu
燎	liu
呱	gwaa
亙	gang
踵	zung
漣	lin
蹺	hiu
蹺	kiu
廿	jaa
戌	seot
禎	zing
荀	seon
癲	din
滷	lou
芥	gaai
嵇	kai
粱	loeng
諭	jyu
枷	gaa
霏	fei
痰	taam
咀	zeoi
佬	lou
竣	zeon
鯉	lei
皎	gaau
繽	ban
靂	lik
朕	zam
蛟	gaau
伎	gei
涎	jin
咆	paau
湍	teon
鏗	hang
昕	jan
煦	heoi
巒	lyun
摳	kau
憬	ging
悻	hang
謗	pong
緋	fei
鸚	jing
稷	zik
鞘	ciu
璐	lou
塢	wu
哧	ci
俟	zi
攸	jau
恪	kok
吠	fai
撂	liu
蜒	jin
餡	haam
籟	laai
拄	zyu
蔗	ze
茸	jung
盅	zung
蹋	daap
輟	zyut
埔	bou
薊	gai
蠕	jyu
簌	cuk
秧	joeng
硫	lau
硝	siu
惻	cak
鎊	bong
抉	kyut
耘	wan
罔	mong
旌	zing
吮	syun
鑫	jam
蠱	gu
礫	lik
鈺	juk
鄔	wu
榕	jung
胭	jin
悚	sung
么	jiu
懿	ji
鱉	bit
暄	hyun
鰲	ngou
梟	hiu
汶	man
纂	zyun
諺	jin
躋	zai
唔	ceot
唔	m
泓	wang
靄	oi
狩	sau
掬	guk
賑	zan
蛤	gaap
蛤	gap
蛤	haa
漪	ji
捍	hon
袂	mai
惆	cau
樺	waa
揩	haai
葆	bou
幡	faan
菇	gu
椰	je
臧	zong
貳	ji
銬	kaau
皿	ming
簍	lau
偌	je
啜	zyut
湃	paai
謔	joek
冽	lit
嫵	mou
羔	gou
髻	gai
胚	pui
氮	daam
噗	pok
嫡	dik
閏	jeon
抿	man
渥	ak
訛	ngo
窿	lung
苓	ling
噎	jit
訶	ho
甬	jung
邯	hon
蛻	teoi
舔	tim
腆	tin
鐲	zuk
刨	paau
茉	mut
碾	nin
鷺	lou
忒	tik
叄	caam
匱	gwai
坯	pui
饞	caam
甭	bang
痺	bei
丕	pei
彝	ji
嗟	ze
鋁	leoi
唧	zek
唧	zik
杳	miu
鳩	gau
鳩	kau
帚	zau
坍	taan
祺	kei
噥	nung
甕	ung
遽	geoi
箕	gei
鵡	mou
暱	nik
癖	pik
琨	gwan
嬤	maa
貂	diu
蚌	pong
濮	buk
忻	jan
晁	ciu
覃	taam
嗒	dap
嗒	taap
樟	zoeng
橢	to
娣	dai
琥	fu
熠	jap
熠	saap
渙	wun
嗨	haai
嗨	hei
磐	pun
擄	lou
瑋	wai
茗	ming
贍	sim
猙	zang
紂	zau
燼	zeon
盂	jyu
躡	nip
榭	ze
徙	saai
坷	ho
曖	oi
摒	bing
剌	laat
晾	long
蘑	mo
憩	hei
璀	ceoi
蜿	jyun
翊	jik
呃	aak
呃	ak
鍍	dou
惴	zeoi
桀	git
偃	jin
舷	jin
舫	fong
餃	gaau
葷	fan
筏	fat
匝	zaap
攆	lin
茬	caa
濡	jyu
瞟	piu
崽	zoi
犢	duk
熹	hei
簪	zaam
餞	zin
皖	wun
荼	tou
臍	ci
閡	hat
玷	dim
蝠	fuk
禧	hei
羲	hei
涸	kok
諳	am
飆	biu
咫	zi
撬	giu
撬	hiu
愜	hip
檳	ban
泵	bam
氟	fat
羌	goeng
媲	pei
檬	mung
跛	bai
跛	bo
桅	wai
臆	jik
豚	tan
豚	tyun
杞	gei
癟	bit
肪	fong
緘	gaam
瘴	zoeng
饗	hoeng
蜷	kyun
俎	zo
鬟	waan
渤	but
腋	jik
柑	gam
馥	fuk
衢	keoi
醃	jim
醃	jip
瑙	nou
弈	jik
銓	cyun
喋	dip
慟	dung
喏	je
徇	seon
晟	sing
叼	diu
堰	jin
掂	dim
嚀	ning
鐫	zyun
扈	wu
詮	cyun
詰	kit
濘	ning
鹼	gaan
沏	cai
唁	jin
攣	lyun
瞰	ham
螃	pong
娓	mei
阪	baan
焊	hon
聿	leot
垛	do
涓	gyun
梆	bong
漳	zoeng
榨	zaa
漉	luk
膿	nung
嶇	keoi
儂	nung
獗	kyut
蝗	wong
謐	mat
芋	wu
噯	oi
捅	tung
邇	ji
愴	cong
嚓	caat
睽	kwai
蟠	faan
蟠	pun
硅	gwai
徨	wong
臼	kau
靚	leng
靚	zing
縹	piu
璨	caan
騫	hin
蘸	zaam
撾	wo
撾	zaa
戊	mou
氨	on
誹	fei
瘠	zek
瘠	zik
鱷	ngok
笆	baa
驊	waa
碳	taan
姣	gaau
姣	haau
蝨	sat
璜	wong
髏	lau
颼	sau
逵	kwai
轆	luk
蛀	zyu
胄	zau
欖	laam
曜	jiu
蝸	wo
痞	pei
疵	ci
烯	hei
藜	lai
搪	tong
橄	gaam
骼	gaak
癩	laai
癩	laat
㗎	gaa
㓤	gat
㓤	hot
㓤	kit
㷫	hing
㞹	ho
劏	tong
躝	laan
燶	nung
䟴	ngan
䢛	gwing
餸	sung
曇	taam
踹	caai
薈	wui
謨	mou
釜	fu
蟒	mong
藐	miu
宕	dong
壕	hou
盹	deon
麾	fai
痘	dau
珞	lok
鏤	lau
翱	ngou
汩	gwat
嗇	sik
糜	mei
鋅	san
鋅	sing
鵠	guk
鵠	huk
瞑	ming
幔	maan
槌	ceoi
嶸	wing
玖	gau
瞠	caang
泗	si
璉	lin
臊	sou
潢	wong
詼	fui
漩	syun
啻	ci
軼	jat
鐮	lim
睨	ngai
搐	cuk
莘	san
猷	jau
澇	lou
攥	zaan
黏	nim
呷	haap
霽	zai
賒	se
潼	tung
腺	sin
氫	hing
茁	zyut
俸	fung
楔	sit
籽	zi
蝙	pin
蹴	cuk
忑	tik
踝	waa
婕	zit
饃	mo
芻	co
峪	juk
杵	cyu
璣	gei
紉	jan
蟄	zat
噙	kam
贛	gam
鍬	ciu
廄	gau
啾	zau
褶	zip
囿	jau
靦	min
靦	tin
瘁	seoi
跚	saan
舀	jiu
壹	jat
掇	zyut
醺	fan
碘	din
擯	ban
髯	jim
懋	mau
苯	bun
禺	jyu
鼾	hon
蜓	ting
紈	jyun
紜	wan
榷	kok
緲	miu
忐	taan
欒	lyun
昱	juk
骷	fu
酵	haau
擻	sau
訖	gat
訖	ngat
捱	ngaai
隼	zeon
淄	zi
崢	zaang
湄	mei
荻	dik
泠	ling
煜	juk
斡	gun
斡	waat
敕	cik
瞌	hap
荃	cyun
斕	laan
韞	wan
隕	wan
懵	mung
眈	daam
皙	sik
牒	dip
囪	cung
嫗	jyu
鄲	daan
鈸	bat
鈸	but
櫛	zit
呸	pei
喟	wai
檸	ling
檸	ning
祚	zou
蹣	pun
驍	hiu
顰	pan
酪	lok
掰	baai
掰	maak
幗	gwok
蒿	hou
妲	daat
黍	syu
撣	daan
撣	sin
臃	jung
迤	ji
痙	ging
泯	man
灸	gau
戛	gaat
褸	lau
褸	leoi
餉	hoeng
柩	gau
裨	bei
裨	pei
鐺	caang
鐺	dong
頎	kei
繕	sin
湮	jan
嫦	soeng
箴	zam
瘧	joek
垠	ngan
膘	biu
羚	ling
仄	zak
猥	wai
颶	geoi
燁	jip
咂	zaap
躥	cyun
怵	zeot
箔	bok
飩	tan
剁	doek
皚	ngoi
黠	hat
黠	kit
萼	ngok
蟾	sim
賁	ban
賁	bei
陲	seoi
襤	laam
仞	jan
佃	din
麝	se
