一下	yixx
修水	xquv
修理业	xlye
修理厂	xlih
修葺	xqqi
修身洁行	xujh
修身洁行	xujx
修道院	xdyr
俯仰	fuyh
俯仰之间	fyvj
俯拾即是	fuju
俯拾皆市	fuju
俯瞰	fukj
俯视	fuui
俯首听命	futm
俺们	anmf
俾倪	bini
倍受	bwuz
倍数	bwuu
倏地	uudi
倏忽	uuhu
倒伏	dcfu
倒汗水	dhuv
倒泻	dcxp
倒泻箩蟹	dxlx
倒班	dcbj
倒立	dcli
倒米	dcmi
倒置	dcvi
倔头巷	jthh
倔头巷	jtxl
倔头路	jtlu
倔擂槌	jliv
倔犟	jtjl
倘能	thng
候机室	hjui
候车室	hiui
候选人	hxrf
候镬	hzho
候驾	hzjx
倚仗	yivh
倚势凌人	yulr
倚天	yitm
借一借	jyjp
借以	jpyi
借古喻今	jgyj
借咗聋耳陈只耳	jzle
借啲意	jdyi
借据	jpju
借支	jpvi
借故	jpgu
借机	jpji
借歪	jpwd
借箸代筹	jvdi
借读	jpdu
借调	jpdn
借贷	jpdd
借道	jpdc
倡议书	iyuu
倥偬	kszs
债券	vdqr
债务人	vwrf
债权人	vqrf
值勤	viqb
值日	viri
值此	vici
值班室	vbui
值钱	viqm
倾倒	qkdc
倾向性	qxxk
倾心	qkxb
倾心吐胆	qxtd
倾泄	qkxp
倾注	qkvu
倾泻	qkxp
倾耳注目	qevm
倾耳而听	qeet
倾覆	qkfu
倾角	qkjn
偃蹇	yjjm
假作	jxzo
假使	jxui
假借	jxjp
假假地	jjde
假假地	jjdi
假大空	jdks
假如	jxru
假想	jxxl
假戏	jxxi
假手于人	juyr
假扮	jxbj
假牙	jxya
假痴不癫	jibd
假肢	jxvi
假药	jxyc
假证	jxvg
假象	jxxl
假账	jxvh
假货	jxho
假途灭虢	jtmg
假释	jxui
偏听偏信	ptpx
偏好	pmhc
偏废	pmfw
偏瘫	pmtj
偓佺	woqr
偓促	wocu
做七	zoqi
做世界	zujp
做为	zoww
做乜	zomp
做乜	zonp
做人世	zrui
做低	zodi
做假	zojx
做出	zoiu
做功	zogs
做嘢	zoye
做客	zoke
做活	zoho
做生不如做熟	zubu
做绝	zojt
做账	zovh
做鬼做马	zgzm
停办	tkbj
停息	tkxi
停机坪	tjpk
停歇	tkxp
停滞	tkvi
停职	tkvi
停航	tkhh
停课	tkke
健身房	jufh
偲偲	sisi
偷人	tzrf
偷腥	tzxk
偷运	tzyy
偷鸡唔到蚀楂米	tjwm
傥荡	thdh
储值票	ivpn
储户	iuhu
储蓄所	ixso
储藏室	icui
储藏量	icll
傲人	aorf
傲游	aoyz
傲然矗立	aril
傲睨万物	anww
傻下傻下	uxux
傻事	uaui
傻傻更更	uugg
傻气	uaqi
像片	xlpm
像章	xlvh
僵化	jlhx
僵死	jlsi
僻价	pijp
僻价	pijx
儒将	rujl
儒教	rujn
兀自	wuzi
元件	yrjm
元曲	yrqu
充气	isqi
充盈	isyk
充饥	isji
先人	xmrf
先公后私	xghs
先哲	xmve
先嗰排	xgpd
先声	xmug
先天下之忧而忧后天下之乐而乐	xtxl
先天下之忧而忧后天下之乐而乐	xtxy
先导	xmdc
先手	xmuz
先是	xmui
先期	xmqi
先河	xmhe
先知	xmvi
先行	xmxk
先行者	xxve
先贤	xmxm
先进性	xjxk
先遣	xmqm
先遣队	xqdv
先锋队	xfdv
先驱者	xqve
光华	glhx
光合作用	ghzy
光大	glda
光彩夺目	gcdm
光明灿烂	gmcl
光暗掣	gaie
光栅	gluj
光波	glbo
光洁	gljp
光热	glre
光焰	glyj
光电子	gdzi
光纤	glxm
光绪	glxu
光脱脱	gtto
光荣榜	grbh
光趟	glth
光辉灿烂	ghcl
光风霁月	gfjy
克戟	keji
克扣	kekz
克林顿	kldy
克雷	kelw
免职	mmvi
兑付	dvfu
兑换券	dhqr
党中央	dvyh
党产	dhij
党代表	ddbn
党刊	dhkj
党务	dhwu
党史	dhui
党团	dhtr
党团员	dtyr
党委会	dwhv
党小组	dxzu
党性	dhxk
党总支	dzvi
党报	dhbc
党支部	dvbu
党政军	dvjy
党旗	dhqi
党禁	dhjb
党籍	dhji
党纪	dhji
党纪国法	djgf
党组织	dzvi
党群	dhqy
党规	dhgv
党锢	dhgu
党阀	dhfa
党风	dhfg
党龄	dhlk
兜鍪	dzmz
入世	ruui
入主	ruvu
入便	rubm
入便	rupm
入冬	ruds
入团	rutr
入土	rutu
入场券	riqr
入墙柜	rqgv
入墙柜	rqju
入夏	ruxx
入夜	ruye
入学	ruxt
入息	ruxi
入托	ruto
入时	ruui
入狱	ruyu
入画	ruhx
入神	ruuf
入肉	rurz
入魔	rumo
全乡	qrxl
全书	qruu
全优	qryz
全党	qrdh
全力	qrli
全区	qrou
全区	qrqu
全厂	qrih
全国性	qgxk
全境	qrjk
全天候	qthz
全套	qrtc
全家福	qjfu
全州	qrvz
全市	qrui
全托	qrto
全数	qruu
全日制	qrvi
全歼	qrjm
全球性	qqxk
全盛	qrug
全程	qrig
全线	qrxm
全路	qrlu
全身心	quxb
全运会	qyhv
全长	qrih
全集	qrji
全靠	qrkc
八卦掌	bgvh
八方支援	bfvy
八旗	baqi
八路军	bljy
公事	gsui
公仔书	gzuu
公使	gsui
公信	gsxb
公元	gsyr
公公	gsgs
公公婆婆	ggpp
公共场所	ggis
公决	gsjt
公判	gspj
公历	gsli
公器	gsqi
公国	gsgo
公婆	gspo
公子	gszi
公审	gsuf
公开信	gkxb
公开赛	gksd
公式化	guhx
公心	gsxb
公愤	gsff
公房	gsfh
公才公望	gcgw
公报	gsbc
公敌	gsdi
公有	gsyz
公有制	gyvi
公检法	gjfa
公民权	gmqr
公海	gshd
公物	gswu
公理	gsli
公益金	gyjb
公示	gsui
公私	gssi
公积金	gjjb
公粮	gsll
公认	gsrf
公证	gsvg
公诉人	gsrf
公路桥	glqn
公馆	gsgr
公鸡	gsji
六书	lquu
六亲无靠	lqwk
六月飞霜	lyfu
六畜	lqiu
兰州市	lvui
共事	gsui
共产党人	gidr
共同体	gtti
共和	gshe
共和党	ghdh
共度	gsdu
共推	gstv
共渡	gsdu
共生	gsug
共用	gsys
共管	gsgr
共聚	gsju
共舞	gswu
共计	gsji
共识	gsui
共谋	gsmz
共赏	gsuh
共进	gsjb
共需	gsxu
共青团	gqtr
共青团员	gqty
关怀备注	ghbv
关怀备至	ghbv
关汉卿	ghqk
关税	gruv
关系户	gxhu
关系网	gxwh
关节炎	gjyj
关键性	gjxk
兴云致雨	xyvy
兴亡	xkwh
兴修	xkxq
兴冲冲	xiis
兴利除害	xlih
兴味盎然	xwar
兴学	xkxt
兴许	xkxu
兴起	xkqi
兴高彩烈	xgcl
兵乱	bklr
兵力	bkli
兵变	bkbm
兵员	bkyr
兵家	bkjx
兵工厂	bgih
兵役	bkyi
兵役法	byfa
兵微将寡	bwjg
兵操	bkcc
兵站	bkvj
其一	qiyi
其义自见	qyzj
其势汹汹	quxx
其后	qihz
其奈我何	qnwh
其它	qita
其间	qijm
其馀	qiyu
典礼	dmli
典章	dmvh
典籍	dmji
养子	yhzi
养护	yhhu
养殖业	yvye
养殖场	yvih
养母	yhmu
养父	yhfu
养生之道	yuvd
养神	yhuf
养老金	yljb
养老院	ylyr
养路	yhlu
养身	yhuf
兼修	jmxq
兼具	jmju
兼听	jmtk
兼夹	jmga
兼夹	jmjx
兼容并包	jrbb
兼收	jmuz
兼管	jmgr
兼职	jmvi
兼营	jmyk
兼课	jmke
兼顾	jmgu
兽交	uzjn
兽医	uzyi
兽疫	uzyi
兽类	uzlw
冀南	jinj
内分泌	nfmi
内助	nwvu
内子	nwzi
内有	nwyz
内河	nwhe
内海	nwhd
内燃机	nrji
内经	nwjk
内脂	nwvi
内陆国	nlgo
内陆河	nlhe
内顾之忧	ngvy
冇乜	mcmp
冇乜	mcnp
冇交易	mjyi
冇修	mcxq
冇几何	mjhe
冇厘搭霎	mldu
冇厘神气	mluq
冇口齿	mkii
冇啖好食	mdhs
冇啖好食	mdhu
冇啖好食	mdhy
冇声气	muqi
冇尾飞砣	mwft
冇得	mcde
冇得	mcdw
冇得倾	mdqk
冇得顶	mddk
冇心机	mxji
冇手尾	muww
冇掩鸡笼	myjl
冇料	mcln
冇时定	mudk
冇晒表情	mubq
冇有怕	mypa
冇理由	mlyz
冇瘾	mcyb
冇相干	mxgj
冇眼睇	mydi
冇穿冇烂	miml
冇符	mcfu
冇米粥	mmvz
冇耳性	mexk
冇脑	mcnc
冇行	mchh
冇行	mcxk
冇计	mcji
冇记性	mjxk
冇谱	mcpu
冇走鸡	mzji
冇雷公咁远	mlgy
再不	zdbu
再审	zduf
再生产	zuij
再聊	zdln
再起	zdqi
冒进	mcjb
写字台	xztd
写意	xpyi
写手	xpuz
冚唪唥	kflh
冚家铲	kjij
冚旗	kjqi
冚档	kjdh
军中	jyvs
军乐团	jytr
军乐队	jydv
军事家	jujx
军令状	jlvl
军体	jyti
军兵种	jbvs
军分区	jfqu
军功	jygs
军功章	jgvh
军务	jywu
军国	jygo
军国主义	jgvy
军垦	jykf
军士	jyui
军委	jyww
军威	jyww
军属	jyuu
军工	jygs
军师	jyui
军徽	jyhv
军操	jycc
军政	jyvg
军旗	jyqi
军机	jyji
军法	jyfa
军烈属	jluu
军界	jyjp
军礼	jyli
军粮	jyll
军统	jyts
军职	jyvi
军衔	jyxm
军衣	jyyi
军装警员	jvjy
军资	jyzi
军转	jyvr
军转办	jvbj
军部	jybu
军需	jyxu
军马	jyma
军龄	jylk
农业国	nygo
农业税	nyuv
农事	nsui
农产品	nipb
农会	nshv
农副业	nfye
农场主	nivu
农妇	nsfu
农学	nsxt
农学院	nxyr
农家肥	njfw
农工	nsgs
农技	nsji
农时	nsui
农机	nsji
农机具	njju
农林	nslb
农牧业	nmye
农膜	nsmo
农舍	nsue
农谚	nsyj
农贷	nsdd
农资	nszi
冠军赛	gjsd
冠心病	gxbk
冠捷	grjp
冠绝一时	gjyu
冠群	grqy
冤家	yrjx
冤枉	yrwh
冤枉嚟瘟疫去	ywlq
冤枉路	ywlu
冤鬼	yrgv
冥王	mkwh
冥王星	mwxk
冧巴	lfba
冧庄	lfvl
冧歌	lfge
冧篷头	lptz
冬令营	dlyk
冬常服	difu
冬景	dsjk
冬暖夏凉	dnxl
冬泳	dsys
冬烘	dshs
冬瓜豆腐	dgdf
冬节	dsjp
冬衣	dsyi
冬运会	dyhv
冰刀	bkdc
冰壶秋月	bhqy
冰封大地	bfdd
冰封雪盖	bfxg
冰峰	bkfg
冰毒	bkdu
冰清玉润	bqyr
冲击波	ijbo
冲剂	isji
冲压	isya
冲开	iskd
冲撞	isvl
冲灯	isdg
冲积	isji
冲绳	isug
冲锋	isfg
冲锋枪	ifql
决不	jtbu
决定论	jdly
决意	jtyi
决无	jtmo
决无	jtwu
决案	jtan
决计	jtji
决赛权	jsqr
决非	jtfw
冷不防	lbfh
冷库	lgku
冷板凳	lbdg
冷语冰人	lybr
冻亲	dsqb
冻亲	dsqk
冻冰冰	dbbk
冻害	dshd
冻过水	dguv
净值	jkvi
净利	jkli
净化	jkhx
净重	jkvs
净面	jkmm
凄婉	qiwj
凄怆	qiil
准格尔	vger
准确性	vqxk
凉山	lluj
凉浸浸	ljjb
凉透	lltz
凌夷	lkyi
凌空	lkks
减仓	jmch
减免	jmmm
减刑	jmxk
减持	jmii
减灾	jmzd
凑啱	cznj
凑啱	czyj
凑效	czxn
凝胶	nkjn
凝药	nkyc
凝集	nkji
几何	jihe
几内亚	jnya
几时	jiui
几率	jilv
几种	jivs
凡人	fjrf
凡例	fjli
凡属	fjuu
凡属	fjvu
凡是	fjui
凤头猪肚	ftvd
凭陵	pklk
凯西	kdxi
凸出	tuiu
凸起	tuqi
出世	iuui
出世纸	iuvi
出乱子	ilzi
出事	iuui
出于	iuyu
出人意外	iryw
出以公心	iygx
出价	iujx
出众	iuvs
出使	iuui
出出进进	iijj
出击	iuji
出力	iuli
出厂	iuih
出厂价	iijx
出发地	ifdi
出发点	ifdm
出处	iuiu
出外	iuwd
出奇	iuqi
出嫁	iujx
出尽八宝	ijbb
出局	iuju
出工	iugs
出师	iuui
出师不利	iubl
出得厅堂入得厨房	idtf
出息	iuxi
出手	iuuz
出操	iucc
出术	iuuu
出术	iuvu
出格	iuge
出毛病	imbk
出气	iuqi
出污泥而不染	iwnr
出没	iumo
出浴	iuyu
出海	iuhd
出炉	iulu
出版物	ibwu
出狱	iuyu
出猫	iumc
出生率	iulv
出界	iujp
出监	iujm
出示	iuui
出神	iuuf
出租车	izie
出站	iuvj
出纳员	inyr
出线	iuxm
出线权	ixqr
出航	iuhh
出苗	iumn
出蛊惑	igho
出血	iuxp
出血	iuxt
出行	iuxk
出让	iurh
出访	iufh
出谋献策	imxc
出资	iuzi
出车	iuie
出轨	iugv
出阵	iuvf
出风头	iftz
击中	jivs
击剑	jijm
击打	jida
击毁	jihv
击破	jipo
击节叹赏	jjtu
击退	jitv
凼凼转	ddvr
函件	hjjm
凿空	zcks
凿穿	zcir
刀下	dcxx
刀仔锯大树	dzju
刀伤	dcuh
刀具	dcju
刀刃	dcrf
刀刻	dcke
刀削	dcxn
刀削	dcxt
刀口	dckz
刀耕火种	dghv
刁侨扭拧	dqnn
分之	ffvi
分公司	fgsi
分册	ffce
分分秒秒	ffmm
分分钟	ffvs
分列式	flui
分场	ffih
分居	ffju
分房	fffh
分晓	ffxn
分期	ffqi
分机	ffji
分析师	fxui
分校	ffxn
分母	ffmu
分水岭	fulk
分洪	ffhs
分界	ffjp
分等	ffdg
分米	ffmi
分红	ffhs
分给	ffgw
分给	ffji
分脏	ffzh
分设	ffue
分赴	fffu
分辩率	fblv
分辩率	fbuk
分部	ffbu
分野	ffye
分门别户	fmbh
分门别类	fmbl
切切	qpqp
切切实实	qquu
切削	qpxn
切实可行	qukx
切实有力	quyl
切忌	qpji
刊号	kjhc
刊头	kjtz
刊文	kjwf
刊载	kjzd
刍荛	iurc
刎颈	wfgg
刎颈	wfjk
刑事	xkui
刑事犯	xufj
刑戮	xklu
刑期	xkqi
刑罚	xkfa
刑讯	xkxy
划不来	hbld
划出	hxiu
划界	hxjp
划线	hxxm
列国	lpgo
列宁	lpnk
列宁主义	lnvy
列宁格勒	lngl
列强	lpql
列车员	liyr
刘伯承	lbig
刘伯温	lbwf
刘墉	lqys
刘备	lqbw
刘少奇	luqi
刘德华	ldhx
刘欢	lqhr
刘禅	lqij
刘禅	lquj
刘禹锡	lyxi
刘秀	lqxq
刘翔	lqxl
刘邦	lqbh
刚直不阿	gvbe
刚肠嫉恶	gije
刚肠嫉恶	gijw
创世	ilui
创伤	iluh
创刊号	ikhc
创利	illi
创始人	iurf
创维	ilww
创见	iljm
创造力	izli
创造性	izxk
初中生	ivug
初具	iuju
初具规模	ijgm
初创	iuil
初四	iusi
初夏	iuxx
初始	iuui
初审	iuuf
初小	iuxn
初战	iuvj
初战告捷	ivgj
初版	iubj
初生	iuug
初衷	iuvs
初试	iuui
初选	iuxr
删节	ujjp
判例	pjli
判决书	pjuu
判断力	pdli
判涣	pjhr
判罪	pjzv
利利是是	lluu
利利索索	llss
利器	liqi
利国	ligo
利害	lihd
利己	liji
利是封	lufg
利比亚	lbya
利物浦	lwpu
利益均沾	lyjv
利盟	limg
利诱	liyz
别具匠心	bjjx
别动队	bddv
别风淮雨	bfhy
刮龙	gxls
到会	dchv
到其时	dqui
到喉唔到肺	dhwf
到点	dcdm
到职	dcvi
到账	dcvh
制剂	viji
制动	vids
制备	vibw
制导	vidc
制度化	vdhx
制式	viui
制得过	vdgo
制成	viig
制成品	vipb
制服	vifu
制法	vifa
制片厂	vpih
制版	vibj
制盐	viyj
制程	viig
制药	viyc
制衣	viyi
制订	vidk
制造业	vzye
制造商	vzuh
制高点	vgdm
刹住	iavu
刹住	uavu
刺史	ciui
刺头	citz
刺戳	ciio
刺槐	cihk
刺激性	cjxk
刻划	kehx
刻毒	kedu
刽子手	gzuz
剂型	jixk
剃眼眉	tymw
剃须	tixu
削尖	xnjm
削尖	xtjm
削成	xnig
削成	xtig
前个排	qgpd
前人	qmrf
前人栽树后人乘凉	qrzl
前夫	qmfu
前头	qmtz
前奏曲	qzqu
前妻	qmqi
前敌	qmdi
前科	qmke
前程万里	qiwl
前程似锦	qisj
前站	qmvj
前端	qmdr
前线	qmxm
前苏联	qslm
前言	qmyj
前车可鉴	qikj
前车可鉴	qjkj
前送	qmss
前驱	qmqu
剑指	jmvi
剑术	jmuu
剔手边	tubm
剔除	tiiu
剞劂	jijt
剥光猪	bgvu
剥削阶级	bxjj
剥离	boli
剥落	bolo
剥蚀	boui
剦狗	yjgz
剧中人	jvrf
剧作者	jzve
剧变	jubm
剧种	juvs
剩番	ugfj
剩番	ugpj
剪刀	jmdc
剪刀差	jdia
剪子	jmzi
剪影	jmyk
剪枝	jmvi
剪纸	jmvi
剪裁	jmcd
副产品	fipb
副作用	fzys
副官	fugr
副手	fuuz
副教授	fjuz
副职	fuvi
副题	futi
副食	fuui
副食品	fupb
割地	gedi
割据	geju
割断	gedr
割禾青	ghqk
劏死牛	tsnq
力争上游	lvuy
力克	like
力士	liui
劝慰	qrww
办事处	buiu
办公桌	bgvo
办到	bjdc
办厂	bjih
办房	bjfh
办班	bjbj
办馆	bjgr
功业	gsye
功利	gsli
功名	gsmk
功底	gsdi
功德	gsde
功成不居	gibj
功成名遂	gims
功标青史	gbqu
功用	gsys
功绩	gsji
功薄蝉翼	gbiy
加之	jxvi
加仑	jxly
加以	jxyi
加价	jxjx
加元	jxyr
加剧	jxju
加力	jxli
加勒比	jlbi
加塞	jxsd
加宽	jxkr
加尔各答	jegd
加尔文	jewf
加州	jxvz
加工业	jgye
加工厂	jgih
加底	jxdi
加拿大	jnda
加沙	jxua
加班加点	jbjd
加班费	jbfw
加精	jxjk
加速器	jsqi
加速度	jsdu
加靳比	jjbi
加餸	jxss
加高	jxgc
务使	wuui
务农	wuns
务实	wuui
务虚	wuxu
劣质品	lvpb
动不动	dbds
动员令	dylk
动土	dstu
动机	dsji
动植物	dvwu
动武	dswu
动物学	dwxt
动画片	dhpm
动脑筋	dnjb
动议	dsyi
助听器	vtqi
助学金	vxjb
助我张目	vwvm
助推器	vtqi
助攻	vugs
助教	vujn
助理员	vlyr
助长	vuvh
努尔哈赤	nehi
劫机	jpji
劲头	jbtz
劳务费	lwfw
劳动力	ldli
劳动局	ldju
劳动日	ldri
劳动者	ldve
劳动节	ldjp
劳工	lcgs
劳役	lcyi
劳拉	lcla
劳教所	ljso
劳资	lczi
势不可当	ubkd
势凶夹狼	uxgl
势凶夹狼	uxjl
势利	uili
势力	uili
势单力薄	udlb
势头	uitz
势态	uitd
勃勃	bobo
勇于	ysyu
勇冠	ysgr
勇猛果敢	ymgg
勇猛精进	ymjj
勘误	kjwu
勤俭持家	qjij
勤务员	qwyr
勤杂工	qzgs
勤苦	qbku
勾地	gzde
勾地	gzdi
勾搭	gzda
勾通	gzts
匀巡	yyxy
匀循	yyxy
包产	bcij
包修	bcxq
包剪抌	bjvf
包围圈	bwqr
包工	bcgs
包干制	bgvi
包机	bcji
包涵	bchj
包租婆	bzpo
包钢	bcgh
包销	bcxn
包顶颈	bdgg
包顶颈	bdjk
匈牙利	xyli
化为泡影	hwpy
化公为私	hgws
化合物	hhwu
化学家	hxjx
化工厂	hgih
化肥	hxfw
化装	hxvl
化验单	hydj
化验单	hyij
化验单	hyuj
化验室	hyui
化骨龙	hgls
北伐	bwfa
北伐军	bfjy
北大仓	bdch
北宋	bwss
北极圈	bjqr
北极熊	bjxs
北电	bwdm
北纬	bwww
北航	bwhh
北芪	bwqi
北雁南飞	bynf
北面	bwmm
北风呼啸	bfhx
北麓	bwlu
匠心独运	jxdy
匡算	klsr
匣子	xxzi
匹夫	pifu
匹夫有责	pfyz
区委	quww
医书	yiuu
医保	yibc
医务	yiwu
医嘱	yivu
医大	yida
医大	yidd
医学院	yxyr
医师	yiui
医术	yiuu
医治	yivi
医用	yiys
医科	yike
医肚	yidu
医药费	yyfw
匼匝	keza
匼匝	qxza
匾额	bmee
匿埋	nimd
匿埋	nimj
十一月	uyyt
十三陵	uslk
十传百	uibd
十佳	uijx
十冬腊月	udly
十字	uizi
十字军	uzjy
十字路口	uzlk
十字车	uzie
十字车	uzju
十足十	uzui
十载寒窗	uzhi
千伏	qmfu
千千万万	qqww
千古绝唱	qgji
千叮咛	qdnk
千山万壑	quwh
千岁	qmsv
千差万别	qiwb
千斤	qmjb
千斤顶	qjdk
千百万	qbwj
千祁	qmqi
千虑一失	qlyu
千虑一得	qlyd
千载一时	qzyu
千里之堤	qlvd
千里眼	qlyj
千里马	qlma
千金	qmjb
千门万户	qmwh
千难万险	qnwx
千难万难	qnwn
升堂入室	utru
升幅	ugfu
升旗	ugqi
升格	ugge
升起	ugqi
升迁	ugqm
午夜	wuye
午宴	wuyj
午时	wuui
午间	wujm
半价	bjjx
半决赛	bjsd
半唐番	btfj
半唐番	btpj
半圆形	byxk
半壁江山	bbju
半壁河山	bbhu
半天吊	btdn
半导体	bdti
半封建	bfjm
半成品	bipb
半文盲	bwmh
半旧	bjjq
半晌	bjuh
半月刊	bykj
半点	bjdm
半球	bjqq
半自动	bzds
半边天	bbtm
华为	hxww
华工	hxgs
华灯初上	hdiu
华盛顿	hudy
华硕	hxuo
华章	hxvh
华罗庚	hlgg
华语	hxyu
华贵	hxgv
华阴	hxyb
协作	xpzo
协力	xpli
协议书	xyuu
卓识	voui
卓跞	voli
卓跞	volo
单个	djge
单产	djij
单企人	dqrf
单企人	iqrf
单企人	uqrf
单体	djti
单刀	djdc
单单	djdj
单吊西	ddxi
单吊西	idxi
单吊西	udxi
单子	djzi
单干	djgj
单打	djda
单打独斗	dddd
单打独斗	iddd
单打独斗	uddd
单机	djji
单片机	dpji
单片机	ipji
单片机	upji
单线	djxm
单细胞	dxbc
单行本	dxbf
单衣	djyi
单身汉	duhj
单车径	dijk
单车径	djjk
单车径	iijk
单车径	ijjk
单车径	uijk
单车径	ujjk
单边	djbm
单项	djxl
卖主	mdvu
卖仔莫摸头	mzmt
卖价	mdjx
卖儿鬻女	meyn
卖剩蔗	muve
卖咸鸭蛋	mxyd
卖国贼	mgzw
卖埠	mdbu
卖大包	mdbc
卖家	mdjx
卖方	mdfh
卖猪仔	mvzd
卖猪仔	mvzi
卖飞	mdfw
卖鱼佬洗身	mylu
南乳花生	nrhu
南京市	njui
南国	njgo
南宁市	nnui
南安	njan
南岭	njlk
南平	njpk
南昌市	niui
南朝鲜	nixm
南朝鲜	nvxm
南海	njhd
南纬	njww
南通	njts
南阳	njyh
南面	njmm
南麓	njlu
博古知今	bgvj
博命	bomk
博士后	buhz
博士生	buug
博大	boda
博学	boxt
博施济众	bujv
博物院	bwyr
博物馆	bwgr
博览	bolj
博采众长	bcvi
卜卜脆	bbcv
占先	vjxm
占有量	vyll
占领区	vlqu
卡特	kate
卡特	qxte
卡罅	kaxx
卡罅	qxxx
卡脖子	qbzi
卡莉	kali
卡莉	qxli
卢旺达	lwda
卢比	lubi
卢氏	luui
卤水	luuv
卧具	woju
卧车	woie
卫兵	wwbk
卫国	wwgo
卫士	wwui
卫戍	wwuu
卫戍区	wuqu
卫星城	wxig
卫生员	wuyr
卫生所	wuso
卫生纸	wuvi
卫生部	wubu
卫生间	wujm
卫生院	wuyr
卫队	wwdv
卬卬	ahah
卬卬	ahyh
卬卬	yhah
卬卬	yhyh
印刷业	yuye
印刷品	yupb
印刷机	yuji
印加	ybjx
印发	ybfa
印巴	ybba
印数	ybuu
印油	ybyz
印泥	ybni
印第安纳	ydan
印行	ybxk
印鉴	ybjm
危亡	wwwh
危危乎	wwhu
危及	wwji
危害性	whxk
危局	wwju
危急	wwji
危言危行	wywh
危言危行	wywx
危重	wwvs
危难	wwnj
即位	jiww
即便	jibm
即兴	jixk
即刻	jike
即可	jike
即时	jiui
即映即有	jyjy
即景	jijk
即系	jiji
即系	jixi
卵细胞	lxbc
卷子	jrzi
卸膊	xpbo
厂主	ihvu
厂子	ihzi
厂方	ihfh
厂矿	ihkl
厂规	ihgv
厂部	ihbu
历任	lirf
历史剧	luju
历史性	luxk
历史观	lugr
历届	lijp
历年	linm
历时	liui
历法	lifa
历险	lixm
厉兵秣马	lbmm
压制	yavi
压力锅	ylgo
压岁钱	ysqm
压强	yaql
压缩机	ysji
压轴戏	yvxi
厘印	liyb
厘印税	lyuv
厚实	hzui
厚德载物	hdzw
原主	yrvu
原则性	yzxk
原动力	ydli
原址	yrvi
原型	yrxk
原委	yrww
原子	yrzi
原子核	yzhe
原子钟	yzvs
原审	yruf
原形	yrxk
原意	yryi
原故	yrgu
原有	yryz
原木	yrmu
原样	yryh
原油	yryz
原点	yrdm
原物	yrwu
原状	yrvl
原稿	yrgc
原粮	yrll
原职	yrvi
原著	yrvu
去世	quui
去处	quiu
去粗取精	qcqj
去职	quvi
厾背脊	dbji
县城	xmig
县委	xmww
县市	xmui
县志	xmvi
县政	xmvg
县级	xmji
参事	cjui
参战	cjvj
参拜	cjbd
参照系	cvxi
参编	cjbm
参编	ufbm
参考书	ckuu
参观团	cgtr
参议	cjyi
参议会	cyhv
参议员	cyyr
参议院	cyyr
参谋部	cmbu
参谋长	cmih
参谋长	cmvh
参预	cjyu
参预	ufyu
叆叇	aidd
又惊又喜	yjyx
又红又专	yhyv
叉电	iadm
及其	jiqi
及早	jizc
及时雨	juyu
及格	jige
