的	dbd
団	tkc
囜	nks
囌	skh
囃	zkf
嚲	dwa
嚥	ykh
嚟	lkd
嚚	ykk
嚙	nkv
嚐	cko
嚄	aky
嚄	hky
噛	nkk
噏	hky
噏	xky
噉	dkw
噇	cka
噃	bkt
噂	zkc
噁	akx
噁	wkx
噀	xkc
嘽	cka
嘽	tka
嘩	hku
嘥	skr
嘢	yka
嘡	tkt
嘚	dkc
嘐	xkp
嘅	gke
嗻	zkh
嗹	lkz
嗱	nku
嗰	gkk
嗮	sky
嗊	gkb
嗊	hkb
喺	xox
営	yxk
喯	bkc
喫	ckd
喨	lkj
喤	hkw
喐	yek
喎	wkk
啹	kkk
啲	dkd
啱	nou
啱	you
啫	sko
啫	zko
啩	gkd
啢	lkr
啋	ckm
唶	cko
唦	skp
唥	lks
唞	dku
唞	tku
唖	yka
唓	cki
唎	lkd
哷	lkc
哱	bkz
哱	pkz
哣	dka
哣	pka
哢	lkc
哋	dkx
哃	tkk
咺	xka
咹	akn
咹	zkn
咲	gkd
咥	dkt
咡	ake
咗	zkg
咑	dkd
咍	hkk
咉	ykn
咈	fka
咇	bkx
咁	gka
呪	zke
呇	qdk
吅	skk
吅	xkk
叚	jvy
叚	xvy
叕	jyy
叕	lyy
叕	yyy
叕	zyy
収	svy
厾	dgs
厳	yxw
厖	mip
卹	xxe
卲	sed
卬	aep
卬	yep
単	cxa
単	dxa
単	sxa
卐	wxx
卍	wxx
卌	xaa
匽	ykn
匼	kkk
匼	qkk
匜	yky
勲	xhp
勩	ycl
勧	qrl
勦	cvl
勦	jvl
勠	lyl
勗	xol
勔	mal
劻	kkl
効	xwl
労	lxl
劄	zdv
剷	cdl
剰	sdp
剦	ydd
剤	jdw
剣	jdd
剟	ddy
剗	cdg
剕	fda
剒	cdc
剋	kdu
剋	kud
剅	lda
処	cwj
凘	sdj
凓	ldm
冧	lbm
冚	kbe
冔	xoa
冇	muk
円	yaa
兲	twb
児	aae
儸	lrf
儴	rry
儴	xry
儳	crd
儘	jrm
儅	drt
儁	jrg
僰	bra
僩	xro
僜	dra
僔	zrc
僎	zrc
僇	lrp
傚	xrw
傉	nrc
傃	srx
偺	zro
偯	yry
偭	mra
偡	zrv
偁	cra
倻	yre
倹	jrn
倴	brc
倧	zrx
値	zrv
倣	frw
倞	jrx
倞	lrx
倓	trh
倈	lrn
俶	cry
俶	try
俵	bry
俬	srs
俥	cri
俙	xrj
俔	qrj
俍	lrn
係	jps
係	jrx
係	xps
係	xrx
侹	trz
侷	jrk
侴	hrd
価	jrx
侘	crq
侂	trq
侁	sre
佽	crq
佸	hrk
併	brc
佢	qra
佖	brp
佈	brj
佁	crk
佁	yrk
伾	pra
伭	xrd
伝	crs
伝	zrs
伋	jrn
伈	xrx
仮	jry
仏	frs
亜	yaa
乸	nxd
乗	cpn
乗	spn
乂	ypn
丼	dad
両	lak
丏	mag
○	lvv
〇	loo
#jp	hhanji
㑇	zre
㑊	yrd
㑩	lrd
㑳	zre
㓥	tde
㓥	tdx
㕮	fkx
㕮	tkx
㖞	wkn
㘎	hkw
㘚	hkw
㙍	dty
㙘	ytn
㙦	xtr
㛃	jnf
㛚	tna
㛹	pnn
㟃	sek
㠇	jed
㠓	men
㤘	zxe
㥄	lxw
㥮	zxe
㧐	sfy
㧑	wfd
㧟	kfk
㩳	sfy
㫰	lon
㬊	hoy
㬎	xho
㬚	cow
㭎	gmx
㭕	qms
㮾	lmd
㰀	lmd
㳇	fdx
㳘	cde
㳚	ydd
㳠	ddz
㴔	sdx
㴔	ydx
㵐	jdq
㶲	yha
㶶	nhn
㸆	kha
㸌	hha
㺄	yqd
㻬	twv
㽏	gdc
㿠	hbg
䁖	lon
䂮	lfu
䃅	duu
䃎	zud
䅟	chp
䌹	jsk
䎃	ray
䎖	zby
䏝	zod
䏡	sox
䏲	dop
䏲	top
䐃	jok
䓖	qcl
䓛	fce
䓛	gce
䓛	qce
䓨	ycf
䓫	qck
䓬	zcu
䗖	dij
䗛	xij
䗪	zgi
䗴	tiz
䜣	xij
䜣	yij
䝙	cvk
䢺	cee
䢼	gec
䣘	tex
䥺	yjp
䥽	pjd
䦃	zjo
䲟	yae
䲠	cyo
䲢	toy
䴓	sna
䴔	jnw
䴕	lnd
䴖	jnf
䴗	jno
䴘	tnp
䴙	pnu
䶮	yld
万	wap
与	yaa
丑	cva
专	zad
业	yaa
丛	car
东	dad
丝	sav
丢	dps
两	lad
严	yai
丧	sun
个	gra
丰	faa
临	laa
为	wld
丽	lad
举	jxa
么	mps
么	yps
义	yxd
乌	wpa
乐	lpd
乐	ypd
乔	qpa
习	xga
乡	xvp
书	svd
买	mvd
乱	lpv
争	zda
于	yau
亏	keg
云	yes
亘	gaa
亚	yaa
产	clp
亩	mwt
亲	qlm
亵	xwy
亸	dwa
亿	yrg
仅	jry
仆	prd
从	crr
仑	lrv
仓	crv
仪	yrd
们	mrm
价	jra
众	zrr
优	yrd
伙	hrh
会	hrs
会	krs
伛	yrx
伞	sru
伟	wra
传	crd
传	zrd
伣	qrj
伤	srl
伥	crn
伦	lrv
伧	crv
伪	wrd
伫	zra
体	tra
余	yrh
佣	yra
佥	qra
侠	xrn
侣	lrk
侥	jre
侥	yre
侦	zrb
侧	crd
侧	zrd
侨	qra
侩	krs
侪	cra
侬	nrn
俣	yrd
俦	crc
俨	yri
俩	lrd
俪	lrd
俫	lrn
俭	jra
债	zrb
倾	qra
偬	zrx
偻	lrn
偾	frb
偿	crs
傥	tre
傧	brb
储	cro
傩	nrf
儿	apv
兌	dbe
兖	ywe
党	dxe
兰	lqe
关	gqd
兴	xxb
兹	cqs
兹	zqs
养	yya
兽	sbk
冁	cbn
内	nad
冈	gkx
册	cpa
冑	zao
冑	zyo
冗	rbj
写	xba
军	jbi
农	ndn
冯	fdm
冯	pdm
冲	cda
决	jdn
况	kde
冻	ddd
净	jda
凄	qdn
准	zdf
凉	ldx
减	jdk
凑	cdd
凛	ldx
几	jpg
凤	fjy
凫	fnj
凭	pjr
凯	kej
凶	xkx
击	jak
凿	zau
刍	cde
划	hdg
刘	ldw
则	zdb
刚	gdk
创	cdr
删	sdp
别	bdk
刬	cdg
刭	jdv
刹	cdx
刹	sdx
刽	gdr
刿	gde
剀	kde
剂	jdw
剐	gdk
剑	jdr
剥	bde
剧	jdu
劝	qyl
办	bld
务	wwl
劢	mal
动	del
励	lil
劲	jvl
劳	lcl
势	slf
勋	xkl
勚	ycl
勳	xpl
匀	yga
匦	gkj
匮	gkb
匮	kkb
区	akx
区	qkx
医	yku
华	hur
协	xud
单	cba
单	dba
单	sba
卖	mud
占	zak
卢	lau
卤	lax
卫	wea
却	qeu
卺	jvv
厂	cap
厅	tid
历	lil
厉	lip
压	yid
厌	yiq
厍	sii
厕	cid
厕	sid
厘	lia
厢	xio
厣	yia
厦	siw
厦	xiw
厨	cic
厩	jiv
厮	sij
县	xqs
参	csp
参	ssp
叄	sss
叆	aey
叇	dez
双	syy
发	fvd
变	bwy
叙	xry
叠	dyq
叶	xku
叶	yku
号	hkg
叹	tky
叽	jkj
吁	xku
吁	yku
后	hpk
吓	hkd
吓	xkd
吕	lkk
吗	mkm
吣	qkx
吨	dkv
听	tkj
启	qhk
吴	wkd
呐	nkd
呒	akv
呓	ykg
呕	akx
呖	lkl
呗	bkb
员	ybk
呙	gkd
呙	hkd
呙	wkd
呛	qkv
呜	wka
咏	ykn
咙	lkl
咛	nkd
咝	ska
咤	zkq
咨	zkd
咸	xgk
响	xkk
哑	yka
哒	dkz
哓	xke
哔	bku
哕	hkd
哕	ykd
哗	hku
哙	kks
哜	jka
哝	nkn
哟	ykd
唇	cik
唛	mkw
唝	gkb
唝	hkb
唠	lkl
唡	lkr
唢	skb
唤	hkn
啓	qkh
啧	zkb
啬	suk
啭	zkd
啮	nkk
啯	gkw
啰	lkd
啴	cka
啴	tka
啸	xka
喷	pkb
喽	lkn
喾	kxk
嗫	nky
嗳	aky
嘆	tkn
嘘	ska
嘘	xka
嘤	ykn
嘱	zkd
噜	lko
嚣	xkk
团	tkp
囪	cpx
园	yke
围	wka
囵	lkv
国	gkw
图	tkd
圆	ykb
圣	sty
圹	ktg
场	ctp
坂	bty
坏	htd
块	ktn
坚	jta
坛	tts
坜	ltl
坝	btb
坞	wta
坟	ftw
坠	zte
垄	ltl
垅	ltl
垆	ltu
垒	lts
垦	ktv
垩	ata
垫	dtf
垭	yta
垯	dtz
垱	dte
垲	ktv
垴	ntk
埘	stc
埙	xtb
埚	gtd
埯	atv
堑	qti
堕	dte
堕	hte
塆	wtg
墙	qtk
壮	zdu
声	sup
壳	kuj
壳	quj
壶	hua
壸	kua
处	cwd
备	bwt
复	frw
够	ggd
头	tdd
夸	kdg
夹	gan
夹	jan
夺	ddc
奁	ldx
奂	hdn
奋	fdt
奖	jdd
奥	apd
妆	zdn
妇	fne
妈	mnm
妝	zdn
妩	wnv
妪	ynx
妫	gnd
姗	sna
姹	cnq
娄	lmn
娅	yna
娆	rne
娇	jna
娈	lwn
娱	ynd
娲	wnr
娴	xnm
婳	hnk
婴	ynb
婵	cna
婶	sna
媭	xnp
媼	anm
嫋	nnd
嫒	any
嫔	pnb
嫱	qnk
嫺	xno
嬀	gnh
嬷	mns
孙	szx
学	xxz
孪	lwz
宁	nbd
宝	bbw
实	sbd
宠	cbl
审	sba
宪	xbe
宫	gbk
宽	kbj
宾	bbb
寝	qby
对	dyc
寻	xec
导	dvc
寿	sfc
将	jdc
尔	adx
尘	ctx
尝	cxs
尧	yae
尴	gjm
尸	svp
尽	jud
层	cus
屃	xbu
屉	tuv
届	jua
属	sud
属	zud
屡	lun
屦	jun
屿	yea
岁	sed
岂	qev
岖	qex
岗	gex
岘	xej
岙	ape
岚	lef
岛	dne
岩	yeu
岭	les
岳	ype
岽	ded
岿	kee
峃	xxe
峄	yea
峡	xen
峣	yee
峤	jea
峤	qea
峥	zea
峦	lwe
峰	fef
崂	lel
崃	len
崄	xea
崭	zej
嵘	rem
嵚	qeq
嵝	len
巅	dea
巩	ggd
巯	qvv
币	bpj
帅	saj
师	saj
帏	wja
帐	zjn
帘	lbj
帜	zjb
带	dfj
帧	zjb
帮	bjf
帱	cjc
帱	djc
帻	zjb
帼	gjw
幂	mbj
幞	fjn
干	gau
并	bqc
广	gdi
庄	zgt
庆	qgd
床	cgm
庐	lgh
庑	wgv
库	kgi
应	yga
庙	mga
庞	pgl
废	fgd
庼	qga
廪	lgx
开	kac
异	yvc
弃	qwc
弑	sxd
张	zgn
弥	mgx
弪	jgg
弯	wwg
弹	dga
弹	tga
强	jgi
强	qgi
归	gae
当	dxe
录	lvd
彟	hey
彦	ylp
彻	crd
征	zrv
径	jrg
徕	lrn
忆	yxg
忏	cxu
忧	yxd
忾	kxq
忾	xxq
怀	hxd
态	txd
怂	sxr
怃	wxv
怄	axx
怅	cxn
怆	cxv
怜	lxs
总	zxb
怼	dxy
怿	yxa
恋	lxw
恒	hxa
恳	kxv
恶	axa
恶	wxa
恸	txl
恹	yxq
恺	kxv
恻	cxd
恼	nxk
恽	yxi
悅	yxe
悫	qxu
悬	xxq
悭	qxt
悯	mxw
惊	jxx
惧	jxb
惨	cxp
惩	cxr
惫	bxw
惬	qxn
惭	cxj
惮	dxa
惯	gxb
愤	fxb
愦	kxb
愿	yix
慍	yxm
慑	sxy
慭	yax
懑	mxd
懒	lxb
懔	lxx
戆	gxl
戆	zxl
戋	jad
戏	xyg
戗	qrg
战	zag
戬	jag
戯	xhg
戶	hpu
扑	pfd
托	tfq
执	zfd
扩	kfg
扪	mfm
扫	sfe
扬	yfp
扰	rfd
抚	ffv
抛	pfl
抟	tfd
抠	kfx
抡	lfv
抢	cfv
抢	qfv
护	hfh
报	bfy
担	dfa
拟	nfr
拢	lfl
拣	jfd
拥	yfa
拦	lfs
拧	nfd
拨	bfd
择	zfa
挂	gft
挚	zuf
挛	lwu
挝	wfz
挝	zfz
挞	tfz
挟	jfn
挟	xfn
挠	nfe
挡	dfe
挢	jfa
挣	zfa
挤	jfa
挥	hfi
挦	xfc
捞	lfl
损	sfb
捡	jfa
换	hfn
捣	dfe
据	jfk
掳	lfl
掴	gfw
掷	zfe
掸	dfa
掸	sfa
掺	cfp
掺	sfp
掺	xfp
掼	gfb
揽	lfj
揿	qfq
搀	cfd
搁	gfk
搂	lfn
搅	jfj
搵	wfm
携	xfp
摄	nfy
摄	sfy
摅	sfx
摆	bfs
摇	yff
摈	bfb
摊	tff
撄	yfn
撑	cfu
撵	nfi
撷	xfa
撸	lfo
撺	cfa
擞	sfw
擡	tft
攒	cfb
攒	zfb
敌	dwp
敘	xwr
敛	lwr
敩	xxw
数	swm
斋	zwa
斓	lwd
斗	ddu
斩	zij
断	dmj
无	mav
无	wav
旧	jao
时	soc
旷	kog
旸	yop
昙	tos
昵	nov
昼	zua
昽	lol
显	xoa
晋	jao
晒	sox
晓	xoe
晔	you
晕	yoi
晖	hoi
暂	zoi
暅	xoa
暧	aoy
术	smd
朴	pmd
机	jmj
杀	sxm
杂	zjm
权	qmy
杠	gmg
条	twm
来	lan
杨	ymp
杩	mmm
杰	jhm
松	sms
极	jmn
构	gms
枞	cmr
枞	zmr
枢	smx
枣	zad
枥	lml
枧	jmj
枨	cmn
枪	qmv
枫	fmf
枭	xnm
柜	gma
柜	jma
柠	nmd
柺	gml
柽	cmt
栀	zmv
栅	cma
栅	sma
栅	zma
标	bmx
栈	zmg
栉	zme
栊	lml
栋	dmd
栌	lmi
栎	lmd
栎	ymd
栏	lms
树	smc
栖	qmx
栖	xmx
栗	lxm
样	ymy
栾	lwm
桠	yma
桡	nme
桡	rme
桢	zmb
档	dme
桤	qmv
桥	qma
桦	hmu
桧	gms
桧	hms
桨	jmd
桩	zmt
梁	lmd
梦	mmd
梲	zme
梼	cmc
梼	dmc
梼	tmc
梾	lmn
梿	lmz
检	jma
棂	lmh
棱	lmw
椁	gmz
椟	dmd
椠	qmi
椤	lmd
椭	tmo
楼	lmn
榄	lmj
榇	cmm
榈	lmk
榉	jma
榲	wmm
槚	jmb
槛	jmm
槛	kmm
槟	bmb
槠	zmo
横	hmb
樯	qmk
樱	ymn
橥	zmq
橱	cmc
橹	lmo
橼	ymn
檩	lmx
檯	tmt
欢	hyq
欤	yaq
欧	akq
歼	jdu
殁	mdy
殇	sdp
残	cdg
殒	ydb
殓	lda
殚	dda
殡	bdb
殴	aky
毁	hpy
毂	guy
毕	bua
毙	bav
毡	zmk
毵	ssm
氇	lmo
气	qrv
氢	qqg
氩	yqa
氳	yqm
汇	hdk
汉	hdy
汤	tdp
汹	xdk
沟	gds
没	mdy
沣	fdf
沤	adx
沥	ldl
沦	ldv
沧	cdv
沨	fdx
沩	wdd
沪	hdh
沪	hdx
沪	ldh
沪	ldx
泞	ndd
泪	ldo
泶	xxd
泷	ldl
泷	sdl
泸	ldu
泺	ldd
泻	xda
泼	pdd
泽	zda
泾	jdg
洁	jdk
洒	sdx
洼	wdt
浃	jdn
浅	qdg
浆	jdd
浇	jde
浈	zdb
浉	sdj
浊	zdi
测	cdd
浍	hds
浍	kds
济	jda
浏	ldd
浐	cdi
浑	hdi
浒	hdu
浒	xdu
浓	ndn
浔	xdc
涂	tdh
涌	yda
涛	tdc
涝	ldl
涞	ldn
涟	ldz
涠	wda
涡	gdr
涡	wdr
涢	ydb
涣	hdn
涤	ddm
润	rdw
涧	jdo
涨	zdn
涩	sdv
淀	ddr
渊	yda
渌	ldd
渍	zdb
渎	ddd
渐	jdj
渑	mdv
渑	sdv
渔	yda
渖	sda
渗	sdp
游	ydz
湾	wdg
湿	sda
溃	kdb
溅	jdg
溆	xdy
溫	wdm
溼	sdt
滗	bdm
滚	gdy
滞	zdj
滟	ydv
滠	sdy
满	mdd
滢	ydw
滤	ldx
滥	ldm
滦	ldm
滨	bdb
滩	tdf
滪	ydb
潆	yds
潇	xda
潋	ldw
潍	wdf
潙	wdh
潜	qdo
潴	zdo
澜	ldd
濑	ldb
濒	bda
灏	hda
灭	mah
灯	dhd
灵	leh
灾	zbh
灿	che
炀	yhp
炉	lhh
炖	dhv
炜	wha
炝	qhv
点	dha
炼	lhd
炽	chb
烁	shd
烂	lhs
烃	thg
烛	zhi
烟	yhd
烦	fha
烧	she
烨	yhu
烩	hhs
烫	thd
烬	jhd
热	rhf
焕	hhn
焖	mhx
焘	dhf
焘	thf
熏	xhp
爱	avy
爷	yfe
牍	dpd
牦	mnm
牵	qdn
牺	xnx
犊	dnd
状	zdq
犷	gqg
犸	mqm
犹	yqd
狈	bqb
狝	xqx
狞	nqd
独	dqi
狭	xqn
狮	sqj
狯	kqs
狰	zqa
狱	yqq
狲	sqx
猃	xqa
猎	lqo
猕	mqx
猡	lqd
猪	zqo
猫	mqt
猬	wqo
献	xuq
獭	tqb
玑	jwj
玙	ywa
玛	mwm
玮	wwa
环	hwd
现	xwj
玱	cwv
玱	qwv
玺	xdw
珐	fws
珑	lwl
珰	dwe
珲	hwi
琏	lwz
琐	swb
琼	qwx
瑶	ywf
瑷	awy
璎	ywn
瓒	zwb
瓮	wbw
瓯	akw
电	dav
画	hak
畅	cap
畴	ctc
疖	jbe
疗	lba
疟	nba
疟	yba
疠	lbp
疡	ybp
疬	lbl
疮	cbv
疯	fbf
疱	pbv
疴	kbk
痈	yba
痉	jbg
痒	yby
痖	yba
痨	lbl
痪	hbn
痫	xbm
痹	bba
瘅	dba
瘗	ybt
瘘	lbn
瘪	bbv
瘫	tbf
瘾	ybx
瘿	ybn
癞	lbb
癣	xby
癫	dba
皁	zbu
皑	abv
皱	zdp
皲	jbp
盏	zmg
盐	ymt
监	jma
盖	gmy
盗	dmd
盘	pmv
眍	kox
眦	zov
睁	zoa
睐	lon
睑	joa
瞒	mod
瞩	zod
矫	jua
矶	juj
矾	fud
矿	kug
砀	dup
码	mum
砖	zud
砗	cui
砚	yuj
砜	fuf
砺	lup
砻	llu
砾	lud
础	cuk
硕	sua
硖	xun
硗	que
硚	qua
确	quj
硵	lux
硷	jua
碍	auc
碛	qub
碜	cup
碱	juk
礼	lpv
祃	mpm
祎	ypa
祢	mpx
祯	zpb
祷	dpc
祸	hpd
禀	bwx
禄	lpd
禅	cpa
禅	spa
离	lwd
秃	thj
秆	ghu
种	cha
种	zha
秘	bhp
秘	mhp
积	jhb
称	chx
秽	hhd
秾	nhn
稅	she
稆	lhk
稣	sah
稳	whx
穑	shk
穷	qbl
窃	qbd
窍	qbg
窑	ybf
窜	cba
窝	wbd
窥	kbj
窦	dbd
窭	jbn
竈	zbe
竖	sla
竞	jle
笃	dvm
笋	svp
笔	bvm
笕	jvj
笺	jvg
笼	lvl
笾	bvz
筑	zvd
筚	bvu
筛	svj
筝	zva
筹	cvc
签	qva
简	jvo
箓	lvd
箦	zvb
箧	qvn
箨	tva
箩	lvd
箪	dva
箫	xva
篑	kvb
篓	lvn
篮	lvm
篱	lvs
簖	dvj
籁	lvb
籴	drm
类	lmd
籼	xme
粜	tem
粝	lmp
粤	ypg
粪	fmb
粮	lmn
糁	smp
糇	hmu
糉	zmw
糍	cms
紧	jas
絷	zsf
縕	wsm
縕	ysm
繮	jsa
纔	csd
纠	jsa
纡	ysu
红	hsg
纣	zsc
纤	qsu
纤	xsu
纥	gsg
纥	hsg
约	ysd
级	jsn
纨	wsd
纩	ksg
纪	jsv
纫	rsd
纬	wsa
纭	yss
纯	csv
纰	bsv
纰	psv
纱	ssp
纲	gsx
纳	nsd
纴	rsu
纵	zsr
纶	gsv
纶	lsv
纷	fsd
纸	zsq
纹	wsw
纺	fsf
纻	zsa
纽	nsa
纾	ssa
线	xsg
绀	gsc
绁	xsv
绂	fsd
练	lsd
组	zsq
绅	ssa
细	xst
织	zsb
终	zsd
绉	zse
绊	bsa
绋	fsa
绌	csk
绍	ssk
绎	ysa
经	jsg
绐	dsk
绑	bse
绒	rsu
结	jsk
绔	ksg
绕	rse
绖	dst
绗	hsd
绘	hss
给	gsk
给	jsk
绚	xso
绛	jsa
络	lsk
绝	jsv
绞	jsf
统	tse
绠	gsn
绡	xso
绢	jso
绣	xsp
绥	ssn
绦	tsm
继	jsv
绨	tsp
绩	jsb
绪	xso
绫	lsw
续	xsd
绮	qsk
绯	fsa
绰	csu
绱	ssk
绲	gsv
绳	ssv
维	wsf
绵	msj
绶	ssy
绷	bso
绸	csk
绺	lsk
绻	qsv
综	zsx
绽	zsr
绾	wsk
绿	lsd
缀	zsy
缁	zst
缂	ksg
缃	xso
缄	jsk
缅	msa
缆	lsj
缇	tsr
缈	msp
缉	jse
缊	wsm
缊	ysm
缋	hsb
缌	ssx
缍	dsa
缎	dsy
缏	bsn
缑	gsu
缒	zsz
缓	hsy
缔	dsj
缕	lsn
编	bsc
缗	mso
缘	ysn
缙	jso
缚	fsc
缛	rsc
缜	zsb
缝	fsz
缟	gsk
缠	csa
缡	lss
缢	ysm
缣	jsn
缤	bsb
缥	psx
缦	msy
缧	lss
缨	ysn
缩	ssb
缪	msp
缫	ssn
缬	xsa
缭	lsx
缮	ssk
缯	zso
缰	jsa
缱	qsz
缲	qsm
缲	ssm
缳	hsy
缴	jsw
缴	zsw
缵	zsb
罂	yfb
网	wkx
罗	lsd
罚	fsd
罢	bss
罢	pss
罴	phs
羁	jsm
羟	qyg
羡	xyr
群	qvy
翘	qay
翚	hyi
耢	lll
耧	lln
耸	ser
耻	cev
聂	ney
聋	lle
职	zeb
聍	ned
联	led
聩	keb
聪	cex
肃	sva
肠	cop
肤	fon
肮	aoj
肴	yxo
肾	soa
肿	zoa
胀	zon
胁	xod
胆	doa
胜	sof
胧	lol
胨	dod
胪	lou
胫	jog
胶	jof
脉	mon
脍	kos
脏	zot
脐	qoa
脑	nok
脓	non
脔	lwr
脚	joe
脫	toe
脶	lod
脸	loa
腊	loo
腊	xoo
腌	aov
腌	yov
腘	gow
腭	aog
腻	nod
腼	moa
腾	tom
膃	wom
膑	bob
膻	doa
膻	soa
臜	zob
臥	wkd
臺	ttu
舆	ypb
舣	yvd
舰	jvj
舱	cvv
舻	lvi
艰	jyn
艳	yfv
艺	ycg
节	jce
芈	maa
芗	xcp
芜	wcv
芦	lch
苁	ccr
苇	wca
苈	lcl
苋	xcj
苌	ccn
苍	ccv
苎	zca
苏	scd
苘	qck
苹	pcu
范	fcv
茎	jcg
茏	lcl
茑	ncn
茔	yct
茕	qcu
茧	jci
荆	jdc
荐	jcz
荙	dcz
荚	jcn
荛	rce
荜	bcu
荞	qca
荟	hcs
荠	jca
荠	qca
荡	dcp
荣	rcm
荤	hci
荥	xcd
荥	ycd
荦	lcn
荧	ych
荨	qcc
荨	xcc
荩	jcd
荪	scx
荫	yco
荬	mcd
荭	hcg
荮	zcc
药	ycd
莅	lcl
莱	lcn
莲	lcz
莳	scc
莴	wcd
莶	lca
莶	xca
获	hcq
莸	ycd
莹	ycw
莺	ycn
莼	ccv
萚	tca
萝	lcd
萤	yci
营	yck
萦	ycs
萧	xca
萨	sci
蒇	ccb
蒉	kcb
蒋	jcc
蒌	lcn
蓝	lcm
蓟	jcd
蓠	lcs
蓣	yca
蓥	ycj
蓦	mcm
蔥	ccx
蔷	qck
蔹	lcw
蔺	lcf
蔼	acv
蕰	ycm
蕲	qcj
蕴	ycm
薮	scw
藓	xcy
蘊	ycm
蘖	ncm
虏	lhl
虑	lhx
虚	xha
虫	cad
虬	qiv
虮	jij
虱	sgi
虽	ski
虾	xid
虿	cai
蚀	sui
蚁	yid
蚂	mim
蚕	cai
蚝	him
蚬	xij
蛊	gmi
蛎	lip
蛏	cit
蛮	mwi
蛰	zif
蛱	jin
蛲	nie
蛳	sij
蛴	qia
蛻	tie
蜗	wid
蜡	lio
蝇	yiv
蝈	giw
蝉	cia
蝎	xiv
蝼	lin
蝾	rim
螨	mid
蟏	xia
衅	xxa
衆	zxn
衔	xrd
衛	wrd
补	bpd
衬	cpc
衮	gwy
袄	apd
袅	nny
袆	hpa
袜	wpn
袭	xly
袯	bpy
装	zyd
裆	dpe
裈	kpi
裢	lpz
裣	lpa
裤	kpi
裥	jpo
褛	lpn
褴	lpm
覈	hxw
见	jkv
观	gyj
规	gaj
觅	mvj
视	spj
觇	caj
览	lja
觉	jxj
觊	jej
觋	xpj
觌	duj
觎	yrj
觏	gcj
觐	jcj
觑	qhj
觞	sjp
触	cji
觯	zja
誉	yxy
誊	tby
說	sye
說	yye
计	jyu
订	dyd
讣	fyd
认	ryr
讥	jyj
讦	jyu
讧	hyg
讨	tyc
让	rya
讪	sye
讫	qyg
讬	tyv
训	xya
议	yyd
讯	xyu
记	jyv
讲	jya
讳	hya
讴	ayx
讵	jya
讶	yyp
讷	nyd
许	xyu
讹	ayv
论	lyv
讼	sys
讽	fyf
设	syy
访	fyf
诀	jyn
证	zyv
诂	gyk
诃	hyk
评	pyu
诅	zyq
识	syb
识	zyb
诈	zya
诉	syd
诊	zyp
诋	dyd
诌	zye
词	cyk
诎	qyk
诏	zyk
译	yya
诒	dyk
诒	yyk
诓	kyw
诔	lyn
试	syd
诖	gyt
诗	syc
诘	jyk
诙	hyh
诚	cyv
诛	zyn
诜	sye
话	hyk
诞	dyv
诟	gyk
诠	qyw
诡	gyv
询	xyo
诣	yyo
诤	zya
该	gyr
详	xyy
诧	cyq
诨	hyi
诩	xyy
诫	jyd
诬	wyr
语	yyk
诮	qyo
误	wyd
诰	gyk
诱	yyp
诲	hyd
诳	kyw
说	sye
说	yye
诵	sya
诶	ayu
请	qyo
诸	zyo
诹	zyy
诺	nyk
读	dyd
诼	zyn
诽	fya
课	kyn
诿	wyn
谀	yyn
谁	syf
谂	syx
调	dyk
调	tyk
谄	cya
谅	lyx
谆	zyz
谇	syu
谈	tyh
谊	yyq
谋	mym
谌	cyv
谌	syv
谍	dym
谎	hyv
谏	jyn
谐	xyb
谑	xya
谒	yyv
谓	wyo
谔	ayg
谕	yyd
谖	xyy
谗	cyd
谘	zyk
谙	ayo
谚	yyp
谛	dyj
谜	myz
谝	pyc
谞	xyo
谟	myd
谠	dye
谡	syw
谢	xyc
谣	yyf
谤	byf
谥	sym
谦	qyn
谧	mym
谨	jya
谩	myy
谪	zyk
谫	jyd
谬	myp
谭	tyu
谮	zyo
谯	qyh
谰	lyd
谱	pyo
谲	jyk
谳	yyq
谴	qyz
谵	zyy
谶	cyg
贗	yib
贝	bkr
贞	zba
负	fbd
贡	gbg
财	cbp
责	zbf
贤	xba
败	bwb
账	zbn
货	hbr
质	zpb
贩	fby
贪	tbr
贫	pbb
贬	bbn
购	gbs
贮	zba
贯	gbv
贰	aqb
贱	jbg
贲	bbu
贳	sbc
贴	tbk
贵	gba
贶	kbe
贷	dbr
贸	mbp
费	fbv
贺	hbl
贻	ybk
贼	zbu
贽	zbf
贾	gbx
贾	jbx
贿	hbo
赀	zbv
赁	lbr
赂	lbk
赃	zbt
资	zbd
赅	gbr
赆	jbd
赇	qbd
赈	zbn
赉	lba
赊	sbx
赋	fbd
赌	dbo
赍	jbu
赎	sbd
赏	sbx
赐	cbp
赑	bbb
赒	zbk
赓	ggb
赔	pbk
赕	dbh
赖	lab
赘	zbf
赙	fbc
赚	zbn
赛	sbb
赜	zkb
赝	yib
赞	zbn
赠	zbo
赡	sby
赢	ywd
赣	glb
赵	zzx
赶	gzu
趋	qze
趱	zzb
趸	daz
跃	yzd
跄	qzv
跞	lzd
践	jzg
跶	dzz
跷	qze
跸	bzu
跹	xzz
跻	jza
踊	yza
踌	czc
踪	zzx
踬	zzb
踯	zze
蹑	nzy
蹒	pzd
蹰	czc
蹿	cza
躏	lzf
躜	zzb
躯	qux
车	caa
车	jaa
轧	giv
轧	yiv
轧	ziv
轨	gij
轩	xiu
轫	rid
转	zid
轭	aiv
轮	liv
软	riq
轰	hiy
轱	gik
轲	kik
轳	liu
轴	zia
轵	zib
