的	dbd
挥	hfi
挦	xfc
挨	afu
挽	wfv
挾	jfn
挾	xfn
捞	lfl
损	sfb
捡	jfa
换	hfn
捣	dfe
捨	ufk
据	jfk
捯	dfd
捲	jbv
捲	jfv
捵	dfb
捵	nfb
捽	zfu
掞	ufh
掞	yfh
掤	bfo
掳	lfl
掴	gfw
掷	vfe
掸	dfa
掸	ufa
掹	mfm
掺	ifp
掺	ufp
掺	xfp
掼	gfb
插	ifa
揕	vfv
揗	ufo
揭	jfv
揭	qfv
揳	xfd
揼	dfd
揽	lfj
揾	wfm
揿	qfq
搀	ifd
搁	gfk
搂	lfn
搅	jfj
搆	gfa
搊	ife
搒	bff
搒	pff
搔	sfi
搖	yff
搜	sfy
搣	mfa
搲	wfg
搵	wfm
携	xfp
搾	vfa
摄	nfy
摄	ufy
摅	ufx
摆	bfs
摇	yff
摈	bfb
摊	tff
摏	ifa
摛	ifs
摴	ifv
摽	bfx
撄	yfn
撏	xfc
撑	ifu
撚	nfh
撝	wfh
撢	dfu
撵	nfi
撷	xfa
撸	lfo
撺	cfa
擇	vfu
擇	zfu
擊	jui
擓	kfk
擔	dfk
據	jfn
擝	mfm
擞	sfw
擣	dfc
擭	hfy
擴	kfb
擽	lfm
擿	tfz
擿	vfz
攒	cfb
攒	zfb
攝	nfe
攝	ufe
攪	jfj
攰	gul
攰	lul
收	uwv
攽	bbw
效	xww
敌	dwp
敔	yww
敕	iwa
敛	lwr
敠	vyy
敩	xxw
數	uwa
斆	xwp
斋	vwa
斓	lwd
斗	ddu
斝	jku
斠	jcu
斩	vij
斶	iji
斷	dsj
旐	vfd
旞	sfz
无	mav
无	wav
旴	xoa
旵	ioe
时	uoc
旷	kog
旸	yop
旻	mow
旿	wou
昄	boy
昆	kov
昈	hoh
昉	fof
昒	hop
昙	tos
昡	xod
昣	vop
昤	los
昪	boc
昫	xok
昳	don
昳	yon
昵	nov
昺	bor
昽	lol
显	xoa
晅	xoa
晊	vot
晋	jao
晐	gor
晒	uox
晓	xoe
晔	you
晕	yoi
晖	hoi
晙	jow
晚	wov
晝	vva
晞	xoj
晢	vof
晪	tob
晫	vou
晱	uoh
暂	zoi
暅	xoa
暍	hov
暕	jon
暕	lon
暗	aoo
暘	yop
暧	aoy
暲	vou
暵	hod
暶	xor
暸	lox
暿	xok
曆	lio
曈	toa
曉	xoe
曌	vog
曏	xoe
曚	mon
曨	lol
曱	gka
曲	qaa
曾	cbo
曾	zbo
會	hro
會	kro
朏	foe
朏	koe
朓	tod
朘	jow
朮	umd
术	umd
朱	vpn
朳	bmb
朴	pmd
朸	lml
机	jmj
杀	uxm
杂	zjm
权	qmy
杄	qmu
杆	gmu
杕	dmd
杗	mwm
杙	ymd
杠	gmg
杧	mmw
杨	ymp
杩	mmm
杯	bmd
杰	jhm
杻	ima
杻	nma
松	sms
板	bmy
极	jmn
构	gms
枅	jmc
枍	ymv
枓	dmu
枞	cmr
枞	zmr
枣	zad
枥	lml
枧	jmj
枨	imn
枪	qmv
枫	fmf
枭	xnm
枱	cmk
枱	smk
枱	tmk
枲	xsm
枹	bmv
柈	bma
柈	pma
柊	vmd
柖	umk
柜	gma
柜	jma
柠	nmd
柤	vmq
柮	vme
柷	ime
柷	vme
柽	imt
栀	vmv
栅	cma
栅	uma
栅	vma
标	bmx
栈	vmg
栉	vme
栊	lml
栋	dmd
栌	lmi
栎	lmd
栎	ymd
栏	lms
栐	ymn
树	umc
栒	xmo
栖	qmx
栖	xmx
栗	lxm
栘	ymd
栟	bmc
栴	vmd
样	ymy
核	hmr
栻	umd
栾	lwm
桝	jma
桠	yma
桡	nme
桡	rme
桢	vmb
档	dme
桤	qmv
桥	qma
桦	hmu
桧	gms
桧	hms
桨	jmd
桩	vmt
桯	tmw
桯	ymw
桲	bmz
桹	lmn
梁	lmd
梂	qmd
梌	imh
梌	tmh
條	trm
梠	lmk
梡	kme
梣	img
梦	mmd
梱	kmm
梲	vme
梴	imz
梴	ymz
梹	bmb
梼	dmc
梼	imc
梼	tmc
梽	vmx
梾	lmn
梿	lmz
检	jma
棁	vme
棂	lmh
棐	fam
棓	bmk
棓	pmk
棡	gmk
棤	qmo
棧	vmg
棨	qhm
棪	ymh
棫	ymg
棬	jmv
棬	qmv
棶	lmn
棻	fcm
棽	img
棽	umg
椀	wmv
椁	gmz
椆	dmk
椆	imk
椆	vmk
椑	bmu
椓	vmn
椟	dmd
椠	qmi
椤	lmd
椪	pma
椭	tmo
椸	ymv
楒	smx
楙	mmm
楛	hmk
楛	kmk
楩	pmn
楪	dmm
楪	ymm
楯	dmo
楯	umo
榃	tmt
榄	lmj
榅	wmm
榇	imm
榈	lmk
榉	jma
榑	bmc
榑	fmc
榖	guy
榣	ymf
榮	rhm
榰	vmo
榲	wmm
槃	pmv
槚	jmb
槛	jmm
槛	kmm
槜	zmg
槟	bmb
槠	vmo
槤	lmz
槥	hme
槫	qmc
槫	tmc
槫	umc
槱	imh
槱	ymh
樂	lmv
樂	ymv
樓	lmn
樞	umk
樢	wnm
樣	ymn
横	hmb
樫	jmt
樯	qmk
樱	ymn
橑	lmx
橞	hmx
橥	vmq
橦	ima
橦	tma
橱	imc
橹	lmo
橼	ymn
橾	qmm
橾	umm
檞	jmn
檟	jmb
檢	jmr
檩	lmx
檮	dmc
檮	imc
檮	tmc
檵	jmv
檾	qhm
櫂	vmf
櫂	ymf
櫆	kmu
櫈	dmj
櫻	ymn
欂	bmc
權	qmf
欐	lml
欞	lmr
欢	hyq
欤	yaq
欲	ybq
欸	asq
欸	esq
欸	vsq
欻	ihq
欻	xhq
歅	yxq
歎	tcq
歐	okq
歔	xhq
歜	isq
歡	hcq
步	bvp
歴	liv
歷	liv
歸	gpe
歼	jdu
殁	mdy
殇	udp
殒	ydb
殓	lda
殘	cdg
殚	dda
殡	bdb
殣	jdf
殼	kuy
殼	quy
毁	hpy
毂	guy
毆	oky
毌	gvu
毌	wvu
每	mrd
毐	aup
毕	bua
毙	bav
毚	idd
毡	vmk
毬	qmd
毵	ssm
氇	lmo
气	qrv
氢	qqg
氣	qrm
氩	yqa
氲	yqm
氹	ddg
氹	tdg
氿	gdj
氿	jdj
汇	hdk
汈	dda
汉	hdy
汋	qdd
汋	vdd
汍	wdd
汎	fdd
汙	wdu
汤	tdp
汧	qdc
汫	jda
汭	rdd
汹	xdk
沄	yds
沇	yde
沈	udv
沊	ddd
沍	hda
沒	mdy
沖	ida
沘	bdp
沚	vdv
沟	gds
沣	fdf
沤	odx
沥	ldl
沦	ldv
沧	cdv
沨	fdx
沩	wdd
沬	mdn
沺	tdt
泂	jdk
泃	jdk
泇	jdk
泙	pdu
泛	fdn
泞	ndd
注	vdw
泪	ldo
泶	xxd
泷	ldl
泷	udl
泸	ldu
泺	ldd
泻	xda
泼	pdd
泽	zda
泾	jdg
洁	jdk
洑	fdq
洒	sdx
洩	xdp
洴	pdc
洸	gde
洼	wdt
浃	jdn
浆	jdd
浇	jde
浈	vdb
浉	udj
浊	vdi
测	cdd
浍	hds
浍	kds
济	jda
浏	ldd
浐	idi
浑	hdi
浒	hdu
浒	xdu
浓	ndn
浔	xdc
浛	hdk
浥	ydv
浬	ldt
涂	tdh
涉	udp
涛	tdc
涝	ldl
涞	ldn
涟	ldz
涠	wda
涡	gdr
涡	wdr
涢	ydb
涣	hdn
涤	ddm
润	rdw
涧	jdo
涨	vdn
涩	sdv
淀	ddr
淒	qdn
淚	ldq
淨	jda
淴	hdx
淺	qdg
渊	yda
渋	sdd
渌	ldd
渍	zdb
渎	ddd
渐	jdj
渑	mdv
渑	udv
渔	yda
渖	uda
渗	udp
渢	fdf
温	wdm
渴	kdv
游	ydz
湉	tdk
湜	udr
湧	ydl
湿	uda
溃	kdb
溅	jdg
溆	xdy
溈	wdh
溪	xdd
溮	udj
溳	ydb
滉	hdg
滗	bdm
滚	gdy
滟	ydv
滠	udy
满	mdd
滢	ydw
滤	ldx
滥	ldm
滦	ldm
滨	bdb
滩	tdf
滪	ydb
滯	vdj
滻	idf
滿	mdr
漓	lds
潆	yds
潇	xda
潋	ldw
潍	wdf
潛	qdo
潴	vdo
澜	ldd
澤	zdu
澦	yda
澾	ddz
濆	fdb
濑	ldb
濒	bda
濛	mdn
濟	jda
濬	jdo
濱	bdb
濾	ldx
瀍	idt
瀧	ldl
瀧	udl
瀨	ldb
瀰	mdx
灏	hda
灠	ldj
灣	wdg
灧	ydv
灭	mah
灵	leh
灶	zht
灾	zbh
灿	che
炀	yhp
炆	whw
炖	dhv
炜	wha
炝	qhv
炼	lhd
炽	ihb
烁	uhd
烂	lhs
烃	thg
烚	xhk
烛	vhi
烜	xha
烝	vhv
烟	yhd
烦	fha
烧	uhe
烨	yhu
烩	hhs
烫	thd
烬	jhd
热	rhf
烱	jhk
焌	jhw
焌	qhw
焕	hhn
焖	mhx
焗	jhk
焘	dhf
焘	thf
焜	khv
焠	chu
煆	xhy
煉	lhd
熏	xhp
燈	dhd
燊	uhm
燒	uhe
營	yhk
燬	hhy
燶	nhn
燻	xhh
爐	lhm
爟	ghf
爭	vva
爱	avy
爷	yfe
牍	dpd
牠	tnx
牤	mnv
牦	mnm
牵	qdn
牺	xnx
犇	bnn
犊	dnd
犧	xnd
状	vdq
犷	gqg
犸	mqm
犹	yqd
犺	kqj
狈	bqb
狉	pqa
狝	xqx
狞	nqd
狮	uqj
狯	kqs
狰	vqa
狱	yqq
狲	sqx
狹	xqn
猃	xqa
猎	lqo
猕	mqx
猡	lqd
猪	vqo
猫	mqt
猬	wqo
獎	jdq
獨	dqi
獫	xqr
獭	tqb
獮	xqx
獴	mqn
獵	lqv
獸	ukq
獻	xhq
玑	jwj
玕	gwu
玘	qwv
玙	ywa
玛	mwm
玠	jwa
玥	ywo
玦	jwn
玮	wwa
环	hwd
现	xwj
玱	cwv
玱	qwv
玺	xdw
珅	uwa
珐	fws
珑	lwl
珢	kwy
珢	ywy
珣	xwo
珮	pwj
珰	dwe
珲	hwi
珺	jwk
琇	xwp
琍	lwd
琏	lwz
琐	swb
琤	iwa
琭	lwd
琼	qwx
瑄	xwa
瑲	cwk
瑲	qwk
瑶	ywf
瑷	awy
璈	aww
璎	ywn
璟	jwx
璠	fwt
璫	dwt
璵	ywb
璿	xwo
瓒	zwb
瓣	bgu
瓫	pbw
瓮	wbw
瓯	okw
甦	saa
甦	saf
甴	zka
电	dav
畅	iap
畑	tht
畫	haa
畬	urt
畬	yrt
畴	itc
當	dxt
疊	dtq
疖	jbe
疗	lba
疟	nba
疟	yba
疠	lbp
疡	ybp
疬	lbl
疮	ibv
疯	fbf
疱	pbv
疴	kbk
症	vbv
痈	yba
痉	jbg
痒	yby
痖	yba
痨	lbl
痪	hbn
痫	xbm
痺	bbu
痺	pbu
瘅	dba
瘗	ybt
瘘	lbn
瘦	uby
瘪	bbv
瘫	tbf
瘭	bbx
瘾	ybx
瘿	ybn
癞	lbb
癣	xby
癫	dba
發	fvy
皂	zbq
皑	abv
皕	bab
皱	vdp
皲	jbp
盉	hmh
盏	vmg
盐	ymt
监	jma
盖	gmy
盘	pmv
盜	dmd
盡	jmv
盦	amr
盪	dmd
眍	kox
眛	mon
眦	zov
眾	vsr
睁	voa
睐	lon
睑	joa
睒	uoj
睪	gsu
睺	hou
瞇	moz
瞒	mod
瞓	foa
瞓	xoa
瞜	lon
瞩	vod
瞭	lox
瞶	kob
矩	jua
矫	jua
矶	juj
矻	kug
矾	fud
矿	kug
砀	dup
码	mum
砆	fun
砖	vud
砗	iui
砚	yuj
砜	fuf
砢	luk
砲	piv
砵	bia
砺	lup
砻	llu
砾	lud
础	iuk
硕	uua
硖	xun
硗	que
硚	qua
确	quj
硵	lux
硷	jua
碁	qqu
碍	auc
碎	suu
碔	wud
碛	qub
碜	iup
碥	buc
碱	juk
磑	wud
磠	lux
磡	kul
磾	dua
礄	quk
礌	lut
礒	yud
礵	uio
祂	tpx
祃	mpm
祇	qpq
祇	vpq
祊	bpf
祎	ypa
祐	ypk
祕	bpp
祕	mpp
祢	mpx
祫	xpk
祯	vpb
祷	dpc
祸	hpd
禀	bwx
禄	lpd
禕	ypa
禘	dpj
禚	vph
禡	mpm
禪	ipa
禪	upa
禮	lpd
离	lwd
私	shs
秃	thj
秆	ghu
秋	qhh
种	iha
种	vha
积	jhb
秽	hhd
秾	nhn
稆	lhk
税	uhe
稖	phk
稜	lmw
稣	sah
稱	iha
稳	whx
稻	dha
穇	chp
穎	ypa
穑	shk
穗	shx
穠	nhn
穩	whx
穫	hhy
穭	lho
穰	rhy
穷	qbl
窍	qbg
窑	ybf
窜	cba
窝	wbd
窣	sbu
窥	kbj
窦	dbd
窭	jbn
窸	xxb
竊	qbs
竑	hls
竖	ula
竚	vld
竞	jle
笃	dvm
笋	svp
笔	bvm
笕	jvj
笺	jvg
笼	lvl
笾	bvz
筊	jvx
筑	vvd
筚	bvu
筛	uvj
筝	vva
筴	jvn
筹	ivc
筻	gvn
签	qva
简	jvo
箇	gvk
箓	lvd
箦	zvb
箧	qvn
箨	tva
箩	lvd
箪	dva
箫	xva
篑	kvb
篓	lvn
篠	xvm
篮	lvm
篱	lvs
簖	dvj
簽	qvr
籁	lvb
籔	uvw
籙	lvd
籴	drm
类	lmd
籼	xme
粃	bmp
粃	pmp
粜	tem
粝	lmp
粤	ypg
粦	lma
粪	fmb
粮	lmn
粹	cmu
粽	zmx
糁	ump
糇	hmu
糈	xmo
糍	cms
糰	tmc
糺	jsv
系	jps
系	xps
紘	hss
紝	rsu
紧	jas
紬	ysa
紵	vsa
絅	jsk
絎	hsd
絰	dst
絲	sss
絷	vsf
經	jsg
綟	lsq
綠	lsd
綯	tsf
綳	bso
緔	usk
緣	ysn
緤	xsm
緤	ysm
縕	wsm
縕	ysm
縣	xqs
縱	zsr
縴	qsn
縴	xsn
縺	lsz
總	zsx
繐	shx
繡	xsa
繩	usv
繪	hso
繫	jsa
繫	xsa
繻	xsa
繼	jsv
繿	lsm
續	xsb
纖	qsg
纖	xsg
纠	jsa
纡	ysu
红	hsg
纣	vsc
纤	qsu
纤	xsu
纥	gsg
纥	hsg
约	ysd
级	jsn
纨	wsd
纩	ksg
纪	jsv
纫	rsd
纬	wsa
纭	yss
纯	isv
纰	bsv
纰	psv
纱	usp
纲	gsx
纳	nsd
纴	rsu
纵	zsr
纶	gsv
纶	lsv
纷	fsd
纸	vsq
纹	wsw
纺	fsf
纻	vsa
纽	nsa
纾	usa
线	xsg
绀	gsc
绁	xsv
绂	fsd
练	lsd
组	zsq
绅	usa
细	xst
织	vsb
终	vsd
绉	vse
绊	bsa
绋	fsa
绌	isk
绍	usk
绎	ysa
经	jsg
绐	dsk
绑	bse
绒	rsu
结	jsk
绔	ksg
绕	rse
绖	dst
绗	hsd
绘	hss
给	gsk
给	jsk
绚	xso
绛	jsa
络	lsk
绝	jsv
绞	jsf
统	tse
绠	gsn
绡	xso
绢	jso
绣	xsp
绥	ssn
绦	tsm
继	jsv
绨	tsp
绩	jsb
绪	xso
绫	lsw
续	xsd
绮	qsk
绯	fsa
绰	isu
绱	usk
绲	gsv
绳	usv
维	wsf
绵	msj
绶	usy
绷	bso
绸	isk
绺	lsk
绻	qsv
综	zsx
绽	vsr
绾	wsk
绿	lsd
缀	vsy
缁	zst
缂	ksg
缃	xso
缄	jsk
缅	msa
缆	lsj
缇	tsr
缈	msp
缉	jse
缊	wsm
缊	ysm
缋	hsb
缌	ssx
缍	dsa
缎	dsy
缏	bsn
缑	gsu
缒	vsz
缓	hsy
缔	dsj
缕	lsn
编	bsc
缗	mso
缘	ysn
缙	jso
缚	fsc
缛	rsc
缜	vsb
缝	fsz
缟	gsk
缠	isa
缡	lss
缢	ysm
缣	jsn
缤	bsb
缥	psx
缦	msy
缧	lss
缨	ysn
缩	ssb
缪	msp
缫	ssn
缬	xsa
缭	lsx
缮	usk
缯	zso
缰	jsa
缱	qsz
缲	qsm
缲	ssm
缳	hsy
缴	jsw
缴	vsw
缵	zsb
缹	fhf
缺	qfn
罂	yfb
罃	yfh
罈	tfu
罉	cru
罐	gff
网	wkx
罗	lsd
罚	fsd
罢	bss
罢	pss
罴	phs
羁	jsm
羓	byv
羟	qyg
羡	xyr
群	qvy
翀	iya
翘	qay
翚	hyi
翬	hyi
耇	gtk
耏	eap
耏	nap
耑	dea
耖	ilp
耠	hlk
耢	lll
耤	jlo
耧	lln
耮	lll
耰	ymy
耲	hly
耸	ser
耻	iev
聂	ney
聋	lle
职	veb
聍	ned
联	led
聤	ted
聩	keb
聪	cex
聲	uue
聽	tex
肃	sva
肅	sva
肏	crr
肠	iop
肤	fon
肮	aoj
肴	yxo
肶	bop
肸	xou
肾	uoa
肿	voa
胀	von
胁	xod
胄	vao
胈	boy
背	boa
胜	uof
胠	qos
胡	huo
胣	ioy
胧	lol
胨	dod
胪	lou
胫	jog
胶	jof
脉	mon
脍	kos
脏	zot
脐	qoa
脑	nok
脓	non
脔	lwr
脚	joe
脟	loc
脤	uoy
脰	doa
脱	toe
脶	lod
脷	lod
脸	loa
脿	boy
腊	loo
腊	xoo
腌	aov
腌	yov
腍	rox
腒	jok
腘	gow
腦	nox
腨	uoa
腭	eog
腯	too
腻	nod
腼	moa
腽	wom
腾	tom
膑	bob
膕	goa
膙	joi
膞	voc
膻	doa
膻	uoa
膽	dok
臑	noa
臜	zob
臢	zob
致	vwa
臺	ttu
舆	ypb
與	ypb
舊	jca
舠	dvd
舡	gvg
舣	yvd
舥	pvb
舰	jvj
舱	cvv
舲	lvs
舻	lvi
艅	yvh
艎	hvw
艰	jyn
艳	yfv
艴	fvv
艷	yfv
艺	ycg
节	jce
芃	pcd
芈	maa
芗	xcp
芜	wcv
芠	wcw
芣	fcx
芦	lch
芼	mcm
苁	ccr
苇	wca
苈	lcl
苉	pce
苋	xcj
苌	icn
苍	ccv
苎	vca
苏	scd
苔	tck
苘	qck
苳	dcd
苹	pcu
苾	bcp
茀	fca
范	fcv
茋	vcd
茏	lcl
茑	ncn
茓	xcb
茔	yct
茕	qcu
茚	yce
茝	ick
茧	jci
茽	vca
荁	hca
荄	gcr
荆	jdc
荐	jcz
荓	pcc
荖	lcp
荙	dcz
荚	jcn
荛	rce
荜	bcu
荞	qca
荟	hcs
荠	jca
荠	qca
荡	dcp
荣	rcm
荤	hci
荥	xcd
荥	ycd
荦	lcn
荧	ych
荨	qcc
荨	xcc
荩	jcd
荪	scx
荫	yco
荬	mcd
荭	hcg
荮	vcc
药	ycd
莅	lcl
莊	vcu
莖	jcg
莙	jck
莝	cct
莱	lcn
莲	lcz
莳	ucc
莴	wcd
莶	lca
莶	xca
获	hcq
莸	ycd
莹	ycw
莺	ycn
莼	icv
莿	ccd
菂	dcd
菉	lcd
菍	ncx
菍	rcx
菼	tch
萚	tca
萝	lcd
萣	dcr
萤	yci
营	yck
萦	ycs
萧	xca
萨	sci
萩	qch
萬	wcd
萳	ncu
萹	bcc
葎	lca
葓	hcb
葖	tcq
葤	vcc
葧	bcl
葯	ycd
葰	jcw
葱	ccx
葴	vcg
蒄	gcc
蒇	icb
蒈	kcb
蒉	kcb
蒋	jcc
蒌	lcn
蒐	scg
蒐	scs
蒗	lcn
蒙	mcn
蒟	jck
蒨	qco
蒭	ice
蒱	pcf
蒻	rcd
蓂	mcb
蓇	gco
蓏	lcg
蓝	lcm
蓟	jcd
蓠	lcs
蓢	lco
蓣	yca
蓥	ycj
蓦	mcm
蔀	bce
蔃	qci
蔆	lcw
蔈	bcx
蔊	hcu
蔑	mcd
蔷	qck
蔹	lcw
蔺	lcf
蔼	acv
蕗	lck
蕰	ycm
蕲	qcj
蕴	ycm
薀	ycm
薁	ycd
薘	dcz
薢	xcn
薮	scw
薳	wcz
薳	ycz
薴	ncd
薴	vcd
薸	pcx
薿	ncr
藏	cca
藏	zca
藓	xcy
藝	ycs
藟	lct
藠	jcb
藥	ycm
藦	mcu
藨	bch
藨	pch
藭	qcg
藷	uco
藷	vco
蘀	tcu
蘖	ncm
蘗	ncm
蘘	rcy
蘞	lcw
虏	lhl
虑	lhx
虒	spj
虓	xjj
處	ihj
虚	xha
號	hkj
虤	yhj
虬	qiv
虮	jij
虱	ugi
虷	hiu
虸	ziz
虽	ski
虾	xid
虿	iai
蚀	uui
蚁	yid
蚂	mim
蚄	bif
蚄	fif
蚆	biv
蚝	him
蚬	xij
蚲	piu
蛃	bir
蛊	gmi
蛎	lip
蛏	iit
蛰	vif
蛱	jin
蛲	nie
蛳	sij
蛴	qia
蜅	pzd
蜎	yio
蜐	jil
蜕	tie
蜗	wid
蜡	lio
蜰	xio
蝇	yiv
蝈	giw
蝉	iia
蝎	xiv
蝘	yik
蝲	lid
蝼	lin
蝾	rim
螋	siy
螠	yim
螢	yhi
螣	toi
螨	mid
螮	dij
螱	wui
蟏	xia
蟫	xiu
蟫	yiu
蟲	iii
蠋	vii
蠟	liv
蠨	xia
蠶	cai
蠻	mis
衃	pxa
衅	xxa
衎	krd
衒	xrd
衔	xrd
衚	hrd
衠	vrd
补	bpd
表	bfy
衬	ipc
衮	gwy
衹	vpq
袄	apd
袅	nny
袆	hpa
袗	vpp
袜	wpn
袪	qps
袭	xly
袯	bpy
裆	dpe
裇	spx
裈	kpi
裊	nny
裛	ywy
裝	vyd
裡	lpt
裢	lpz
裣	lpa
裤	kpi
裥	jpo
裯	ipk
複	fpw
褌	kpi
褔	fpt
褕	ypd
褘	hpa
褛	lpn
褟	tpy
褴	lpm
襇	jpo
襏	bpy
襬	byv
襴	lpn
覯	gaj
覺	jpj
覽	ljk
觀	gyj
见	jkv
观	gyj
规	gaj
觅	mvj
视	upj
觇	iaj
览	lja
觉	jxj
觊	jej
觋	xpj
觌	duj
觎	yrj
觏	gcj
觐	jcj
觑	qhj
觞	ujp
觯	vja
觸	iji
訢	xij
訢	yij
詑	iyv
誂	dyd
誂	tyd
誊	tby
諝	xyo
謚	uym
謠	yyf
證	vyd
譭	hyy
譯	yyu
譸	uyc
譽	ypy
讀	dyb
讅	uyt
變	bws
讌	yyh
讓	ryy
讚	zyb
计	jyu
订	dyd
讣	fyd
认	ryr
讥	jyj
讦	jyu
讧	hyg
讨	tyc
让	rya
讪	uye
讫	qyg
讬	tyv
训	xya
议	yyd
讯	xyu
记	jyv
讲	jya
讳	hya
讴	oyx
讵	jya
讶	yyp
讷	nyd
许	xyu
讹	eyv
论	lyv
讼	sys
讽	fyf
设	uyy
访	fyf
诀	jyn
证	vyv
诂	gyk
诃	hyk
评	pyu
诅	zyq
识	uyb
识	vyb
诈	vya
诉	syd
诊	vyp
诋	dyd
诌	vye
词	cyk
诎	qyk
诏	vyk
译	yya
诒	dyk
诒	yyk
诓	kyw
诔	lyn
试	uyd
诖	gyt
诗	uyc
诘	jyk
诙	hyh
诚	iyv
诛	vyn
诜	uye
话	hyk
诞	dyv
诟	gyk
诠	qyw
诡	gyv
询	xyo
诣	yyo
诤	vya
该	gyr
详	xyy
诧	iyq
诨	hyi
诩	xyy
诪	uyc
诫	jyd
诬	wyr
语	yyk
诮	qyo
误	wyd
诰	gyk
诱	yyp
诲	hyd
诳	kyw
说	uye
说	yye
诵	sya
诶	eyu
请	qyo
诸	vyo
诹	zyy
诺	nyk
读	dyd
诼	vyn
诽	fya
课	kyn
诿	wyn
谀	yyn
谁	uyf
谂	uyx
调	dyk
调	tyk
谄	iya
谅	lyx
谆	vyz
谇	syu
谈	tyh
谉	uya
谊	yyq
谋	mym
谌	iyv
谌	uyv
谍	dym
谎	hyv
谏	jyn
谐	xyb
谑	xya
谒	yyv
谓	wyo
谔	eyg
谕	yyd
谖	xyy
谗	iyd
谘	zyk
谙	ayo
谚	yyp
谛	dyj
谜	myz
谝	pyc
谞	xyo
谟	myd
谠	dye
谡	syw
谢	xyc
谣	yyf
谤	byf
谥	uym
谦	qyn
谧	mym
谨	jya
谩	myy
谪	vyk
谫	jyd
谬	myp
谭	tyu
谮	zyo
谯	qyh
谰	lyd
谱	pyo
谲	jyk
谳	yyq
谴	qyz
谵	vyy
谶	iyg
谷	gbk
豐	fad
豫	ysn
貍	lpt
貙	ivk
貳	eqb
賕	qbd
賙	vbk
賣	mbu
賧	dbh
賴	lab
贇	ybw
贊	zbn
贋	yib
贔	bbb
贝	bkr
贞	vba
负	fbd
贡	gbg
财	cbp
责	zbf
贤	xba
败	bwb
账	vbn
货	hbr
质	vpb
贩	fby
贪	tbr
贫	pbb
贬	bbn
购	gbs
贮	vba
贯	gbv
贰	eqb
贱	jbg
贲	bbu
贳	ubc
贴	tbk
贵	gba
贶	kbe
贷	dbr
贸	mbp
费	fbv
贺	hbl
贻	ybk
贼	zbu
贽	vbf
贾	gbx
贾	jbx
贿	hbo
赀	zbv
赁	lbr
赂	lbk
赃	zbt
资	zbd
赅	gbr
赆	jbd
赇	qbd
赈	vbn
赉	lba
赊	ubx
赋	fbd
赌	dbo
赍	jbu
赎	ubd
赏	ubx
赐	cbp
赑	bbb
赒	vbk
赓	ggb
赔	pbk
赕	dbh
赖	lab
赘	vbf
赙	fbc
赚	vbn
赚	zbn
赛	sbb
赜	zkb
赝	yib
赞	zbn
赠	zbo
赡	uby
赢	ywd
赣	glb
赵	vzx
赶	gzu
趋	qze
趱	zzb
趷	kzv
趸	daz
跂	qzy
跃	yzd
跄	qzv
跞	lzd
跶	dzz
跷	qze
跸	bzu
跹	xzz
跻	jza
跼	jzk
踄	uzp
踌	izc
踎	bzk
踐	jzg
踡	qzv
踦	qzk
踪	zzx
踬	vzb
踯	vze
踴	yzl
蹑	nzy
蹒	pzd
蹓	lzt
蹚	tzt
蹟	jzb
蹧	zzo
蹰	izc
蹿	cza
躂	dzz
躏	lzf
躜	zzb
躝	lzj
躝	lzn
躯	qux
軚	tid
軤	hia
輇	qiw
輕	qig
轂	guy
轉	vic
轗	kix
轣	liv
车	iaa
车	jaa
轧	giv
轧	viv
轧	yiv
轨	gij
轩	xiu
轫	rid
转	vid
轭	eiv
轮	liv
软	riq
轰	hiy
轱	gik
轲	kik
轳	liu
轴	via
轵	vib
轶	yin
轷	hia
轸	vip
轹	lid
轺	yik
轻	qig
轼	uid
载	zig
轾	vit
轿	jia
辁	qiw
辂	lik
较	jif
辄	viv
辅	fid
辆	lid
辇	nia
辈	bia
辉	hgi
辊	giv
辋	wiv
辍	iiy
辎	zit
辏	cid
辐	fit
辑	jie
输	uid
辔	pks
辕	yiy
辖	xik
辗	nin
辗	vin
辗	zin
辘	lil
辙	viw
辚	lia
辟	buu
辟	puu
辨	bdu
辩	byu
辫	bsu
辭	cvu
辯	byu
边	bzl
辽	lzv
达	dzd
迁	qzp
迆	tzx
迆	yzx
过	gzc
迈	mza
迍	vzv
运	yze
还	hza
这	vzw
进	jza
远	yze
违	wza
连	lzi
迟	izu
迩	ezd
迳	jzv
迹	jzw
迺	nzx
适	uzp
选	xzn
逊	xzz
递	dzb
逦	lza
逻	lzs
遗	yza
遞	dzp
遥	yzv
遲	izu
邅	vza
邊	bzp
邓	dey
邝	keg
邠	beb
邨	cua
邬	wep
邮	yea
邹	zed
邺	yea
邻	ler
郁	yeu
郃	her
郏	jea
郐	ger
郐	ker
郑	veq
郓	yeb
郦	lea
郦	vea
郧	yek
郷	xev
郸	deb
郿	mev
酏	yyv
酝	yys
酱	jyd
酸	syw
酽	yyi
酾	uyd
酿	nyn
醉	zyu
醫	yyk
醬	jyd
釀	nyn
采	cvm
释	upa
釋	upu
里	laa
里	lat
釟	bjb
釾	yjp
鈅	yjo
鈡	vja
鉆	zjk
鉋	bjv
鉋	pjv
鉱	gjs
鉳	pjv
鉴	jja
鉾	mjn
銛	gjk
銛	tjk
銛	xjk
銠	ljv
銮	lwj
鋂	mjd
鋩	mjv
鋱	tjx
錄	lvd
錏	yya
錢	qjg
錩	ijo
錼	njx
