双星	aabj
匠心独具	cuxq
输电	cvbl
轮轴	cvcd
磁碟	cvch
磁石	cvci
碰头	cvdd
磁头	cvdd
连锅端	cvde
硬着头皮	cvdj
输赢	cvdl
覆盖率	cvdw
轮岗	cven
西半球	cvex
轮班	cvey
输掉	cvfy
轮训	cvim
磁力	cvji
连锁反应	cvjj
磁疗	cvjj
破镜重圆	cvjq
碰面	cvjq
覆盖面	cvjq
轮番	cvjx
输氧	cvkz
斩钉截铁	cvlv
磁卡	cvly
磁矩	cvly
磁极	cvmj
轮机	cvmw
碰见	cvnw
软着陆	cvpf
碰壁	cvpo
乐善好施	cvrd
轮奸	cvrf
输液	cvsd
磁浮	cvsj
磁漆	cvsm
轮作	cvtl
磁体	cvtm
轮休	cvtm
磁道	cvvj
磁铁	cvvk
磁针	cvvx
碘钨灯	cvxt
砸锅卖铁	cvxv
磁性	cvyj
碰钉子	cvzi
轮子	cvzi
迎风飘扬	cwcf
轻举妄动	cwdf
破绽百出	cwju
连续不断	cwjx
匹敌	cwjx
连绵不断	cwjx
矾土	cwli
连绵起伏	cwlt
西红柿	cwmd
硝酸	cwug
软绵绵	cwwg
轱辘	cxcj
磷肥	cxdd
轰炸机	cxmw
确有其事	cxqt
欧姆	cxrq
欧亚	cxtw
粟米	cxxi
粟子	cxzi
硝烟弥漫	cxzs
卵石	cyci
孵育	cydg
西餐馆	cydr
硕大无朋	cyfd
砧木	cymi
砧板	cymj
卵巢	cysb
卵形	cyth
卵子	cyzi
轻贱	czbf
轻则	czbn
轻飘	czcf
连通	czdn
轻柔	czdt
连珠	czek
软弱无力	czfj
轻捷	czft
轻扬	czfz
连带	czhn
轻蔑	czhq
轻巧	czit
轻工业	cziw
轻度	czjh
轻敌	czjx
连篇	czkd
连长	czki
轻声	czld
连声	czld
连杆	czmf
轻闲	cznm
轻取	czpa
连队	czpv
连累	czqw
连贯	czqx
轻水	czsi
轻浮	czsj
轻忽	czss
轻骑	czst
轻信	czti
轻伤	cztl
连体	cztm
轻佻	cztv
连天	czty
连遭	czub
连缀	czwa
轻风	czwx
轻狂	czxj
轻慢	czyb
主观臆断	dadx
预处理	daeb
服务台	dago
主观能动性	dagy
服务质量	dajb
高难度	dajh
高处不胜寒	dajn
服务机构	damm
服务中心	daou
预备队	dapv
变戏法	dasl
预备役	dasw
服务态度	dayj
旁观者清	days
音叉	dbad
亮晶晶	dbbb
童星	dbbj
章则	dbbn
意匠	dbcj
音码	dbcs
音区	dbcx
音韵	dbdb
意外地	dbdl
韵脚	dbdl
交易市场	dbdl
裹脚	dbdl
孰是孰非	dbdn
腥臊	dbdo
为时已晚	dbeb
韶山	dbei
弃暗投明	dbfb
胆魄	dbgg
头晕目眩	dbgg
头晕眼花	dbgh
音节	dbhp
意蕴	dbhw
音译	dbia
童工	dbii
童谣	dbij
音调	dbin
韵语	dbiw
音讯	dbiz
为时不晚	dbjb
为时不远	dbjf
腥臭	dbjg
竟自	dbjg
胆敢	dbjp
褒贬不一	dbjt
童装	dbkl
腥气	dbkz
意趣	dbll
音域	dblt
音素	dblw
音标	dbmf
意想	dbmg
胆小	dbmi
放映机	dbmw
交易额	dbna
胆寒	dbnf
音容	dbnv
腥味	dbof
韵味	dbof
交易中心	dbou
音障	dbpd
音阶	dbpv
韵母	dbqs
音色	dbrd
意象	dbro
章鱼	dbrt
韵律	dbse
音律	dbse
意淫	dbsj
音波	dbsj
章句	dbso
胆汁	dbsx
意旨	dbtb
离题万里	dbtb
韵致	dbtg
音形	dbth
音信	dbti
胆囊	dbto
音速	dbto
主题歌	dbto
韶华	dbtt
童心	dbui
意会	dbvf
裹着	dbvf
外星人	dbvi
胆道	dbvj
音准	dbvt
意兴	dbwv
韶光	dbww
竟有	dbxd
裹在	dbxi
童真	dbxq
童贞	dbyb
胆大	dbyi
胆虚	dbyw
童子	dbzi
胜败乃兵家常事	dbzt
斗转星移	dcbh
腰果	dcbm
腰斩	dccj
主要矛盾	dcdj
怨望	dcdl
腰部	dcdo
主要产品	dcdo
头昏脑涨	dcds
腰眼	dcge
头昏眼花	dcgh
腰带	dchn
腰花	dcht
怨艾	dchx
腰疼	dcja
腰痛	dcjd
主要原因	dcjq
怨气	dckz
腰鼓	dclo
怨毒	dclq
腰板	dcmj
腰椎	dcmt
音乐家	dcnx
主要职责	dcpl
腰围	dcqf
怨妇	dcre
腰身	dcri
怨偶	dctb
肝硬化	dctt
怨恨	dcye
腰子	dczi
玄之又玄	ddad
斗鸡	ddag
多日	ddbi
这就是说	ddbi
头晕	ddbn
多则	ddbn
多赚	ddbv
多轨	ddcx
斗胆	dddb
多端	ddde
肺腑之言	dddi
肥效	dddv
高效率	dddw
肥肠	dddz
胶印	ddep
交通规则	ddfb
交通运输	ddfc
胳膊拧不过大腿	ddfd
脉动	ddfg
高高挂起	ddfl
高新技术	ddfm
交头接耳	ddfp
多亏	ddfs
多能	ddgd
高效能	ddgd
多台	ddgo
剖腹藏珠	ddhe
辛辛苦苦	ddhh
脐带	ddhn
胶鞋	ddhp
交通警	ddhs
外部设备	ddia
率由旧章	ddid
忍让	ddil
交通工具	ddiq
腋毛	ddjf
肥瘦	ddjg
腋臭	ddjg
脑力	ddji
六亲不认	ddji
肥力	ddji
脑后	ddjj
脑瓜	ddjj
多面	ddjq
头面	ddjq
豪放不羁	ddjq
臆病	ddjt
头雁	ddjt
恋恋不舍	ddjv
夜郎自大	ddjy
胶乳	ddjz
斗篷	ddka
脑浆	ddkd
斗笠	ddkd
斗牛	ddki
胶片	ddki
头版	ddkj
肥壮	ddkl
斗气	ddkz
多收	ddli
多起	ddll
翩翩起舞	ddll
脑壳	ddln
多些	ddlt
斗智	ddly
立方根	ddme
多想	ddmg
脱脂棉	ddmg
臆想	ddmg
胶木	ddmi
立交桥	ddmj
多多少少	ddmm
多用户	ddnd
多用	ddnf
脑门	ddni
头巾	ddni
多寡	ddnj
服服帖帖	ddnn
外柔内刚	ddnn
外交官	ddnp
斗室	ddnt
义勇军进行曲	ddnu
肥肉	ddnv
腋窝	ddnv
多音字	ddnz
多嘴	ddol
畜产品	ddoo
头陀	ddpn
膀臂	ddpo
头屑	ddpw
脑髓	ddqd
头骨	ddqd
肥田	ddqi
文房四宝	ddqn
放之四海而皆准	ddqv
亲朋好友	ddrx
多好	ddrz
臆测	ddsb
多得	ddsb
头油	ddsd
肥水	ddsi
肝脑涂地	ddsl
斗法	ddsl
多汁	ddsx
多方位	ddtd
为之一振	ddtf
多到	ddtg
多疑	ddtl
胶体	ddtm
立方体	ddtm
眉头一皱	ddtr
多例	ddtt
端端正正	ddtt
新变化	ddtt
方方正正	ddtt
多做	ddtx
腋下	ddty
多心	ddui
忍心	ddui
弯弯曲曲	dduu
毅然决然	ddvd
肥美	ddve
肥差	ddvf
胶着	ddvf
忍着	ddvf
齐头并进	ddvf
胶合	ddvt
高效益	ddvv
新新人类	ddvx
胶卷	ddvy
胶结	ddwl
朋党	ddwn
新文学	ddwn
多给	ddwv
高高兴兴	ddww
交朋友	ddxa
名胜古迹	ddxd
头寸	ddxd
多糖	ddxj
臆断	ddxl
高高在上	ddxl
胶布	ddxn
肝肠寸断	ddxx
脑膜炎	ddxx
脑炎	ddxx
立脚点	ddyo
头颅	ddyp
多虑	ddyu
膀子	ddzi
主要是	decb
主轴	decd
端砚	decn
这山望着那山高	dedd
良多	dedd
朗朗	dede
良方	dedh
主刀	dedi
腿脚	dedl
文君新寡	dedn
主峰	deea
郎君	deej
主播	defj
主动权	defm
主动性	defy
良药	dehw
良苦	dehx
主课	deib
主谋	deih
主语	deiw
主顾	dejc
良辰	dejf
端庄	dejl
主将	dekd
主笔	dekj
帝王将相	dekm
良策	dekt
良知	dely
主楼	demx
良师	dent
良宵	denw
主唱	deob
郎中	deoi
良民	dept
主队	depv
主罚	deqi
良田	deqi
良久	dern
主治	desg
多瑙河	dest
主修	deti
主事	deto
端出	deue
主创	devc
主键	deve
良善	devf
文山会海	devs
主送	devy
良缘	dewl
良友	dexa
刀耕火种	dexh
离群索居	dexp
主频	deyj
名山大川	deym
主子	dezi
文武双全	dfav
那日	dfbi
那是	dfbt
主动脉	dfdd
毫无意义	dfdd
那月	dfdi
肝肠	dfdz
启示录	dfes
通报批评	dffi
文韬武略	dffq
毫无二致	dfft
勇于探索	dffx
齐抓共管	dfhk
肝功	dfij
勇挑重担	dfjf
义无反顾	dfjj
立于不败之地	dfjl
肝癌	dfjo
毫无办法	dfjs
多动症	dfjt
巴拉圭	dfll
永无止境	dfll
竞技场	dflz
辩护权	dfma
主动权	dfma
方括号	dfot
高抬贵手	dfqj
名扬四海	dfqs
肤浅	dfsf
亵渎	dfsx
毫无疑义	dftd
毫无保留	dftg
那件	dftk
毫无疑问	dftn
勇于创新	dfvd
望远镜	dfvd
辩护人	dfvi
亵慢	dfyb
主动性	dfyj
那套	dfyk
胸无大志	dfyl
育婴	dgbb
站台票	dgcf
脾脏	dgdj
胎衣	dgdk
胎动	dgfg
童叟无欺	dgfq
育秧	dghn
育苗	dghq
放眼世界	dghq
胎记	dgiz
胎毛	dgjf
育成	dgjj
充裕	dgjk
胎生	dgjl
充血	dgjq
名目繁多	dgld
胰岛素	dglw
育龄	dglw
充填	dglx
育林	dgmm
亭台楼阁	dgmn
充军	dgnc
弃用	dgnf
充塞	dgnf
胎盘	dgns
脾胃	dgqd
哀毁骨立	dgqd
弃置	dgqx
育雏	dgre
弃妇	dgre
充饥	dgrl
充水	dgsi
充溢	dgsv
胎位	dgtd
新的一页	dgtj
充任	dgtj
眉目传情	dgty
哀兵必胜	dgud
充公	dgvg
望眼欲穿	dgvn
交白卷	dgvy
弃学	dgwn
充数	dgxr
脾性	dgyj
盲目性	dgyj
胎教	dgyz
充盈	dgzj
名利双收	dhal
施暴	dhbh
放胆	dhdb
腊月	dhdi
多种多样	dhdm
多劳多得	dhds
方剂	dhdx
方外	dhdy
腊肠	dhdz
旋即	dheg
族群	dhej
放进	dhfn
放热	dhfx
方能	dhgd
良药苦口	dhho
良药苦口利于病，忠言逆耳利于行	dhhs
方言	dhii
良莠不齐	dhjd
膜拜	dhjf
旗手	dhjf
放牧	dhjf
亲和力	dhji
旋翼	dhjj
放疗	dhjj
方成	dhjj
旗袍	dhjk
放荡不羁	dhjq
放血	dhjq
放还	dhjy
放牛	dhki
放声	dhld
放款	dhlf
放毒	dhlq
放权	dhma
方格	dhma
方框	dhmc
放榜	dhmd
方术	dhmd
方根	dhme
旗杆	dhmf
旅顺	dhmj
腊梅	dhml
施用	dhnf
旋塞	dhnf
方巾	dhni
刻薄寡恩	dhnq
方舟	dhns
良苦用心	dhnu
腊肉	dhnv
放空	dhnv
放哨	dhow
方阵	dhpc
放屁	dhpu
方队	dhpv
巴勒斯坦	dhql
文艺界	dhqv
方始	dhrg
施与	dhsi
放水	dhsi
旋涡	dhso
放任	dhtj
施政	dhtl
放像	dhtr
放贷	dhtv
凸透镜	dhvd
放养	dhve
放着	dhvf
旋钮	dhvj
放送	dhvy
多种经营	dhwh
放风	dhwx
旋绕	dhwx
名花有主	dhxd
方寸	dhxd
放火	dhxi
方才	dhxj
方丈	dhxn
放炮	dhxs
放逐	dhxz
方桌	dhyb
放情	dhyl
哀莫大于心死	dhyt
旗子	dhzi
放飞	dhzv
立冬	diad
月明	dibd
夕照	dibd
立账	dibk
月晕	dibn
凸显	dibw
立时	dibx
月牙	dici
月轮	dicv
凸轮	dicv
立意	didb
月头	didd
由头	didd
刀刃	didd
立脚	didl
立新	didm
月夜	didt
立交	didv
月琴	diee
立春	diev
刀把	difd
童言无忌	difz
月白	digi
月台	digo
刀兵	digv
月利	dihn
月租	dihq
立秋	dihx
立论	diiv
月息	dijg
立夏	dijg
月度	dijh
立功受奖	dijk
立面	dijq
外语系	dijw
刀笔	dikj
立等	dikl
立地	dilc
交谊舞	dilh
通讯地址	dill
月相	dimg
立柜	dimg
刀柄	dimt
刀枪	dimv
肛门	dini
立宪	dinj
月宫	dino
立定	dint
辩证唯物主义	diod
刀口	dioi
通讯卫星	dipb
月尾	dipj
刀具	diqe
月圆	diqo
文工团	diqx
月色	dird
由得	disb
辩证法	disl
刀法	disl
立马	dist
月供	dith
立正	ditl
月华	ditt
月下	dity
意识形态	dity
凸出	diue
刀锋	diva
月食	divd
刀剑	divt
刀俎	divv
月半	divx
多谋善断	divx
月终	diwa
月结	diwl
立业	diwt
月老	diyt
刀子	dizi
胜景	djbd
为题	djbt
脚痛医脚	djcd
头痛医头，脚痛医脚	djcd
头痛医头	djcd
永乐	djcm
永磁	djcv
产卵	djcy
头疼脑热	djdf
脏腑	djdj
胜迹	djdm
胼手胝足	djdo
为名	djdo
产房	djdp
多彩多姿	djdv
胜率	djdw
毫不动摇	djff
辣手摧花	djfh
颜面扫地	djfl
眉批	djfu
眉目	djgi
高蛋白	djgi
主席台	djgo
胁迫	djgz
产科	djhd
脑力劳动	djhf
妄自菲薄	djhh
永世	djhl
产程	djho
毫不利己	djhz
脏话	djij
高不成低不就	djjd
眉毛	djjf
多面手	djjf
忘不了	djji
意向书	djjj
衣衫褴褛	djjj
高度重视	djjj
永生	djjl
产床	djjm
脚手架	djjo
颜面	djjq
交感神经	djjw
脏乱	djjx
毫厘不爽	djjy
文不加点	djjy
眉笔	djkj
名不符实	djkn
胜境	djld
名垂青史	djlo
敲边鼓	djlo
永嘉	djlo
毫不相干	djmf
高架桥	djmj
脑血栓	djmv
胜机	djmw
眉梢	djmw
主力军	djnc
夜不闭户	djnd
眉宇	djnf
为害	djnf
多办实事	djnt
颜容	djnv
高视阔步	djny
脏字	djnz
永别	djoj
脚后跟	djol
高架路	djol
脏器	djoo
为患	djoo
为限	djpe
胜局	djpj
产院	djpn
毫不迟疑	djpt
肋骨	djqd
外祖母	djqs
方底圆盖	djqv
衣不解带	djrh
忍辱负重	djrj
巴不得	djsb
由不得	djsb
产油	djsd
产婆	djsj
胜不骄，败不馁	djsr
炙手可热	djtf
多边形	djth
外向型	djth
胜似	djtl
为佳	djtl
名不正则言不顺	djtm
颜体	djtm
高不可攀	djtm
名不副实	djtn
为您	djtr
为伍	djtw
放不下	djty
眉心	djui
产前	djvd
为所欲为	djvd
新社会	djvf
为着	djvf
为公	djvg
高压锅	djvo
通力合作	djvt
胁从	djvv
哀痛欲绝	djvw
外祖父	djvx
京广线	djwf
胜绩	djwl
畜牧业	djwt
胜过	djxd
产粮	djxd
毫不犹豫	djxd
眉毛胡子一把抓	djxf
永存	djxi
高加索	djxn
胜者	djyb
之乎者也	djyc
名不虚传	djyt
衣兜	dkcg
主管部门	dkdn
衣摆	dkfq
名符其实	dkhn
服装设计	dkii
腹背受敌	dkjj
衣衫	dkjk
衣袖	dkjk
衣襟	dkjk
高气压	dkjl
衣装	dkkl
夜长梦多	dkmd
衣柜	dkmg
敲竹杠	dkmi
衣橱	dkmj
衣冠	dknf
衣帽	dkni
意气用事	dknt
高等院校	dkpm
名符其实	dkqn
衣角	dkri
衣饰	dkrl
新气象	dkro
衣袋	dktv
衣食	dkvd
衣领	dkvj
衣钵	dkvm
高等学校	dkwm
衣料	dkxd
高等教育	dkyd
望日	dlbi
肚里	dlbl
肚量	dlbt
忘年之交	dldd
腹膜	dldh
望月	dldi
腹胀	dldk
腹腔	dldn
市场竞争	dldr
市场预测	dlds
盲肠	dldz
亡灵	dlex
盲打	dlft
脚夫	dlfv
忘掉	dlfy
腹稿	dlhd
妄称	dlhr
市场营销	dlhv
妄言	dlii
由表及里	dljb
脚底	dljc
腹痛	dljd
永志不忘	dljd
忘我	dljf
赢了	dlji
脚力	dlji
妄加	dljo
脚面	dljq
桀骜不驯	dljs
脚边	dljz
脚背	dlkt
亡失	dlkv
脚气	dlkz
腹地	dllc
这些年来	dllt
文以载道	dllv
脚板	dlmj
巴林	dlmm
旗鼓相当	dlmw
脚尖	dlmy
望见	dlnw
方块字	dlnz
脚跟	dlol
脚趾	dlol
脚踝	dlol
就地取材	dlpm
亡国	dlqe
脚注	dlsd
盲流	dlsd
市场行情	dlsy
甩开	dlth
遍地开花	dlth
市场信息	dltj
由此可见	dltn
市场份额	dltn
巴豆	dlto
多此一举	dltw
脚心	dlui
通知单	dlvb
盲人	dlvi
巴金	dlvi
外地人	dlvi
市场分析	dlvm
脚镣	dlvy
夜以继日	dlwb
高年级	dlwj
巴掌	dlwn
市场经济	dlws
立此存照	dlxb
妄断	dlxl
亡故	dlxo
新年快乐	dlyc
名声大振	dlyf
膨大	dlyi
脚丫	dlyi
忘怀	dlyj
盲点	dlyo
予以考虑	dlyy
羸弱	dlzs
新欢	dmar
变暖	dmbj
变电	dmbl
变易	dmbs
新雅	dmci
变软	dmcr
变硬	dmct
弯腰	dmdc
变产	dmdj
弯弯	dmdm
新交	dmdv
亦即	dmeg
新异	dmeh
变现	dmen
变奏	dmev
蛮横无理	dmfe
蛮干	dmfi
变热	dmfx
高枕无忧	dmfy
变白	dmgi
站柜台	dmgo
胆小鬼	dmgw
蛮荒	dmhd
望尘莫及	dmhj
变种	dmho
变节	dmhp
新苗	dmhq
新诗	dmil
变调	dmin
弯度	dmjh
蛮力	dmji
亲历	dmjj
刀枪不入	dmjj
孪生	dmjl
亲疏	dmjl
亲生	dmjl
变压	dmjl
户枢不蠧	dmjl
高材生	dmjl
意想不到	dmjt
新禧	dmjy
新装	dmkl
多少年	dmlc
迹地	dmlc
新址	dmll
变卦	dmll
多少年来	dmlt
变小	dmmi
亲本	dmmt
变样	dmmv
变盘	dmns
亲家	dmnx
亲口	dmoi
亲吻	dmos
变局	dmpj
变回	dmqo
新妇	dmre
变好	dmrz
交杯酒	dmsu
新低	dmtc
亲传	dmtf
新式	dmti
变体	dmtm
扁桃体	dmtm
亲事	dmto
新邨	dmtu
新颖性	dmty
膝下	dmty
新雨	dmui
变心	dmui
新会市	dmvd
变凉	dmvd
膝盖	dmve
新会	dmvf
亲善	dmvf
高标准	dmvt
变冷	dmvv
交相辉映	dmwb
新编	dmwd
新绿	dmwe
亲缘	dmwl
变卖	dmxj
变故	dmxo
变数	dmxr
通权达变	dmyd
变大	dmyi
多样性	dmyj
变频	dmyj
变性	dmyj
新老	dmyt
胆小怕事	dmyt
刘少奇	dmyt
新情况	dmyv
弯子	dmzi
通观	dnan
通明	dnbd
商贩	dnbj
通则	dnbn
通晓	dnbx
通票	dncf
敲门砖	dncf
多灾多难	dnda
名门望族	dndd
通商	dndn
通邮	dndp
夤夜	dndt
意见建议	dnei
帝王	dnei
勇武	dnfl
新闻报道	dnfv
望穿秋水	dnhs
市花	dnht
腔调	dnin
旁证	dnit
通论	dniv
通读	dnix
新闻记者	dniy
腕力	dnji
意见书	dnjj
市府	dnjt
为富不仁	dnjt
新闻系	dnjw
商社	dnjy
新闻社	dnjy
通辽	dnjz
通牒	dnkh
新闻片	dnki
音容笑貌	dnkj
帝制	dnkn
意见簿	dnks
新官上任三把火	dnlx
市树	dnma
衣冠楚楚	dnmm
通栏	dnmv
商检	dnmv
旁门	dnni
通航	dnns
商船	dnns
望闻问切	dnnt
音容宛在	dnnx
旁听	dnoj
商号	dnot
新闻中心	dnou
通史	dnox
新闻联播	dnpf
市尺	dnpn
腕骨	dnqd
市县	dnqf
巴塞罗那	dnqj
新闻界	dnqv
商团	dnqx
旗帜鲜明	dnrb
通婚	dnrc
通解	dnrd
良家妇女	dnrr
新闻媒介	dnrv
商行	dnsf
商海	dnsl
商洽	dnsv
通体	dntm
胴体	dntm
通融	dnto
通假	dntp
通货	dntt
商代	dntv
通天	dnty
新闻出版	dnuk
商酌	dnus
旁人	dnvi
夜阑人静	dnvl
市况	dnvo
通铺	dnvt
通途	dnvt
衣冠禽兽	dnvv
良师益友	dnvx
市镇	dnvx
通统	dnwd
通红	dnwi
夤缘	dnwl
通缩	dnwn
旁支	dnxa
商朝	dnxb
旁门左道	dnxv
勇者	dnyb
勇悍	dnyb
毫门大族	dnyd
商战	dnyo
新闻发布会	dnyv
勇夺	dnyx
新闻发布	dnyx
高难	doat
京戏	doax
高处	doay
衰败	doba
豪赌	doby
交响乐	docm
高音	dodb
衰竭	dodb
哀怨	dodc
名产	dodj
肿胀	dodk
名望	dodl
剖腹	dodl
衰亡	dodl
衰变	dodm
亨通	dodn
京腔	dodn
迢迢	dodo
高就	dodo
高亮	dodo
亭亭	dodo
高亢	dodw
就义	dodx
衷肠	dodz
名山	doei
竞岗	doen
就把	dofd
立足于	dofi
高干	dofi
哀艳	dofr
敲击	dofu
就擒	dofv
高挑	dofv
高远	dofw
胸中无数	dofx
就势	dofx
高寿	dofx
名目	dogi
熟睡	dogj
高台	dogo
高参	dogy
名菜	dohj
交口称赞	dohj
亨利	dohn
高利	dohn
名节	dohp
就范	dohs
名茶	dohv
熟稔	dohv
膏药	dohw
哀愁	dohx
高工	doii
哀诉	doij
敦请	doil
熟识	doio
高论	doiv
豪语	doiw
熟读	doix
敦厚	dojb
毫厘	dojb
肿痛	dojd
竞买	dojd
哀痛	dojd
就手	dojf
名手	dojf
熟手	dojf
毫毛	dojf
熟习	doji
高了	doji
哀告	dojl
高中生	dojl
剖面	dojq
脱口而出	doju
裹足不前	dojv
享福	dojy
高祖	dojy
豪壮	dokl
烹制	dokn
熟地	dolc
名士	doli
高墙	dolx
立足点	doly
高矮	doly
肿块	dolz
竞标	domf
襄樊	domx
高枝	domx
熟客	dona
敦实	dond
高寒	donf
名门	doni
就寝	donk
名册	donn
毫安	donr
豪富	dont
召见	donw
高见	donw
哀鸣	doog
熟路	dool
哀叫	dool
名号	doot
哀号	doot
高限	dope
部属	dopj
高阶	dopv
襄助	doqf
哀思	doqu
亮色	dord
名角	dori
豪饮	dorl
高妙	dorm
哀婉	dorn
商品流通	dosd
京沪	dosd
衰微	dose
名句	doso
名酒	dosu
高汤	dosz
名噪一时	dotb
名位	dotd
哀切	dotd
就位	dotd
剖开	doth
敲开	doth
豪迈	doth
毫末	dotm
脚踏两只船	dotn
哀歌	doto
高歌	doto
商品化	dott
熟化	dott
豪侠	dott
高平	dotv
高僧	dotv
高估	dotx
高下	doty
名曲	doui
交响曲	doui
衷曲	doui
豪雨	doui
名分	dovd
熟食	dovd
享着	dovf
部首	dovj
高企	dovl
高耸	dovv
豪绅	dowb
名堂	down
亮堂	down
商品经济	dows
豪兴	dowv
亮光	doww
商品粮	doxd
高炉	doxd
京九	doxi
竞卖	doxj
毫克	doxo
名烟	doxq
胸中有数	doxx
高烧	doxx
部类	doxy
高发	doya
毫发	doya
哀恸	doyf
肿大	doyi
豪情	doyl
衷情	doyl
立足点	doyo
哀怜	doyv
豪爽	doyx
亭子	dozi
高强	dozs
豪强	dozs
扇贝	dpbi
服软	dpcr
夕阳西下	dpct
服输	dpcv
邮轮	dpcv
扇区	dpcx
肩头	dpdd
房市	dpdn
脓肿	dpdo
邮亭	dpdo
翩翩	dpdp
肩胛	dpdq
予取予求	dpdx
高屋建瓴	dpev
扁担	dpfb
肩扛	dpfi
肩挑	dpfv
扁鹊	dphb
交际花	dpht
雇工	dpii
扉页	dpjb
服了	dpji
邮戳	dpjj
遍历	dpjj
新阶段	dpjk
充耳不闻	dpjn
新局面	dpjq
房管	dpkn
邮筒	dpkn
交际舞	dplh
肩上	dpli
启封	dpll
服毒	dplq
启齿	dplw
房檐	dpmr
房客	dpna
立陶宛	dpnd
服帖	dpni
房门	dpni
邮船	dpns
户内	dpnv
邮品	dpoo
邮展	dpph
房展	dpph
服色	dprd
肇始	dprg
邮汇	dpsc
邮包	dpse
扇形	dpth
邮集	dpti
房顶	dptj
服侍	dptl
邮袋	dptv
服食	dpvd
邮差	dpvf
房舍	dpvf
竭尽全力	dpvj
高层次	dpvr
户数	dpxr
服老	dpyt
扇子	dpzi
禀赋	dqbf
充其量	dqbt
颤音	dqdb
腮腺	dqdg
为国捐躯	dqfr
迪斯科	dqhd
望其项背	dqik
为期不远	dqjf
禀告	dqjl
外国籍	dqke
鹬蚌相争，渔翁得利	dqmh
新四军	dqnc
外圆内方	dqnd
敲骨吸髓	dqoq
巴基斯坦	dqql
颤悠	dqti
章回体	dqtm
外国货	dqtt
胆固醇	dqud
文具盒	dqvt
刻骨铭心	dqvu
月黑风高	dqwd
胭红	dqwi
禀性	dqyj
竞争对手	draj
高尔夫球	drfe
巴尔干	drfi
巴尔扎克	drfx
新婚燕尔	drhr
文如其人	drqv
亲如一家	drtn
放射线	drwf
脆性	dryj
永久性	dryj
交流电	dsbl
新德里	dsbl
肺活量	dsbt
胸章	dsdb
脑满肠肥	dsdd
胸臆	dsdd
胸腺	dsdg
胸膜	dsdh
旅游胜地	dsdl
胸腔	dsdn
胸脯	dsdt
胸膛	dsdw
胸廓	dsjd
肥水不流外人田	dsjq
由浅入深	dsjs
竭泽而渔	dsjs
高潮迭起	dskl
胸墙	dslx
胸卡	dsly
胸椎	dsmt
胸中	dsoi
胸口	dsoi
胞兄	dsow
胸骨	dsqd
胸围	dsqf
旅游团	dsqx
胸罩	dsqy
胞妹	dsrf
胸鳍	dsrt
胸径	dssz
放浪形骸	dstq
胸像	dstr
名满天下	dstt
胸前	dsvd
夜深人静	dsvl
旅游资源	dsvs
胸针	dsvx
外汇券	dsvy
胞弟	dsvz
勇往直前	dsxv
旁征博引	dsxz
高消费	dszs
夜叉	dtad
夜景	dtbd
褒贬	dtbj
外焦里嫩	dtbr
通俗易懂	dtby
夜车	dtci
矛头	dtdd
通货膨胀	dtdd
变化多端	dtdd
胰腺	dtdg
膈膜	dtdh
站住脚	dtdl
方便之门	dtdn
夜市	dtdn
胎死腹中	dtdo
脂膏	dtdo
褒义	dtdx
柔肠	dtdz
由来已久	dter
夜班	dtey
预提	dtfb
柔韧	dtfj
矜持	dtfl
变化无穷	dtfn
预热	dtfx
夜幕	dthb
预科	dthd
文化程度	dthj
文化艺术	dthm
夜莺	dthn
变化莫测	dths
预谋	dtih
通俗读物	dtij
就事论事	dtit
新仇旧恨	dtiy
肺痨	dtjh
预后	dtjj
新华书店	dtjj
方便面	dtjq
刻画入微	dtjs
放任自流	dtjs
义正辞严	dtjt
预祝	dtjy
夜视	dtjy
褒奖	dtkd
预制	dtkn
名列第一	dtkt
新天地	dtlc
立体声	dtld
预收	dtli
通信地址	dtll
预知	dtly
夜场	dtlz
夜校	dtmd
预想	dtmg
高低杠	dtmi
柔顺	dtmj
名列榜首	dtmv
预审	dtnb
预赛	dtnf
文化宫	dtno
夜阑	dtnt
新华字典	dtnu
夜空	dtnv
夜宵	dtnw
通信员	dtob
变速器	dtoo
通信卫星	dtpb
放下屠刀	dtpd
预展	dtph
邮政局	dtpj
放下屠刀，立地成佛	dtpt
豫剧	dtpx
名副其实	dtqn
头一回	dtqo
文化娱乐	dtrc
柔媚	dtrd
柔婉	dtrn
柔嫩	dtrt
意下如何	dtrt
遍体鳞伤	dtrt
胰液	dtsd
旗开得胜	dtsd
柔润	dtsn
肺泡	dtss
文化水平	dtst
豪华型	dtth
预估	dttx
夜来	dttx
柔美	dtve
名列前茅	dtvh
高速公路	dtvo
头一次	dtvr
产供销	dtvw
夜半	dtvx
邮政编码	dtwc
褒赏	dtwn
柔细	dtwq
夜光	dtww
高歌猛进	dtxf
预存	dtxi
腻烦	dtxj
夜袭	dtxt
怨天尤人	dtxv
脂粉	dtxv
齐天大圣	dtya
夜餐	dtyd
预卜	dtyi
夜大	dtyi
柔性	dtyj
预考	dtys
月下老人	dtyv
文化大革命	dtyv
朋比为奸	dudr
离心离德	duds
脑震荡	duhs
放心不下	dujt
通配符	dukt
文心雕龙	dunx
齐心合力	duvj
齐心协力	duxj
交欢	dvar
交账	dvbk
郊野	dvbl
脱轨	dvcx
脱胎	dvdg
脱肛	dvdi
多姿多彩	dvdj
名人效应	dvdj
六腑	dvdj
脱衣	dvdk
立锥之地	dvdl
肩并肩	dvdp
