双双	aaaa
财物	bxjf
时辰	bxjf
财力	bxji
时段	bxjk
早先	bxjl
时而	bxjn
财神	bxjy
时装	bxkl
时髦	bxks
早年	bxlc
早上	bxli
时过境迁	bxlj
早起	bxll
早些	bxlt
早场	bxlz
财权	bxma
时机	bxmw
时间	bxnb
早间	bxnb
财宝	bxne
时宜	bxnq
早安	bxnr
财富	bxnt
财阀	bxnt
时空	bxnv
财路	bxol
贮存器	bxoo
时限	bxpe
时局	bxpj
时隔	bxpt
赎罪	bxqn
赎回	bxqo
时期	bxqv
早期	bxqv
财团	bxqx
早婚	bxrc
早饭	bxrl
果真如此	bxrl
晓得	bxsb
早泄	bxsh
财源	bxsj
时候	bxti
时任	bxtj
财政	bxtl
时事	bxto
时速	bxto
时代	bxtv
时值	bxtx
时下	bxty
照猫画虎	bxty
早霜	bxum
财迷心窍	bxun
时分	bxvd
财会	bxvf
时差	bxvf
赎金	bxvi
时令	bxvj
电烙铁	bxvk
时弊	bxvn
时钟	bxvo
时针	bxvx
时常	bxwn
时尚	bxwn
时兴	bxwv
时光	bxww
财经	bxwz
早在	bxxi
星火燎原	bxxj
财迷	bxxz
早餐	bxyd
时态	bxyd
早点	bxyo
贴题	bybt
暑期	byhe
贴谱	byiv
贴息	byjg
贴近	byjj
贴近	byjk
贴补	byjk
贴边	byjz
财大气粗	bykx
暑气	bykz
赌气	bykz
赌场	bylz
贴权	byma
野战军	bync
赌窝	bynv
赌咒	byoo
最大限度	bypj
赌局	bypj
贴图	byqa
暑期	byqv
贴身	byri
赌注	bysd
贴水	bysi
赌波	bysj
赌徒	bysl
贴切	bytd
暑假	bytp
暑天	byty
贴心	byui
赌钱	byvf
贴金	byvi
暴虎冯河	byvs
赌风	bywx
赌博	byxt
电子商务	bzda
电子邮件	bzdt
电子琴	bzee
电子技术	bzfm
电子计算机	bzim
电子管	bzkn
电子表	bzlk
电子信息	bztj
果子狸	bzxj
轰然	cady
轰动	cafg
轰击	cafu
西双版纳	cakw
轰鸣	caog
轰响	caoj
轰隆	capa
辍学	cawn
轰炸	caxl
碍眼	cbge
碍口	cboi
硕果累累	cbqq
碍事	cbto
西电东送	cbtv
硕果仅存	cbtx
砸碎	cccd
轻飘飘	cccf
砾石	ccci
砥砺	cccj
硬碰硬	ccct
覆车之鉴	ccdn
轻车熟路	ccdo
碌碌无为	ccfd
砸掉	ccfy
磊落	cchs
砸了	ccji
卿卿我我	ccjj
辗转反侧	ccjt
轻车简从	cckv
砸坏	cclj
轻轻松松	ccmm
区区小事	ccmt
确确实实	ccnn
软硬件	cctk
砸伤	cctl
轰轰烈烈	cctt
石破天惊	ccty
软硬兼施	ccvd
牙牙学语	ccwi
磕磕绊绊	ccww
砸烂	ccxv
破破烂烂	ccxx
较难	cdat
也就是说	cdbi
较易	cdbs
较量	cdbt
也就是	cdbt
磅礴	cdch
硫磺	cdch
硼砂	cdcm
轻音乐	cdcm
较轻	cdcz
较多	cddd
较为	cddj
较高	cddo
矽肺	cddt
较之	cddz
转弯抹角	cdfr
较远	cdfw
磅秤	cdht
轴承	cdje
迎头痛击	cdjf
较广	cdji
较近	cdjk
连衣裙	cdjk
迎刃而解	cdjr
较重	cdjt
较长	cdki
碎片	cdki
西部地区	cdlc
较坏	cdlj
迎头赶上	cdll
较短	cdly
较小	cdmi
较少	cdmj
匾额	cdna
碎屑	cdpw
西方国家	cdqn
较好	cdrz
较浅	cdsf
较深	cdsn
较低	cdtc
匿名信	cdti
硫化	cdtt
较优	cdtx
西部开发	cdty
硼酸	cdug
硫酸	cdug
轴心	cdui
较前	cdvd
较差	cdvf
碰头会	cdvf
矽钢	cdvn
矿产资源	cdvs
轴线	cdwf
较真	cdxq
较慢	cdyb
较大	cdyi
碎步	cdyi
轩然大波	cdys
西部大开发	cdyy
较快	cdyz
较劲	cdzi
较强	cdzs
较弱	cdzs
西班牙	ceci
迎春花	ceht
辅导员	ceob
匪徒	cesl
匡正	cetl
碳化	cett
轩昂	cfbc
转账	cfbk
转赠	cfbv
转轴	cfcd
矸石	cfci
转车	cfci
轩辕	cfcl
转轨	cfcx
匹夫之勇	cfdd
砖头	cfdd
转为	cfdj
转产	cfdj
转变	cfdm
转弯	cfdm
票房	cfdp
转交	cfdv
转脸	cfdv
飘然	cfdy
转岗	cfen
转录	cfes
辅导	cfex
转动	cffg
转运	cffg
飘动	cffg
转折	cffj
转播	cffj
飘摇	cffj
飘逝	cffj
硬邦邦	cffp
票据	cffp
转换	cffr
转折点	cffy
飘扬	cffz
转眼	cfge
转瞬	cfgj
转台	cfgo
转移	cfhd
转科	cfhd
飘散	cfhd
转世	cfhl
飘带	cfhn
飘落	cfhs
飘荡	cfhs
转译	cfia
转让	cfil
转手	cfjf
转告	cfjl
转生	cfjl
转入	cfjn
转而	cfjn
转向	cfjn
票面	cfjq
转制	cfkn
碰运气	cfkz
转载	cflc
飘去	cflg
飘舞	cflh
砖墙	cflx
砖块	cflz
转述	cfmd
票根	cfme
飘尘	cfml
转机	cfmw
票额	cfna
转用	cfnf
转帖	cfni
转盘	cfns
剽窃	cfnv
转口	cfoi
转院	cfpn
辅助	cfqf
瓢虫	cfqi
转圈	cfqv
乐于助人	cfqv
转角	cfri
转身	cfri
转嫁	cfrn
飘逸	cfro
飘洒	cfsc
飘泊	cfsg
连云港	cfsh
轻于鸿毛	cfsj
飘浮	cfsj
轻描淡写	cfsn
飘忽	cfss
轰动一时	cftb
转到	cftg
转型	cfth
转借	cfth
转悠	cfti
砖瓦	cftl
转正	cftl
转速	cfto
转化	cftt
票价	cftv
飘零	cfuv
飘着	cfvf
转会	cfvf
转道	cfvj
转念	cfvj
医护人员	cfvo
转送	cfvy
飘红	cfwi
转学	cfwn
转业	cfwt
转给	cfwv
票友	cfxa
转过	cfxd
转炉	cfxd
转卖	cfxj
匹夫有责	cfxl
转发	cfya
剽悍	cfyb
转战	cfyo
转折点	cfyo
转达	cfyz
票子	cfzi
兜揽	cgfn
碑林	cgmm
矿泉水	cgsi
兜售	cgti
兜风	cgwx
匿名	chdo
西藏自治区	chjc
碟片	chki
医药卫生	chpj
斩草除根	chpm
欧共体	chtm
石英钟	chvo
碟子	chzi
医药费	chzs
雅观	cian
西昌	cibb
也是	cibt
雅量	cibt
车轴	cicd
车辙	cicd
车票	cicf
石碑	cicg
牙牙	cici
牙石	cici
石匠	cicj
西医	cicl
牙医	cicl
车匪	cicn
也要	cicr
车辆	cict
车轮	cicv
西欧	cicx
雅意	cidb
石头	cidd
破旧立新	cidd
车头	cidd
车胎	cidg
西方	cidh
西施	cidh
车刀	cidi
车市	cidn
西部	cido
牙膏	cido
也就	cido
石膏	cido
车房	cidp
西服	cidp
车站	cidy
西山	ciei
西岸	ciej
石印	ciep
车把	cifd
也无	cifl
硬功夫	cifv
车夫	cifv
车技	cifx
也能	cigd
车臣	cigi
西藏	cihk
石英	cihn
车程	ciho
雅称	cihr
西药	cihw
西贡	ciib
也该	ciid
车工	ciii
也许	ciil
也请	ciil
邪说	ciiv
车皮	cija
车库	cijc
牙痛	cijd
西夏	cijg
西瓜	cijj
牙质	cijj
西裤	cijk
西段	cijk
车厢	cijm
车床	cijm
西面	cijq
邪乎	cijv
雅座	cijv
车座	cijv
要言不烦	cijx
车祸	cijy
也不	cijy
西边	cijz
石笋	cike
车牌	cikg
鸦片	ciki
车长	ciki
西装	cikl
西北	cikt
牙签	cikv
邪气	cikz
车载	cilc
雅静	cild
雅士	cili
牙垢	cilj
雅趣	cill
石鼓	cilo
西域	cilt
牙齿	cilv
牙龈	cilv
牙齿	cilw
牙龈	cilw
石块	cilz
车场	cilz
石柱	cimd
车棚	cimd
牙根	cime
也想	cimg
石榴	cimg
石棉	cimg
车模	cimh
石板	cimj
石桥	cimj
车本	cimt
车检	cimv
车间	cinb
邪门	cini
也门	cini
车门	cini
西门	cini
牙雕	cinl
石雕	cinl
西宫	cino
西安	cinr
车船	cins
轻诺寡信	cint
西宁	cint
车窗	cinv
乜嘢	ciob
牙口	cioi
邪路	ciol
西路	ciol
石器	cioo
雅号	ciot
西陆	cipf
车展	ciph
车尾	cipj
牙刷	cipn
石壁	cipo
石阶	cipv
车队	cipv
石蜡	ciqh
石墨	ciqh
西甲	ciqi
也罢	ciql
车身	ciri
也好	cirz
西汉	cisa
石油	cisd
车流	cisd
也很	cise
也行	cisf
车马	cist
西洋	cisv
也没	cisw
西湖	cisx
西侧	citb
车位	citd
雅致	citg
车型	cith
西式	citi
车顶	citj
雅正	citl
车速	cito
也可	cito
石像	citr
西化	citt
石化	citt
邪恶	citw
西天	city
邪心	ciui
雅典	ciuv
车前	civd
雅舍	civf
也会	civf
研讨会	civf
车钱	civf
雅人	civi
邪道	civj
邪念	civj
车况	civo
也曾	civq
车次	civr
车铃	civv
牙关	civy
牙缝	ciwa
石缝	ciwa
轻工业部	ciwd
车组	ciwq
雅兴	ciwv
西风	ciwx
西经	ciwz
车友	cixa
也有	cixd
石料	cixd
也在	cixi
西南	cixn
车灯	cixt
牙粉	cixv
石灰	cixx
西餐	ciyd
西点	ciyo
雅虎	ciyw
邪教	ciyz
牙子	cizi
石子	cizi
车子	cizi
车费	cizs
矿难	cjat
破败	cjba
硕果	cjbm
也不是	cjbt
轻而易举	cjbw
暂时	cjbx
破晓	cjbx
破财	cjbx
破碎	cjcd
轻手轻脚	cjcd
轿车	cjci
矿石	cjci
矿区	cjcx
辘轳	cjcy
破产	cjdj
矿产	cjdj
矿山	cjei
硕导	cjex
暂无	cjfl
矿井	cjfn
破损	cjfo
轿夫	cjfv
矿泉	cjgs
矿藏	cjhk
破鞋	cjhp
破落	cjhs
破获	cjhx
斩获	cjhx
破译	cjia
破旧	cjib
矿工	cjii
西厢记	cjiz
矿物	cjjf
矿物质	cjjj
矿床	cjjm
牙买加	cjjo
暂不	cjjy
堑壕	cjld
破土	cjli
硕士	cjli
破坏	cjlj
暂缺	cjlx
破格	cjma
破相	cjmg
医疗机构	cjmm
暂用	cjnf
破门	cjni
破案	cjnr
暂定	cjnt
破口	cjoi
暂别	cjoj
医疗卫生	cjpj
破除	cjpv
砭骨	cjqd
暂且	cjqf
乐不思蜀	cjqq
破解	cjrd
破浪	cjsd
暂行	cjsf
输入法	cjsl
破洞	cjsn
暂停	cjtd
破裂	cjtd
暂住	cjtd
斩开	cjth
破戒	cjth
暂借	cjth
矿体	cjtm
医疗保险	cjtp
医疗保健	cjtt
破例	cjtt
乐不可支	cjtx
破灭	cjtx
匠心	cjui
斩仓	cjvc
匠人	cjvi
斩首	cjvj
暂缓	cjwj
破绽	cjwn
矿业	cjwt
斩断	cjxl
斩杀	cjxm
破烂	cjxv
硕大	cjyi
碱性	cjyj
雅加达	cjyz
轿子	cjzi
医疗费	cjzs
破费	cjzs
西北部	ckdo
西装革履	ckhp
轻装简从	ckkv
轻装上阵	cklp
轶闻	cknp
轶事	ckto
鸦片战争	ckyr
医务	claj
轧辊	clcb
砝码	clcs
磕碰	clcv
车载斗量	cldb
医理	cleb
医护	clfd
破土动工	clfi
医科	clhd
医药	clhw
医疗	cljj
乐此不疲	cljj
医生	cljl
破土而出	clju
破壳而出	clju
硅片	clki
医士	clli
医术	clmd
轧机	clmw
医用	clnf
辕门	clni
医师	clnt
医家	clnx
甄别	cloj
医嘱	clop
医院	clpn
医治	clsg
医德	clsx
医保	clto
轧钢	clvn
硅谷	clvv
医学	clwn
医学院	clwp
区域经济	clws
硕士学位	clwt
乐观	cman
砂砾	cmcc
砂石	cmci
砂轮	cmcv
乐意	cmdb
乐章	cmdb
乐理	cmeb
砂岩	cmec
乐山	cmei
乐于	cmfi
鸦雀无声	cmfl
连根拔起	cmfl
乐谱	cmiv
乐极生悲	cmjn
砂土	cmli
乐土	cmli
乐趣	cmll
乐器	cmoo
乐队	cmpv
乐园	cmqf
乐团	cmqx
乐得	cmsb
乐事	cmto
乐曲	cmui
砂纸	cmwc
碴儿	cmwi
砂糖	cmxj
砂布	cmxn
乐都	cmyb
乐子	cmzi
栗子	cmzi
辖区	cncx
西安市	cndn
匪帮	cnfp
砚台	cngo
研究成果	cnjb
石家庄市	cnjd
研究所	cnjj
破门而入	cnjj
研究生	cnjl
石家庄	cnjl
邪门歪道	cnjv
辖制	cnkn
碗筷	cnky
研究室	cnnt
研究员	cnob
研究中心	cnou
研究院	cnpn
西安市	cnrd
迎宾馆	cnrl
砚池	cnsc
匪徒	cnsl
碉堡	cnto
研究会	cnvf
研究人员	cnvo
石嘴山	coei
辑录	coes
乐呵呵	coot
叵测	cosb
破口大骂	coyo
辗转	cpcf
迎迓	cpci
迎头	cpdd
迎新	cpdm
迎春	cpev
迎接	cpfd
迎击	cpfu
迎面	cpjq
迎宾	cpng
迎娶	cppa
迎候	cpti
迎来	cptx
连阴天	cpty
连阴雨	cpui
迎合	cpvt
迎风	cpwx
破除迷信	cpxt
迎战	cpyo
硬骨头	cqdd
辅助设计	cqii
匮乏	cqjd
磁悬浮	cqsj
要务	craj
要账	crbk
要是	crbt
软硬	crct
确立	crdi
砍刀	crdi
要为	crdj
转危为安	crdn
要脸	crdv
要义	crdx
确然	crdy
要把	crfd
要抓	crfj
要挟	crft
砍掉	crfy
要目	crgi
软卧	crgy
要让	cril
确证	crit
确认	criv
确诊	criv
要诀	criz
要么	crjg
软席	crjh
确乎	crjv
软座	crjv
要不	crjy
要将	crkd
软管	crkn
要地	crlc
要以	crld
砍柴	crlt
要素	crlw
要想	crmg
软禁	crmm
软梯	crmv
要紧	crna
确实	crnd
要害	crnf
要用	crnf
要塞	crnf
要闻	crnp
要案	crnr
软盘	crns
确定	crnt
要员	crob
要职	crpo
要隘	crpv
软骨	crqd
要饭	crrl
要好	crrz
要得	crsb
要津	crse
软水	crsi
轻如鸿毛	crsj
软驱	crst
要旨	crtb
确切	crtd
要死	crtd
要到	crtg
确信	crti
软件	crtk
要件	crtk
砍伤	crtl
软体	crtm
确保	crto
要事	crto
软化	crtt
要价	crtv
要做	crtx
砍伐	crtx
要人	crvi
要领	crvj
要道	crvj
要命	crvt
确凿	crwt
确有	crxd
要有	crxd
要在	crxi
要犯	crxj
要求	crxx
软性	cryj
要点	cryo
软弱	crzs
要强	crzs
覆水难收	csal
覆辙	cscd
码头	csdd
码放	csdh
破涕为笑	csdk
覆亡	csdl
西洋参	csgy
连滚带爬	cshj
西游记	csiz
泵入	csjn
飘忽不定	csjn
辎重	csjt
软包装	cskl
输油管	cskn
码表	cslk
码洋	cssv
覆没	cssw
车水马龙	cssx
覆灭	cstx
泵出	csue
覆盖	csve
也没有	csxd
飘洋过海	csxs
瓢泼大雨	csyu
车马费	cszs
昏暗	ctbd
轻歌曼舞	ctbl
硬是	ctbt
礁石	ctci
硬要	ctcr
硬朗	ctde
氏族	ctdh
昏君	ctej
车到山前必有路	cteo
辅导	ctex
硬挺	ctfj
硬拼	ctfv
硬撑	ctfw
昏眩	ctgd
昏睡	ctgj
破天荒	cthd
昏黄	cthd
昏花	ctht
西伯利亚	ctht
雅俗共赏	cthw
研讨	ctix
研读	ctix
昏庸	ctje
硬度	ctjh
研习	ctji
研磨	ctjm
硬币	ctjn
匪夷所思	ctjq
硬面	ctjq
硬座	ctjv
昏厥	ctjv
昏乱	ctjx
硬笔	ctkj
研制	ctkn
硬气	ctkz
砌墙	ctlx
硬木	ctmi
硬实	ctnd
研究生	ctnj
研究所	ctnj
硬盘	ctns
研究	ctnv
辅助	ctqf
昏天黑地	ctql
辐射	ctrx
硬汉	ctsa
软件包	ctse
硬水	ctsi
乐天派	ctsj
昏沉	ctsn
硬件	cttk
软件下载	cttl
硬化	cttt
昏倒	cttt
硬仗	cttx
辅佐	cttx
软件开发	ctty
迎来送往	ctvs
研判	ctvx
辅料	ctxd
欧佩克	ctxo
昏迷	ctxz
研发	ctya
硬性	ctyj
欧亚大陆	ctyp
硬弓	ctzs
砒霜	cuum
匠心独运	cuxf
匠心独具	cuxq
输电	cvbl
轮轴	cvcd
磁碟	cvch
磁石	cvci
碰头	cvdd
磁头	cvdd
连锅端	cvde
轮胎	cvdg
硬着头皮	cvdj
输赢	cvdl
磋商	cvdn
覆盖率	cvdw
轮岗	cven
西半球	cvex
轮班	cvey
碰撞	cvfd
轮换	cvfr
输掉	cvfy
磁带	cvhn
轮训	cvim
碰巧	cvit
轮廓	cvjd
磁力	cvji
连锁反应	cvjj
磁疗	cvjj
输入	cvjn
输血	cvjq
破镜重圆	cvjq
碰面	cvjq
覆盖面	cvjq
输入法	cvjs
轮番	cvjx
输氧	cvkz
斩钉截铁	cvlv
磁卡	cvly
磁矩	cvly
磁场	cvlz
磁极	cvmj
轮机	cvmw
轮椅	cvmy
磁盘	cvns
轮船	cvns
碰见	cvnw
输家	cvnx
软着陆	cvpf
碰壁	cvpo
轮回	cvqo
乐善好施	cvrd
轮奸	cvrf
轮流	cvsd
输液	cvsd
磁浮	cvsj
磁漆	cvsm
破釜沉舟	cvsn
碰到	cvtg
轮作	cvtl
磁体	cvtm
轮休	cvtm
输出	cvue
磁道	cvvj
磁铁	cvvk
磁针	cvvx
输送	cvvy
碘钨灯	cvxt
砸锅卖铁	cvxv
磁性	cvyj
碰钉子	cvzi
轮子	cvzi
迎风飘扬	cwcf
轻举妄动	cwdf
匹夫	cwfv
破绽百出	cwju
连续不断	cwjx
匹敌	cwjx
连绵不断	cwjx
矾土	cwli
连绵起伏	cwlt
西红柿	cwmd
医学院	cwpn
连续剧	cwpx
硝酸	cwug
匹配	cwuz
软绵绵	cwwg
硝烟	cwxq
欧盟	cxbd
轱辘	cxcj
磷肥	cxdd
轨迹	cxdm
殴打	cxft
欧元	cxfw
区委	cxhr
区长	cxki
区域	cxlt
轰炸机	cxmw
区间	cxnb
区别	cxoj
区号	cxot
欧阳	cxpb
确有其事	cxqt
欧姆	cxrq
欧洲	cxsy
区位	cxtd
欧亚	cxtw
磷酸	cxug
区分	cxvd
欧美	cxve
轨道	cxvj
粟米	cxxi
区划	cxxn
粟子	cxzi
硝烟弥漫	cxzs
卵石	cyci
孵育	cydg
西餐厅	cydj
西餐馆	cydr
硕大无朋	cyfd
砧木	cymi
砧板	cymj
卵巢	cysb
卵形	cyth
孵化	cytt
卵子	cyzi
轻贱	czbf
连日	czbi
轻则	czbn
轻易	czbs
轻飘	czcf
轻轻	czcz
连连	czcz
连胜	czdj
连通	czdn
连夜	czdt
轻柔	czdt
轻率	czdw
连理	czeb
连环	czej
连珠	czek
连接	czfd
软弱无力	czfj
轻捷	czft
轻扬	czfz
连带	czhn
轻蔑	czhq
轻薄	czhs
轻工	czii
轻巧	czit
轻工业	cziw
轻度	czjh
轻重	czjt
轻敌	czjx
轻视	czjy
连篇	czkd
连长	czki
轻装	czkl
连载	czlc
连年	czlc
轻声	czld
连声	czld
连杆	czmf
轻松	czmv
轻闲	cznm
轻舟	czns
连同	cznt
轻取	czpa
连队	czpv
连累	czqw
连贯	czqx
轻微	czse
轻水	czsi
轻浮	czsj
轻忽	czss
轻骑	czst
轻型	czth
轻信	czti
连任	cztj
轻伤	cztl
连体	cztm
轻便	cztt
轻佻	cztv
连天	czty
连遭	czub
连锁	czvw
连缀	czwa
轻纺	czwd
连线	czwf
连绵	czwg
连续	czwx
轻风	czwx
轻狂	czxj
轻慢	czyb
连忙	czyd
轻快	czyz
轻盈	czzj
胳膊	dadf
胳膊	dadt
主观臆断	dadx
预处理	daeb
服务台	dago
主观能动性	dagy
服务质量	dajb
高难度	dajh
高处不胜寒	dajn
服务机构	damm
服务员	daob
服务中心	daou
胳臂	dapo
预备队	dapv
变戏法	dasl
预备役	dasw
服务业	dawt
服务态度	dayj
旁观者清	days
音叉	dbad
亮晶晶	dbbb
童星	dbbj
章则	dbbn
胆量	dbbt
竟是	dbbt
音量	dbbt
彰显	dbbw
意匠	dbcj
音乐	dbcm
音码	dbcs
音区	dbcx
音韵	dbdb
腥膻	dbdd
意外地	dbdl
韵脚	dbdl
交易市场	dbdl
裹脚	dbdl
孰是孰非	dbdn
腥臊	dbdo
音效	dbdv
意义	dbdx
竟然	dbdy
意外	dbdy
为时已晚	dbeb
韶山	dbei
弃暗投明	dbfb
胆魄	dbgg
头晕目眩	dbgg
头晕眼花	dbgh
章程	dbho
音节	dbhp
章节	dbhp
意蕴	dbhw
音译	dbia
童工	dbii
童话	dbij
竭诚	dbij
童谣	dbij
音调	dbin
意识	dbio
胆识	dbio
意识到	dbit
韵语	dbiw
音讯	dbiz
为时不晚	dbjb
为时不远	dbjf
腥臭	dbjg
意愿	dbjg
竟自	dbjg
竭力	dbji
文明礼貌	dbjj
音质	dbjj
意向	dbjn
胆敢	dbjp
竟敢	dbjp
褒贬不一	dbjt
童装	dbkl
音箱	dbkm
音符	dbkt
腥气	dbkz
意气	dbkz
童年	dblc
意境	dbld
意趣	dbll
音域	dblt
意志	dblu
音素	dblw
音标	dbmf
意想	dbmg
胆小	dbmi
放映机	dbmw
交易额	dbna
胆寒	dbnf
音容	dbnv
意见	dbnw
意味	dbof
腥味	dbof
韵味	dbof
音响	dboj
交易中心	dbou
意味着	dbov
音障	dbpd
竭尽	dbpn
音阶	dbpv
意图	dbqa
胆略	dbqa
意甲	dbqi
韵母	dbqs
意思	dbqu
音色	dbrd
意象	dbro
章鱼	dbrt
韵律	dbse
音律	dbse
赣江	dbsi
意淫	dbsj
音波	dbsj
章法	dbsl
章句	dbso
胆汁	dbsx
意旨	dbtb
离题万里	dbtb
韵致	dbtg
音形	dbth
音信	dbti
这时候	dbti
胆囊	dbto
音速	dbto
主题歌	dbto
音像	dbtr
韶华	dbtt
童心	dbui
意会	dbvf
裹着	dbvf
外星人	dbvi
胆道	dbvj
意念	dbvj
音准	dbvt
韶关	dbvy
意兴	dbwv
韶光	dbww
竟有	dbxd
意料	dbxd
裹在	dbxi
童真	dbxq
童贞	dbyb
意大利	dbyh
胆大	dbyi
音频	dbyj
胆怯	dbyl
胆虚	dbyw
胆子	dbzi
童子	dbzi
胜败乃兵家常事	dbzt
怨怼	dcax
斗转星移	dcbh
腰果	dcbm
腰斩	dccj
头昏脑胀	dcdd
主要矛盾	dcdj
怨望	dcdl
腰部	dcdo
主要产品	dcdo
头昏脑涨	dcds
腰眼	dcge
头昏眼花	dcgh
腰带	dchn
腰花	dcht
怨艾	dchx
怨言	dcii
腰疼	dcja
腰痛	dcjd
主要原因	dcjq
头破血流	dcjs
怨气	dckz
腰鼓	dclo
怨毒	dclq
腰板	dcmj
腰椎	dcmt
音乐家	dcnx
鸳鸯	dcny
主要职责	dcpl
腰围	dcqf
怨妇	dcre
腰身	dcri
腰包	dcse
怨偶	dctb
肝硬化	dctt
怨恨	dcye
腰子	dczi
玄之又玄	ddad
斗鸡	ddag
头条	ddam
多日	ddbi
这就是说	ddbi
头晕	ddbn
多则	ddbn
多赚	ddbv
头头是道	ddbv
多时	ddbx
多轨	ddcx
斗殴	ddcx
斗胆	dddb
头脑	dddd
多头	dddd
多端	ddde
多方	dddh
肺腑之言	dddi
多月	dddi
肮脏	dddj
多方面	dddj
多变	dddm
臃肿	dddo
多名	dddo
外交部	dddo
头部	dddo
肥胖	dddv
肥效	dddv
膀胱	dddw
高效率	dddw
肥肠	dddz
亭亭玉立	dded
胶印	ddep
交通规则	ddfb
交通运输	ddfc
胳膊拧不过大腿	ddfd
脉动	ddfg
多云	ddfg
多于	ddfi
高高挂起	ddfl
高新技术	ddfm
交头接耳	ddfp
脱胎换骨	ddfq
多亏	ddfs
脉搏	ddft
多元	ddfw
多能	ddgd
高效能	ddgd
头目	ddgi
多台	ddgo
肥皂	ddgt
剖腹藏珠	ddhe
辛辛苦苦	ddhh
脐带	ddhn
多种	ddho
胶鞋	ddhp
交通警	ddhs
辛亥革命	ddhv
外部设备	ddia
率由旧章	ddid
多功能	ddig
多项	ddij
忍让	ddil
交通工具	ddiq
多谢	ddir
头皮	ddja
头疼	ddja
肥厚	ddjb
头痛	ddjd
忍痛	ddjd
腋毛	ddjf
多么	ddjg
肥瘦	ddjg
腋臭	ddjg
脑力	ddji
六亲不认	ddji
肥力	ddji
多了	ddji
脑后	ddjj
脑瓜	ddjj
多彩	ddjm
忍受	ddjn
忍耐	ddjn
多面	ddjq
多方面	ddjq
头面	ddjq
豪放不羁	ddjq
忍不住	ddjt
臆病	ddjt
多重	ddjt
头雁	ddjt
恋恋不舍	ddjv
夜郎自大	ddjy
胶乳	ddjz
多边	ddjz
斗篷	ddka
脑筋	ddkd
脑浆	ddkd
斗笠	ddkd
斗牛	ddki
胶片	ddki
多长	ddki
头版	ddkj
肥壮	ddkl
头等	ddkl
斗气	ddkz
多年	ddlc
头上	ddli
多收	ddli
多起	ddll
翩翩起舞	ddll
脑壳	ddln
多年来	ddlt
多些	ddlt
斗志	ddlu
肥缺	ddlx
斗智	ddly
肝胆相照	ddmb
立方根	ddme
多想	ddmg
脱脂棉	ddmg
臆想	ddmg
胶木	ddmi
多少	ddmj
多极	ddmj
立交桥	ddmj
多多少少	ddmm
多样	ddmv
多用户	ddnd
多用	ddnf
脑门	ddni
头巾	ddni
多寡	ddnj
服服帖帖	ddnn
外柔内刚	ddnn
外交官	ddnp
斗室	ddnt
义勇军进行曲	ddnu
肥肉	ddnv
腋窝	ddnv
多家	ddnx
多音字	ddnz
多嘴	ddol
多吃	ddol
新产品	ddoo
畜产品	ddoo
头号	ddot
多层	ddpf
头陀	ddpn
膀臂	ddpo
头屑	ddpw
脑髓	ddqd
头骨	ddqd
肥田	ddqi
文房四宝	ddqn
放之四海而皆准	ddqv
斗争	ddre
多久	ddrn
多媒体	ddrt
亲朋好友	ddrx
多好	ddrz
臆测	ddsb
多得	ddsb
头油	ddsd
主旋律	ddse
胶水	ddsi
肥水	ddsi
肥沃	ddsj
高朋满座	ddsj
肝脑涂地	ddsl
脑海	ddsl
斗法	ddsl
头衔	ddsv
多汁	ddsx
多位	ddtd
多方位	ddtd
旁敲侧击	ddtf
为之一振	ddtf
多到	ddtg
头顶	ddtj
多疑	ddtl
胶体	ddtm
立方体	ddtm
多事	ddto
胶囊	ddto
眉头一皱	ddtr
头像	ddtr
多例	ddtt
端端正正	ddtt
新变化	ddtt
方方正正	ddtt
脑袋	ddtv
多做	ddtx
腋下	ddty
多心	ddui
忍心	ddui
弯弯曲曲	dduu
毅然决然	ddvd
肥美	ddve
肥差	ddvf
胶着	ddvf
忍着	ddvf
齐头并进	ddvf
多个	ddvi
